unit_id,statement,condition,source_rows,primary_source,capability_area,mandatory,profiles,evidence_class,status,package,evidence,remaining_work,notes
AU-DEC-0079,Business truth changes only through owning-service contracts and evidence-bearing effects; workflow engines persist orchestration state only.,workflow engine boundary,V6:IA-41-003,V6:IA-41-003,decision,yes,all,harness,open,R0,apps/api/src/pipeline + migrations/0013_operation_closure.sql (business truth changes only through the governed commit); test/int/phase6-approvals.test.ts,"Merge PR #46 (phase6-decisions, migrations 0041-0050) to main behind C15/C16/C17; re-run the named suite on the merged head; cross-profile demonstration is carried by the parity unit of the same chapter.",repair 2026-09-10: local evidence not bound to a case
AU-DEC-0080,"The Strategy Graph persists objective, assumption, decision, commitment and outcome objects with dependencies, and invalidating an assumption surfaces what rested on it and marks every dependent assumption UNVERIFIED.","strategy graph (main, Phase 3)",V8:PR-37-001; V8:PR-37-002; V8:CAP-DS-08,V8:PR-37-001,decision,yes,all,harness,verified:local,P7-D,apps/api/src/graph/strategy/strategy.service.ts; apps/api/src/graph/strategy/impact.service.ts; apps/web/app/graph/strategy/page.tsx; migrations/0006_objects.sql; test/int/phase3-acceptance.test.ts: 'C6 - invalidating an assumption surfaces what rested on it; propagation marks every dependent assumption UNVERIFIED',Cross-profile demonstration (parity unit); missing node kinds are the next unit.,Merged on main; verified on the local profile only.
AU-DEC-0081,"The Strategy Graph also connects outcomes, measures, targets, initiatives, capabilities, resources, stakeholders, risks, opportunities, scenarios and results, and provides objective-to-capability alignment scoring with a gap view.",chapter 37,V8:PR-37-001; V8:PR-37-002; V8:CAP-DS-08,V8:PR-37-001,decision,yes,all,harness,open,P6,,"Add capability, initiative, resource, measure/target, stakeholder, risk and opportunity strategy kinds (0024 strategy objects) with dependency edges; alignment score per objective with coverage gaps; web view.",
AU-DEC-0082,"AI may detect misalignment and recommend options in the Strategy Graph; only named human authorities set objectives, approve measures and trade-offs, allocate resources and commit the organization, with eligible authority, digest, expiry and separation recorded.",chapter 37 boundary,V8:PR-37-003,V8:PR-37-003,decision,yes,all,harness,open,P6,apps/api/src/policy/pdp.service.ts; test/unit/pdp.test.ts; test/int/gate22-authority-matrix.test.ts,"Named-authority gates (digest, expiry, SoD) for objective/measure/resource/commit transitions in the strategy graph, beyond coarse PDP roles.",
AU-DEC-0083,"When objectives conflict, measures are gamed or stale, capability evidence is weak, dependencies are cyclic or ownership is missing, the graph shows the misalignment and uncertainty, prevents unsupported health claims, preserves alternatives and routes accountable planning review.",chapter 37 continuity,V8:PR-37-005,V8:PR-37-005,decision,yes,all,harness,open,P6,"apps/web/components/ui.tsx (DegradedBanner, TruthBadge); apps/api/src/shared/degraded-store.ts; test/int/phase1-fault-injection.test.ts","Detect and record objective conflicts, stale/gamed measures, cyclic dependencies and missing owners as graph findings routed to a planning review; fault test per condition.",
AU-DEC-0084,"Acceptance for chapter 37 demonstrates graph integrity and temporal tests, objective-to-capability coverage, metric validation, conflict and dependency analysis and executive acceptance, bound to the exact capability version, journey, role, tenant/domain, deployment, entitlement, data/model versions, configuration, consequence class and period, with positive/negative/stale/unauthorized/cross-tenant/correction/replay fixtures and a fault exercise.",signed scope-specific acceptance record,V8:PR-37-006; V8:AT-37,V8:PR-37-006,decision,yes,all,ci-gate,open,P6,V8:AT-37: apps/api/src/graph/strategy/strategy.service.ts; apps/api/src/graph/strategy/impact.service.ts; apps/web/app/graph/strategy/page.tsx; apps/api/test/int/phase3-acceptance.test.ts: C6 — invalidating an assumption surfaces what rested on it; propagation marks every dependent assumption UNVERIFIED,"Produce the AT-37 acceptance record (fixtures, fault exercise, product owner + independent assurance + customer authority acceptance) once the alignment features exist.",
AU-DEC-0085,"Acceptance for chapter 38 demonstrates decision-completeness fixtures, evidence and citation checks, alternative and dissent tests, recommendation evaluation, accessibility and authority acceptance bound to the exact scope, with the seven fixture classes and a fault exercise.",signed scope-specific acceptance record,V8:PR-38-006; V8:AT-38,V8:PR-38-006,decision,yes,all,ci-gate,open,P6,"V8:AT-38: apps/api/src/decision/packages/package.service.ts; apps/api/migrations/0041_decision_packages.sql; 0048_phase6_review_corrections.sql; apps/web/app/decisions/page.tsx; apps/api/test/int/phase6-decisions.test.ts: an option on a completed run binds version and digest, is SIMULATED, and carries uncertainty; one common baseline; the decision agent holds exactly ONE write; e2e/phase6-decisions.demo.spec.ts: DECISIONS","Assemble the AT-38 record from phase6-decisions harness + e2e DECISIONS plus missing stale/unauthorized/cross-tenant/correction fixtures, accessibility evidence and named acceptances.",
AU-DEC-0086,"Acceptance for chapter 39 demonstrates authority and separation tests, digest binding, signature verification, approval replay, partial-commitment recovery and audit acceptance bound to the exact scope.",signed scope-specific acceptance record,V8:PR-39-006; V8:AT-39,V8:PR-39-006,decision,yes,all,ci-gate,open,P6,"V8:AT-39: apps/api/src/decision/approvals/approval.service.ts; apps/api/migrations/0042_decision_approvals_and_commitment.sql; apps/api/test/int/phase6-approvals.test.ts: a named approver approves: APR admitted, the version and package approved at quorum; the ROUTE pins C3 ... two authorities commit concurrently and exactly one; after commitment nothing reopens; role-at-scope with a quorum of two DISTINCT humans; e2e/phase6-decisions.demo.spec.ts: DECISIONS ... approvals and the C3 commitment",AT-39 record: existing approval fixtures plus signature verification and partial-commitment recovery (open units) and named acceptances.,
AU-DEC-0087,"Acceptance for chapter 40 demonstrates historical reconstruction, version pinning, outcome linkage, confounding and attribution tests, governed-change workflow and auditor acceptance bound to the exact scope, and production admission requires end-to-end strategic-loop fixtures with learning admission.",signed scope-specific acceptance record,V8:PR-40-006; V8:AT-40; V7:DP-40-006,V8:PR-40-006,decision,yes,all,ci-gate,open,P7-B,V8:AT-40: apps/api/src/decision/replay/replay.service.ts; apps/api/migrations/0043_decision_replay.sql; 0045_decision_monitoring_and_outcomes.sql; 0047_replay_prior_dissent.sql; apps/api/test/int/phase6-replay.test.ts: known / believed / tested hold only what was recorded under the cut-offs; an earlier as_of excludes what came after it; apps/api/test/int/phase6-monitoring.test.ts: the OUT: refused without the reconciliation; closure records the lessons as text; e2e/phase6-decisions.demo.spec.ts: REPLAY,"AT-40 record: replay/monitoring fixtures exist; attribution, governed-change and learning-admission fixtures depend on AU-LRN units; named auditor acceptance.",
AU-DEC-0088,"Learning may recommend product, policy, process or model changes; authorized named humans approve each change and prior decisions remain immutable.",chapter 40 boundary,V8:PR-40-003,V8:PR-40-003,decision,yes,all,harness,open,P7-B,apps/api/src/policy/pdp.service.ts; test/int/gate22-authority-matrix.test.ts,Named eligible authority with digest/expiry/separation for change proposals (AU-LRN release pipeline); immutability of decisions already enforced (0041:137).,
AU-DEC-0089,"A complete decision environment (objectives -> options -> consequences -> uncertainty -> approvals -> commitment) is the product, retaining alternatives, dissent, approvals and monitoring conditions; explainable foresight and reproducible simulation precede commitment.",Volume 2 decision thesis,V2:V02-T-006; V2:V02-T-168,V2:V02-T-006,decision,yes,all,harness,verified:local,R0,test/int/phase4-acceptance.test.ts: D1; test/int/phase5-simulations.test.ts (cold reproduction reaches the same digest); test/int/phase6-decisions.test.ts: 'one common baseline'; e2e/phase6-decisions.demo.spec.ts: DECISIONS,"Merge PR #46 (phase6-decisions, migrations 0041-0050) to main behind C15/C16/C17; re-run the named suite on the merged head; cross-profile demonstration is carried by the parity unit of the same chapter.",
AU-DEC-0090,The prepare-a-decision-package journey (question -> objectives -> options -> evidence -> foresight -> risk -> recommendation -> review) is executable end to end by a decision analyst in the browser.,JRN-16,V8:JRN-16,V8:JRN-16,decision,yes,all,browser,open,P6,e2e/phase6-decisions.demo.spec.ts: DECISIONS; test/int/phase6-decisions.test.ts,Risk stage (risk objects) and recommendation stage (recommendation object) in the decisions page; e2e covering all eight stages.,
AU-DEC-0091,The make-and-record-a-decision journey (verify authority -> inspect digest -> deliberate -> decide -> rationale -> sign -> commit -> distribute) is executable end to end by a decision authority.,JRN-17,V8:JRN-17,V8:JRN-17,decision,yes,all,browser,open,P6,e2e/phase6-decisions.demo.spec.ts: 'DECISIONS ... approvals and the C3 commitment'; test/int/phase6-approvals.test.ts,Sign and distribute stages (units above); e2e covering all eight stages.,
AU-DEC-0092,"One governed production journey demonstrates state propagation from source evidence through claim, graph, forecast/scenario, twin/simulation, package, approval, commitment and outcome into decision replay on a production deployment profile.","closed loop; production profile, not the fresh local Compose demonstration",V10:IR-04-003; V10:V10-T-001; V10:IR-01-003,V10:IR-04-003,decision,yes,all,browser,verified:local,R0,e2e/phase6-decisions.demo.spec.ts: 'DECISIONS / REPLAY / BRIEFINGS'; evidence/demo-virgin-transcript.txt; test/int/phase6-replay.test.ts: 'known / believed / tested hold only what was recorded under the cut-offs'; test/int/phase6-monitoring.test.ts: 'the chosen run's exact output becomes a SIMULATED element; the outcomes upload becomes an OBSERVED element',"Merge #46 behind C15/C16/C17; run the same journey on a production profile (P7-D) with independent testing of controls; paid consequential use, repeatable deployment and verified corporate facts are business evidence outside the product.","Verified on the fresh local deployment of 2026-09-09 only; IR-01-003 business parts are assumptions to validate, never achieved outcomes."
AU-DEC-0093,"Decision workspace and Decision Replay are entitlement-scoped capabilities with named scope, policy, usage and evidence.",entitlement catalogue ENT-10/ENT-12,V10:ENT-10; V10:ENT-12,V10:ENT-10,decision,no,all,harness,open,P7-F,V10:ENT-12: apps/api/migrations/0043_decision_replay.sql;test/int/phase6-replay.test.ts;e2e/phase6-decisions.demo.spec.ts: REPLAY,Entitlement object and enforcement at the decision and replay ports (P7-F); capability itself is verified locally.,
AU-EXO-0001,"The product operates one continuous loop Observe, Understand, Predict, Simulate, Decide, Learn in which every verb is an operating capability with explicit inputs, outputs, controls and accountable owner, no stage is a disconnected feature island, and the Learn stage feeds memory, model/agent evaluation and governed release.","the closed strategic loop; without collapsing into a chatbot, dashboard, BI platform, copilot or reporting tool",V0:C-002; V8:PR-02-001; V2:V02-T-011; V1:V01-T-001,V0:C-002,executive-os,yes,all,harness,open,P7-B,migrations/0022 -> 0023 -> 0024 -> 0029 -> 0032/0033 -> 0041/0042 -> 0045; test/int/phase6-monitoring.test.ts: 'closure records the lessons as text on the outcomes'; test/int/phase4-acceptance.test.ts: 'D4 an outcome is scored'; PHASE6_REPORT.md §7.1 (Act VI),"Deliver the Learn stage as a capability with owner role, objects and controls (AU-LRN lesson/pipeline units); compute MET-001 loop-closure rate; prove observe->learn on a non-demo tenant.",Observe..Decide chain is verified locally on main (Phases 1-5) and branch (Phase 6); ADR-002 (not a chatbot/dashboard) holds by construction (no chat surface).
AU-EXO-0002,"Mission stage, user objective, work object, evidence state, uncertainty, recommendation, human decision, outcome and learning disposition are persisted, exposed, versioned and reconciled with identity, owner, effective time, status, provenance and policy explicit.",chapter 2 persisted state,V8:PR-02-002,V8:PR-02-002,executive-os,yes,all,harness,open,P7-B,"V8:PR-02-002: apps/api/migrations/0006_objects.sql (identity, owner, times, status, provenance, policy on every canonical object); apps/api/src/decision/monitoring/monitoring.service.ts; apps/api/test/int/phase6-monitoring.test.ts: closure records the lessons as text on the outcomes; apps/api/test/int/phase6-replay.test.ts; PHASE6_REPORT.md §7.1 (Act VI)",Persist a learning disposition per closed package and a principle-conformance/user-value state; make mission stages explicit on objects rather than implicit in module lifecycles.,
AU-EXO-0003,"The product improves human understanding and decision quality while preserving uncertainty, dissent, accountability and the user's final authority, enforced by named eligible authority with digest, expiry and separation records on chapter-2 transitions.",chapter 2 boundary,V8:PR-02-003,V8:PR-02-003,executive-os,yes,all,harness,open,P7-B,V8:PR-02-003: apps/api/src/policy/pdp.service.ts; apps/api/test/unit/pdp.test.ts; apps/api/test/int/gate22-authority-matrix.test.ts: no port succeeds on a role outside its grantee set,Named-authority records for principle-conformance adjudication (beyond coarse PDP roles).,
AU-EXO-0004,"When a workflow optimizes engagement, speed or automation at the expense of truth, explanation, control or strategic completeness, the product constrains the workflow, exposes the violated principle, preserves user work and requires accountable product adjudication.",chapter 2 continuity,V8:PR-02-005,V8:PR-02-005,executive-os,yes,all,harness,open,P7-B,"V8:PR-02-005: apps/web/components/ui.tsx (DegradedBanner, ErrorNote, TruthBadge, LifecycleBadge); apps/api/src/shared/degraded-store.ts; apps/api/test/int/phase1-fault-injection.test.ts","Declare the continuity contract (hold, expose violated principle, route to product adjudication) and a fault exercise; today only fail-closed refusal and the degraded banner exist.",
AU-EXO-0005,"Acceptance for chapter 2 demonstrates journey tests across all six mission stages, user-value evidence, principle conformance review and customer authority acceptance bound to the exact scope.",signed scope-specific acceptance record,V8:PR-02-006; V8:AT-02,V8:PR-02-006,executive-os,yes,all,ci-gate,open,P7-B,V8:AT-02: apps/api/src/decision/monitoring/monitoring.service.ts; apps/api/test/int/phase6-monitoring.test.ts: closure records the lessons as text on the outcomes; apps/api/test/int/phase6-replay.test.ts; PHASE6_REPORT.md §7.1 (Act VI),"AT-02 record with six-stage journey fixtures (Learn stage pending), user-value evidence and named acceptances.",
AU-EXO-0006,"An executive home organizes strategic objectives, external change, weak signals, early warnings, health, risks, opportunities, scenarios, decision queues, simulations, commitments, owners, review cadences and outcomes as one operating loop of live governed objects, not a passive dashboard collection.",executive operating surface,V0:C-027; V0:V00-T-067; V8:PR-41-001; V8:CAP-EO-01; V2:V02-T-091; V2:V02-T-217; V10:ENT-11; V1:V01-T-018,V0:C-027,executive-os,yes,all,browser,open,P6,"apps/web/app/decisions/page.tsx; apps/web/app/decisions/briefings/page.tsx; migrations/0044 executive.rooms_current/room_members/briefings; test/int/phase6-briefings.test.ts; e2e/phase6-decisions.demo.spec.ts: 'BRIEFINGS: the room, its members and cadence...'","Build the executive home: objectives (strategy graph), material change feed, warnings, health, risks/opportunities as entry points, scenario/simulation views, decision queue, commitments and outcomes across packages; e2e journey.",Today the surface is a decision list plus per-package briefings; risks/opportunities exist only as package fields.
AU-EXO-0007,"An executive context switcher changes organization, objective, geography, horizon and scenario safely with context integrity and stale-state handling.",executive home,V8:CAP-EO-02,V8:CAP-EO-02,executive-os,yes,all,browser,open,P6,,Context object (tenant/domain/objective/geography/horizon/scenario) carried by every executive read with stale-state labelling; browser tests for switching mid-review.,
AU-EXO-0008,"A responsibility model shows who owns each objective, commitment, warning and review, filtered by policy, with evidence, uncertainty, authority, state and required action intact.",L10-C01,V3:L10-C01,V3:L10-C01,executive-os,yes,all,harness,open,P6,"V3:L10-C01: apps/api/src/executive/rooms/room.service.ts; migrations/0044:29-61 (rooms, members); apps/web/app/decisions/page.tsx; test/int/phase6-briefings.test.ts",Responsibility model view over OBJ/CMT/WRN owners and room roles; policy-filtered.,
AU-EXO-0009,"Decision rooms are opened by the package owner with named human members in explicit roles (owner, approver, dissenter, observer); an agent is never a member; members examine the same evidence and assumptions, record dissent, approve and set monitoring triggers; access is role and need-to-know based; ReviewConvened opens a governed review around a declared decision.",decision rooms (0044),V0:V00-T-067; V2:V02-T-094; V2:V02-T-098; V3:L10-C04; V3:L10-I03; V3:V03-T-168,V0:V00-T-067,executive-os,yes,all,harness,verified:local,R0,"migrations/0044:29-61 (rooms, members, room_events); apps/api/src/executive/rooms/room.service.ts:24-58; apps/api/src/decision/clearance.ts:33-56; test/int/phase6-briefings.test.ts: 'a room is opened by the package owner only', 'members are named humans; an agent is never a member'; e2e/phase6-decisions.demo.spec.ts: BRIEFINGS",Merge PR #46 (phase6-decisions) to main behind C15/C16/C17; re-run the named suite on the merged head; cross-profile demonstration is carried by the parity unit of the same chapter. Scenario rooms are the next unit.,
AU-EXO-0010,"Scenario rooms exist alongside decision rooms, and reviews can be convened around an objective, scenario, commitment or outcome, not only a decision package.",L10-C04 / L10-I03,V3:L10-C04; V3:L10-I03; V3:L10-C05,V3:L10-C04,executive-os,yes,all,harness,open,P6,V3:L10-C04: apps/api/src/executive/rooms/room.service.ts:24-58; migrations/0044:29-61; test/int/phase6-briefings.test.ts; test/int/phase6-agents.test.ts,Generalize rooms to an anchor object (OBJ/SCN/CMT/OUT/DEC) with the same membership and cadence rules; objective review connected to the strategy graph; SoD and deadlines on reviews.,
AU-EXO-0011,"A briefing is composed from stored live objects under the reader's known_at watermark, states what changed since the prior briefing, why it matters, who owns the response and which decision window is closing, cites only included items, and recomposition under the same watermark yields the same content digest; the narrative is optional, labelled and sits outside the digest.",briefings (0044/0049/0050),V0:V00-T-068; V8:PR-42-001; V8:CAP-EO-03; V2:V02-T-218; V3:L10-C03; V3:L10-I01; V4:ES-40-006; V5:AI-56-001; V5:AG-033; V1:V01-T-018,V0:V00-T-068,executive-os,yes,all,harness,verified:local,R0,"apps/api/src/executive/briefings/briefing.service.ts; migrations/0044:81; 0049 (historical contract state, approver eligibility at the cut-off); 0050 (as-of source states with rights reconstruction); test/int/phase6-briefings.test.ts:38-168: 'composed from stored records under the reader's known_at', 'recomposition under the same watermark and known_at yields the same content digest', 'the narrative is optional, labelled, cites only included items and sits outside the content digest'; e2e/phase6-decisions.demo.spec.ts: BRIEFINGS",Merge PR #46 (phase6-decisions) to main behind C15/C16/C17; re-run the named suite on the merged head; cross-profile demonstration is carried by the parity unit of the same chapter. Historical eligibility assumes principal kind and tenant only (PHASE6_REPORT.md §12.5).,Verified part of PR-42-001/CAP-EO-03; approval/classification/delivery/receipt/command views are open units.
AU-EXO-0012,"A briefing makes explicit the disputed assessments, stale dependencies, emerging scenario indicators, required decisions, and what was suppressed, deferred or delegated since the prior briefing, and a reader can inspect why an item was elevated or deferred.",briefing items,V0:V00-T-068; V2:V02-T-218; V2:V02-T-092; V3:V03-T-171,V0:V00-T-068,executive-os,yes,all,harness,open,P6,"V2:V02-T-218: apps/api/src/executive/briefings/briefing.service.ts (items since the prior briefing, 'matters' via graph.dependencies, sources, owners, windows ordered by time left); apps/api/migrations/0044 (prior_briefing_id bound); apps/api/test/int/phase6-briefings.test.ts: recomposition under the same watermark and known_at yields the same content digest","Add item kinds for disputed assessments (dissent/contest), stale dependencies, scenario indicators and required decisions; persist elevation/deferral/suppression/delegation decisions with reasons and render them.",
AU-EXO-0013,"Every briefing or report states audience, purpose, as-of time, data and product freshness, evidence, changes, uncertainty, dissent, omissions, owners, required action and expiry; every displayed conclusion links to evidence and uncertainty; audience compression retains material caveats, alternative futures, decision status, commitment state and source-to-claim traceability.",briefing/report contract,V3:V03-T-170; V4:V04-T-037; V5:AI-56-002; V5:AI-56-003,V3:V03-T-170,executive-os,yes,all,harness,open,P6,"apps/api/src/executive/briefings/briefing.service.ts; apps/api/src/executive/agents/agents.service.ts (briefing, reporting agents); test/int/phase6-briefings.test.ts; test/int/phase6-agents.test.ts","Audience contract (roles, locale, accessibility, channels), expiry, omission statements and per-conclusion uncertainty on briefings; compression check that caveats/alternatives survive.",
AU-EXO-0014,"Decision-active briefing content, classification, audience, recommendation and publication are approved by an authorized human before delivery; AI may only draft and adapt; retrieval is governed like composition.",briefing owner approval gate,V8:PR-42-003,V8:PR-42-003,executive-os,yes,all,harness,open,P6,"test/int/phase6-briefings.test.ts: 'retrieval is governed like composition: a room briefing is read by the room's members'; apps/api/src/policy/pdp.service.ts (briefing.compose, briefing.read)","Approval-before-delivery transition by the briefing owner binding the content digest, classification and audience; harness: unapproved briefing cannot be delivered.","Row marked implemented for governed compose/read; the approve-before-deliver gate is absent, so the unit stays open."
AU-EXO-0015,"A publication is approved and delivered by a publication authority binding the exact bytes (digest) to audience, classification and channel, with recipients, delivery receipts, schedule, correction, withdrawal and archive persisted.",publishing and distribution center,V8:OBJ-39; V8:PR-47-001; V8:PR-47-002; V8:CAP-EO-11; V8:JRN-20; V8:PR-42-002,V8:OBJ-39,executive-os,yes,all,harness,open,P6,apps/api/src/executive/executive.controller.ts (/reports/:packageId/render); test/int/phase6-agents.test.ts: 'renders a report marked agent-produced with SYNTHETIC marks and truth states; refuses a confidential ...',"Persist publications (template, source snapshot, content digest, audience, classification, format, accessibility, approval digest, channel, schedule, receipts, correction, withdrawal, archive); approve-and-deliver port; receipt tracking; JRN-20 stages classify/approve/deliver/receipt/correct.",
AU-EXO-0016,"When a briefing or publication is stale, unsupported, misclassified, sent to the wrong audience, inaccessible or altered after approval, delivery is blocked or withdrawn, the approved digest and receipts preserved, recipients notified of material correction and reapproval routed; correction, reclassification, withdrawal, decision change and commitment change version affected publications and notify accountable recipients by materiality.",chapters 42 and 47 continuity,V8:PR-42-005; V8:PR-47-005; V5:AI-56-005,V8:PR-42-005,executive-os,yes,all,harness,open,P6,"test/int/phase6-briefings.test.ts: 'items carry truth state, source state (stale/unavailable) and availability'; test/int/phase6-residual-corrections-2.test.ts; apps/web/components/ui.tsx (TruthBadge, LifecycleBadge, DegradedBanner)",Availability-check branch and package contributors (PHASE6_REPORT.md §12.5); withdrawal/republish flow with recipient notification; versioning of affected publications on correction; fault drills.,Stale/unavailable labelling is verified; block/withdraw/notify/reapprove depends on the publication object.
AU-EXO-0017,"Reporting is an output of the operating system, not its product boundary; humans approve material publication, audience and classification through a named publication authority with digest, expiry and separation records.",chapter 47 boundary,V8:PR-47-003,V8:PR-47-003,executive-os,yes,all,harness,open,P6,V8:PR-47-003: apps/api/src/policy/pdp.service.ts; apps/api/test/unit/pdp.test.ts; apps/api/test/int/gate22-authority-matrix.test.ts: no port succeeds on a role outside its grantee set,"Publication authority gate (named eligible human, digest, expiry, SoD) on approve-and-deliver.",
AU-EXO-0018,"Command views present role- and moment-specific operating state with safe actions, with authority and degraded-state evidence.",CAP-EO-04,V8:CAP-EO-04; V8:PR-42-001,V8:CAP-EO-04,executive-os,yes,all,browser,open,P6,,Command view service composing role/moment views from canonical objects with safe actions and degraded-state labels; browser tests per persona.,
AU-EXO-0019,"The briefing and reporting agents render only admitted canonical products and policy-filtered projections with SYNTHETIC marks and truth states intact, refuse content above the reader's clearance, cannot omit material dissent or uncertainty, and create no untracked executive facts, decisions, commitments or scores.",executive agents (0046),V5:AI-56-001; V5:AG-033; V5:AG-034; V5:TC-12,V5:AI-56-001,executive-os,yes,all,harness,verified:local,R0,apps/api/src/executive/agents/agents.service.ts (briefing agent; reporting agent; clearance refusal); test/int/phase6-agents.test.ts: 'renders a report marked agent-produced with SYNTHETIC marks and truth states; refuses a confidential ...'; test/int/phase6-briefings.test.ts: narrative outside the digest,Merge PR #46 (phase6-decisions) to main behind C15/C16/C17; re-run the named suite on the merged head; cross-profile demonstration is carried by the parity unit of the same chapter. TC-12 external communication drafts (email/notice) under publication review are not implemented (report render only).,
AU-EXO-0020,"A Strategic Health Score decomposes by objective, capability, risk, opportunity, execution, resilience and learning into components each exposing measures, weights, evidence, freshness, confidence, trend, sensitivity, peer/baseline comparison and decision relevance; the score never replaces the underlying analysis, and a score change triggers investigation, scenario review or a decision workflow but never authorizes action.",chapter 43; C-034,V0:C-034; V0:V00-T-099; V8:PR-43-001; V8:PR-43-002; V8:CAP-EO-05; V2:V02-T-220; V2:V02-T-221; V5:AI-56-004; V1:V01-T-025,V0:C-034,executive-os,yes,all,harness,open,P6,,"Build the score object model (score, dimension, indicator, measure, source, formula, weight, threshold, confidence, coverage, trend, decomposition, owner, exception, version) with identity/owner/effective time/status/provenance/policy; computation service with lineage and sensitivity/alternative-weight view; review trigger on change; web decomposition view.","No code, table or page references a health score; never scheduled by the build prompt (omission)."
AU-EXO-0021,"AI may compute and explain the Strategic Health Score; humans approve its dimensions, measures, weights, thresholds, exceptions and any decision based on it, through a PDP rule with named eligible authority, digest and audit.",chapter 43 boundary,V8:PR-43-003,V8:PR-43-003,executive-os,yes,all,harness,open,P6,,PDP actions and approval records for score configuration changes and score-based decisions.,
AU-EXO-0022,"When score inputs are stale or missing, weights disputed, metrics gamed, confidence low or aggregation masks a critical failure, the score is marked partial or indeterminate, decomposition and coverage exposed, misleading comparison prevented and measure governance routed.",chapter 43 continuity,V8:PR-43-005,V8:PR-43-005,executive-os,yes,all,harness,open,P6,,Partial/indeterminate states with coverage disclosure and comparison lock; fault exercise per condition.,
AU-EXO-0023,"Strategic Health Score semantics are identical on SaaS, Private Cloud and On-Premise with operational variance declared.",chapter 43 parity,V8:PR-43-004,V8:PR-43-004,executive-os,yes,all,deployment,open,P7-D,,Add the chapter 43 golden journey to the cross-profile conformance suite once the score exists.,
AU-EXO-0024,"Acceptance for chapter 43 demonstrates formula and lineage tests, sensitivity and missing-data analysis, anti-gaming review, temporal replay, decomposition accessibility and executive acceptance bound to the exact scope.",signed scope-specific acceptance record,V8:PR-43-006; V8:AT-43,V8:PR-43-006,executive-os,yes,all,ci-gate,open,P6,,AT-43 cannot start until the score exists.,
AU-EXO-0025,"A versioned attention policy object defines materiality, thresholds, routing, escalation, suppression and notification rules; AttentionPolicyChanged versions it and the materiality engine evaluates it against declared inputs returning results, uncertainty, evaluation and lineage.",attention policy and materiality engine,V2:V02-T-093; V3:L10-C02; V3:L10-I05; V3:V03-T-169; V4:ES-40-001,V2:V02-T-093,executive-os,yes,all,harness,open,P6,migrations/0029 (forecasts_current.attention_state only); migrations/0044; test/int/phase6-briefings.test.ts:38-168,"Attention policy object (versioned, tenant-scoped) with materiality rules; evaluation recorded when composing briefings/priorities; governance event on change; harness cases.",
AU-EXO-0026,"A proactive priority queue delivers material warnings, decisions, reviews, opportunities, collection gaps, commitments and exceptions before manual inquiry, with each queue item persisted (type, trigger, evidence, relevance, severity, urgency, confidence, owner, audience, rank, due time, action, acknowledgment, suppression, outcome) and ranked by materiality, urgency, confidence, novelty, strategic relevance, reversibility and required action with an explainable rank.",chapter 44,V0:V00-T-069; V8:PR-44-001; V8:PR-44-002; V8:CAP-EO-06; V2:V02-T-091,V0:V00-T-069,executive-os,yes,all,harness,open,P6,apps/api/src/executive/briefings/briefing.service.ts (windows ordered by time left); apps/api/src/executive/agents/agent-worker.service.ts (cadence-driven briefing job); test/int/phase6-agents.test.ts: 'the planner: the room's cadence becomes a briefing job on its own queue'; test/int/phase6-monitoring.test.ts: 'a review falling due without a review event is recorded as overdue once',"Persist queue items and ranking (executive.queue_items) fed by warnings (0029), monitoring breaches/reviews (0045/0044), opportunities, collection gaps (0038) and commitments; ranking function with explanation; precision/recall/fairness/overload tests.",Today briefing windows are computed at composition time and ordered by time left only.
AU-EXO-0027,"Users can see why an item was elevated, tune the attention policy, suppress duplicates with a reason, delegate review, and see what was deprioritized, dismissed or escalated; suppression, delegation, dismissal and escalation records remain visible and auditable; AI may nominate and rank but humans set policy, accept priority, suppress with reason, assign ownership and decide consequential action.",attention governance and chapter 44 boundary,V0:V00-T-069; V8:PR-44-003; V2:V02-T-092; V3:V03-T-171; V3:V03-T-176; V1:V01-T-028,V0:V00-T-069,executive-os,yes,all,harness,open,P6,apps/web/lib/warning-timing.ts (ack timeliness display only),"Suppression/delegation/dismissal/escalation/acknowledgement records with actor and reason (append-only), PDP actions per named authority, visible deprioritized view; harness and browser cases.",
AU-EXO-0028,"When the queue becomes noisy, biased, duplicated, stale, unowned, overloaded or hides a severe lower-ranked item, queue quality is declared, items deduplicated and rebalanced by policy, ranking reasons exposed, unowned items escalated and suppressed history preserved.",chapter 44 continuity,V8:PR-44-005,V8:PR-44-005,executive-os,yes,all,harness,open,P6,"V8:PR-44-005: apps/web/components/ui.tsx (DegradedBanner, ErrorNote, TruthBadge, LifecycleBadge); apps/api/src/shared/degraded-store.ts; apps/api/test/int/phase1-fault-injection.test.ts","Queue-quality indicator, dedupe/rebalance by policy, escalation of unowned items; fault exercise (overload drill).",
