id,volume,chapter,page,clause,family_seed,capability_area,impl_status,verif_status,release_status,phase_origin,package,evidence,remaining_work,notes
IR-26-002,V10,26 Implementation and Time-to-Value,67,"Prevent architecture or planning language from implying actual product, customer or financial status",V10-F007,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,Finance and legal review of the chapter wording before external use; no product behaviour,"claim-control obligation on the investor package, not product behaviour; cross-volume REL-08"
IR-26-003,V10,26 Implementation and Time-to-Value,67,"Proof requires measured stage duration, production acceptance, configuration-to-code ratio, control evidence, and reference package reuse.",V10-F007,commercial,missing,not-applicable,none,not-applicable,P7-F,,"Business/issuer validation (finance, legal, board, customers); no product behaviour to build",business assumption to validate; never an achieved outcome; stage duration and configuration-to-code ratio are delivery metrics (P7-F onboarding); Appendix N boundary: Time to production
IR-26-004,V10,26 Implementation and Time-to-Value,67,"Expire, withdraw and replace affected claims when evidence or assumptions change materially",V10-F007,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Correction route (owner, distribution list, withdrawal, replacement, receipt) exists outside the product; none is recorded in the repository","claim-control obligation on the investor package, not product behaviour; cross-volume REL-19, DR-20"
IR-27-001,V10,27 Domain Specialization Without Fragmentation,69,Represent Domain Specialization Without Fragmentation only within the declared claim class and scope,V10-F007,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Claim-register entry for this chapter (exact wording, class FROZEN, owner approval) does not exist in the repository; maintain it in the P7-F claim-to-evidence register","claim-control obligation on the investor package, not product behaviour; cross-volume REL-14, DR-20"
IR-27-002,V10,27 Domain Specialization Without Fragmentation,69,"Prevent architecture or planning language from implying actual product, customer or financial status",V10-F007,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,Finance and legal review of the chapter wording before external use; no product behaviour,"claim-control obligation on the investor package, not product behaviour; cross-volume REL-08"
IR-27-003,V10,27 Domain Specialization Without Fragmentation,69,"A domain package must demonstrate common-core conformance, expert acceptance, reusable value, lifecycle ownership, and controlled upgrade compatibility.",V10-F007,marketplace,missing,unverified,none,phase7,P7-C,,"No domain package mechanism: no ontology packs, decision-archetype templates, source packages, evaluation suites or partner extensions (grep archetype/marketplace = 0); one twin kind schema and one behaviour model exist (0032) — P7-C admission/installation, P3 ontology governance",Appendix N boundary: Common-core conformance; not scheduled in the master build prompt
IR-27-004,V10,27 Domain Specialization Without Fragmentation,69,"Expire, withdraw and replace affected claims when evidence or assumptions change materially",V10-F007,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Correction route (owner, distribution list, withdrawal, replacement, receipt) exists outside the product; none is recorded in the repository","claim-control obligation on the investor package, not product behaviour; cross-volume REL-19, DR-20"
IR-28-001,V10,"28 Integration, Interoperability, and Exit",71,"Represent Integration, Interoperability, and Exit only within the declared claim class and scope",V10-F007,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Claim-register entry for this chapter (exact wording, class FROZEN, owner approval) does not exist in the repository; maintain it in the P7-F claim-to-evidence register","claim-control obligation on the investor package, not product behaviour; cross-volume REL-14, DR-20"
IR-28-002,V10,"28 Integration, Interoperability, and Exit",71,"Prevent architecture or planning language from implying actual product, customer or financial status",V10-F007,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,Finance and legal review of the chapter wording before external use; no product behaviour,"claim-control obligation on the investor package, not product behaviour; cross-volume REL-08"
IR-28-003,V10,"28 Integration, Interoperability, and Exit",71,"Evidence includes contract tests, versioning, rate and failure behavior, round-trip export, deletion, reconciliation, and customer-owned-key procedures.",V10-F007,infrastructure,partial,passed:harness+ci,merged,phase7,P7-F,packages/contracts;test/int/rfc8785-crosslang.test.ts;test/gate/receipt-contract.test.ts;apps/api/src/*/*.controller.ts (/v1 routes);test/int/phase1-fault-injection.test.ts;apps/api/src/observation/connectors/http-client.ts,"No round-trip export/import, no customer-owned-key procedure, no rate limiting, no identity federation (SSO), no event/webhook egress for integrators, no deletion/reconciliation contract tests (P7-F export/exit and enterprise integration; P7-D IAM)",Appendix N boundary: Contract-test pass rate
IR-28-004,V10,"28 Integration, Interoperability, and Exit",71,"Expire, withdraw and replace affected claims when evidence or assumptions change materially",V10-F007,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Correction route (owner, distribution list, withdrawal, replacement, receipt) exists outside the product; none is recorded in the repository","claim-control obligation on the investor package, not product behaviour; cross-volume REL-19, DR-20"
IR-29-001,V10,"29 Reliability, Support, and Operational Quality",73,"Represent Reliability, Support, and Operational Quality only within the declared claim class and scope",V10-F007,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Claim-register entry for this chapter (exact wording, class FROZEN, owner approval) does not exist in the repository; maintain it in the P7-F claim-to-evidence register","claim-control obligation on the investor package, not product behaviour; cross-volume REL-14, DR-20"
IR-29-002,V10,"29 Reliability, Support, and Operational Quality",73,"Prevent architecture or planning language from implying actual product, customer or financial status",V10-F007,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,Finance and legal review of the chapter wording before external use; no product behaviour,"claim-control obligation on the investor package, not product behaviour; cross-volume REL-08"
IR-29-003,V10,"29 Reliability, Support, and Operational Quality",73,"Production proof requires load and resilience testing, observability coverage, incident exercises, recovery evidence, support response, and customer acceptance.",V10-F007,infrastructure,partial,passed:harness+browser,merged,phase7,P7-D,"apps/api/src/health (healthz/readyz; degraded-reconciliation.service.ts);apps/api/src/audit/reconcile-degraded.ts;test/int/gate22-degraded-recovery.test.ts;e2e/phase4-prediction.demo.spec.ts: the API is HEALTHY behind the banner-free shell: /readyz is inspected, not assumed;e2e/phase1-observation.spec.ts: 6. the health timeline replays deterministically from stored events","No load/resilience testing (no k6/autocannon), no telemetry/metrics export or four observability planes, no journey SLO objects, no backup/restore or PITR procedure (register §7: vault/journal recovery partial), no incident exercise record, no support process (Phase 7 observability, P7-D)",Appendix N boundary: Journey SLO attainment
IR-29-004,V10,"29 Reliability, Support, and Operational Quality",73,"Expire, withdraw and replace affected claims when evidence or assumptions change materially",V10-F007,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Correction route (owner, distribution list, withdrawal, replacement, receipt) exists outside the product; none is recorded in the repository","claim-control obligation on the investor package, not product behaviour; cross-volume REL-19, DR-20"
IR-30-001,V10,30 Product Readiness and Evidence Boundary,75,Represent Product Readiness and Evidence Boundary only within the declared claim class and scope,V10-F007,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Claim-register entry for this chapter (exact wording, class FROZEN, owner approval) does not exist in the repository; maintain it in the P7-F claim-to-evidence register","claim-control obligation on the investor package, not product behaviour; cross-volume REL-14, DR-20"
IR-30-002,V10,30 Product Readiness and Evidence Boundary,75,"Prevent architecture or planning language from implying actual product, customer or financial status",V10-F007,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,Finance and legal review of the chapter wording before external use; no product behaviour,"claim-control obligation on the investor package, not product behaviour; cross-volume REL-08"
IR-30-003,V10,30 Product Readiness and Evidence Boundary,75,"The external package can claim only what the evidence room, claim register, source register, and accountable approvers support at release time.",V10-F007,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Claim register, evidence room and release approvals are maintained outside the product; the repository holds no claim register","claim-control obligation on the investor package, not product behaviour; the evidence room today is FULL_PRODUCT_DELIVERY_REGISTER.md plus this audit; no claim or source register exists in the repository; Appendix N boundary: Proof-gate closure"
IR-30-004,V10,30 Product Readiness and Evidence Boundary,75,"Expire, withdraw and replace affected claims when evidence or assumptions change materially",V10-F007,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Correction route (owner, distribution list, withdrawal, replacement, receipt) exists outside the product; none is recorded in the repository","claim-control obligation on the investor package, not product behaviour; cross-volume REL-19, DR-20"
IR-31-001,V10,31 Revenue Architecture,78,Represent Revenue Architecture only within the declared claim class and scope,V10-F008,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Claim-register entry for this chapter (exact wording, class FROZEN, owner approval) does not exist in the repository; maintain it in the P7-F claim-to-evidence register","claim-control obligation on the investor package, not product behaviour; cross-volume REL-14, DR-20"
IR-31-002,V10,31 Revenue Architecture,78,"Prevent architecture or planning language from implying actual product, customer or financial status",V10-F008,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,Finance and legal review of the chapter wording before external use; no product behaviour,"claim-control obligation on the investor package, not product behaviour; cross-volume REL-08"
IR-31-003,V10,31 Revenue Architecture,78,"Evidence requires executed contracts, entitlement records, usage and invoice reconciliation, recurring-revenue definitions, renewal behavior, and services separation.",V10-F008,commercial,missing,not-applicable,none,not-applicable,P7-F,,"Business/issuer validation (finance, legal, board, customers); no product behaviour to build",business assumption to validate; never an achieved outcome; Appendix N boundary: Recurring revenue mix
IR-31-004,V10,31 Revenue Architecture,78,"Expire, withdraw and replace affected claims when evidence or assumptions change materially",V10-F008,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Correction route (owner, distribution list, withdrawal, replacement, receipt) exists outside the product; none is recorded in the repository","claim-control obligation on the investor package, not product behaviour; cross-volume REL-19, DR-20"
IR-32-001,V10,"32 Packaging, Entitlements, and Licensing",80,"Represent Packaging, Entitlements, and Licensing only within the declared claim class and scope",V10-F008,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Claim-register entry for this chapter (exact wording, class FROZEN, owner approval) does not exist in the repository; maintain it in the P7-F claim-to-evidence register","claim-control obligation on the investor package, not product behaviour; cross-volume REL-14, DR-20"
IR-32-002,V10,"32 Packaging, Entitlements, and Licensing",80,"Prevent architecture or planning language from implying actual product, customer or financial status",V10-F008,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,Finance and legal review of the chapter wording before external use; no product behaviour,"claim-control obligation on the investor package, not product behaviour; cross-volume REL-08"
IR-32-003,V10,"32 Packaging, Entitlements, and Licensing",80,"Proof includes SKU-to-entitlement mapping, contract alignment, usage reconciliation, renewal behavior, upgrade paths, and policy enforcement tests.",V10-F008,commercial,missing,unverified,none,phase7,P7-F,,"No entitlement, SKU or licence objects and no policy enforcement of entitlements across profiles or partner routes (grep entitlement = 0); see ENT-01…ENT-20 (P7-F entitlements/licensing)",package bands are business assumption to validate; never an achieved outcome; not scheduled in the master build prompt; Appendix N boundary: Entitlement accuracy
IR-32-004,V10,"32 Packaging, Entitlements, and Licensing",80,"Expire, withdraw and replace affected claims when evidence or assumptions change materially",V10-F008,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Correction route (owner, distribution list, withdrawal, replacement, receipt) exists outside the product; none is recorded in the repository","claim-control obligation on the investor package, not product behaviour; cross-volume REL-19, DR-20"
IR-33-001,V10,33 Pricing and Metering,82,Represent Pricing and Metering only within the declared claim class and scope,V10-F008,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Claim-register entry for this chapter (exact wording, class FROZEN, owner approval) does not exist in the repository; maintain it in the P7-F claim-to-evidence register","claim-control obligation on the investor package, not product behaviour; cross-volume REL-14, DR-20"
IR-33-002,V10,33 Pricing and Metering,82,"Prevent architecture or planning language from implying actual product, customer or financial status",V10-F008,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,Finance and legal review of the chapter wording before external use; no product behaviour,"claim-control obligation on the investor package, not product behaviour; cross-volume REL-08"
IR-33-003,V10,33 Pricing and Metering,82,"Willingness-to-pay, procurement feasibility, discount discipline, usage predictability, margin, and renewal evidence must validate each band.",V10-F008,commercial,missing,unverified,none,phase7,P7-F,,"No usage metering of model, data, satellite, compute or source consumption that is observable or reconcilable to invoices; the only meters are agent budgets (0046) — P7-F metering; price bands are business assumptions",price bands are business assumption to validate; never an achieved outcome; Appendix N boundary: Net price realization
IR-33-004,V10,33 Pricing and Metering,82,"Expire, withdraw and replace affected claims when evidence or assumptions change materially",V10-F008,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Correction route (owner, distribution list, withdrawal, replacement, receipt) exists outside the product; none is recorded in the repository","claim-control obligation on the investor package, not product behaviour; cross-volume REL-19, DR-20"
IR-34-001,V10,34 Deployment Economics,84,Represent Deployment Economics only within the declared claim class and scope,V10-F008,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Claim-register entry for this chapter (exact wording, class FROZEN, owner approval) does not exist in the repository; maintain it in the P7-F claim-to-evidence register","claim-control obligation on the investor package, not product behaviour; cross-volume REL-14, DR-20"
IR-34-002,V10,34 Deployment Economics,84,"Prevent architecture or planning language from implying actual product, customer or financial status",V10-F008,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,Finance and legal review of the chapter wording before external use; no product behaviour,"claim-control obligation on the investor package, not product behaviour; cross-volume REL-08"
IR-34-003,V10,34 Deployment Economics,84,"Evidence requires cost attribution by profile and journey, capacity tests, support effort, upgrade cost, gross-margin reconciliation, and contract recovery.",V10-F008,commercial,missing,not-applicable,none,not-applicable,P7-F,,"Business/issuer validation (finance, legal, board, customers); no product behaviour to build",business assumption to validate; never an achieved outcome; cost attribution by profile/journey needs FinOps telemetry (P7-D); Appendix N boundary: Gross margin by profile
IR-34-004,V10,34 Deployment Economics,84,"Expire, withdraw and replace affected claims when evidence or assumptions change materially",V10-F008,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Correction route (owner, distribution list, withdrawal, replacement, receipt) exists outside the product; none is recorded in the repository","claim-control obligation on the investor package, not product behaviour; cross-volume REL-19, DR-20"
IR-35-001,V10,35 Marketplace and Ecosystem Economics,86,Represent Marketplace and Ecosystem Economics only within the declared claim class and scope,V10-F008,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Claim-register entry for this chapter (exact wording, class FROZEN, owner approval) does not exist in the repository; maintain it in the P7-F claim-to-evidence register","claim-control obligation on the investor package, not product behaviour; cross-volume REL-14, DR-20"
IR-35-002,V10,35 Marketplace and Ecosystem Economics,86,"Prevent architecture or planning language from implying actual product, customer or financial status",V10-F008,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,Finance and legal review of the chapter wording before external use; no product behaviour,"claim-control obligation on the investor package, not product behaviour; cross-volume REL-08"
IR-35-003,V10,35 Marketplace and Ecosystem Economics,86,"Proof requires verified supply and demand, asset quality, attach, usage, take rate, dispute handling, security review, and lifecycle economics.",V10-F008,marketplace,missing,unverified,none,phase7,P7-C,,"No marketplace: no signed package manifests, admission, installation, take rate, dispute handling or revocation (grep marketplace = 0) — P7-C","supply/demand, take rate and attach are business assumption to validate; never an achieved outcome; Appendix N boundary: Qualified marketplace supply"
IR-35-004,V10,35 Marketplace and Ecosystem Economics,86,"Expire, withdraw and replace affected claims when evidence or assumptions change materially",V10-F008,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Correction route (owner, distribution list, withdrawal, replacement, receipt) exists outside the product; none is recorded in the repository","claim-control obligation on the investor package, not product behaviour; cross-volume REL-19, DR-20"
IR-36-001,V10,"36 Services, Support, and Partner Economics",88,"Represent Services, Support, and Partner Economics only within the declared claim class and scope",V10-F008,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Claim-register entry for this chapter (exact wording, class FROZEN, owner approval) does not exist in the repository; maintain it in the P7-F claim-to-evidence register","claim-control obligation on the investor package, not product behaviour; cross-volume REL-14, DR-20"
IR-36-002,V10,"36 Services, Support, and Partner Economics",88,"Prevent architecture or planning language from implying actual product, customer or financial status",V10-F008,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,Finance and legal review of the chapter wording before external use; no product behaviour,"claim-control obligation on the investor package, not product behaviour; cross-volume REL-08"
IR-36-003,V10,"36 Services, Support, and Partner Economics",88,"Evidence includes service gross margin, time-to-production, partner-sourced and partner- delivered revenue, quality, escalation, and referenceability.",V10-F008,commercial,missing,not-applicable,none,not-applicable,P7-F,,"Business/issuer validation (finance, legal, board, customers); no product behaviour to build",business assumption to validate; never an achieved outcome; Appendix N boundary: Services gross margin
IR-36-004,V10,"36 Services, Support, and Partner Economics",88,"Expire, withdraw and replace affected claims when evidence or assumptions change materially",V10-F008,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Correction route (owner, distribution list, withdrawal, replacement, receipt) exists outside the product; none is recorded in the repository","claim-control obligation on the investor package, not product behaviour; cross-volume REL-19, DR-20"
IR-37-001,V10,37 Market Entry Sequence,91,Represent Market Entry Sequence only within the declared claim class and scope,V10-F009,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Claim-register entry for this chapter (exact wording, class FROZEN, owner approval) does not exist in the repository; maintain it in the P7-F claim-to-evidence register","claim-control obligation on the investor package, not product behaviour; cross-volume REL-14, DR-20"
IR-37-002,V10,37 Market Entry Sequence,91,"Prevent architecture or planning language from implying actual product, customer or financial status",V10-F009,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,Finance and legal review of the chapter wording before external use; no product behaviour,"claim-control obligation on the investor package, not product behaviour; cross-volume REL-08"
IR-37-003,V10,37 Market Entry Sequence,91,"Evidence requires a named-account map, qualification scores, conversion and cycle data, implementation capacity, reference rights, and expansion pathways.",V10-F009,commercial,missing,not-applicable,none,not-applicable,P7-F,,"Business/issuer validation (finance, legal, board, customers); no product behaviour to build",business assumption to validate; never an achieved outcome; Appendix N boundary: Qualified lighthouse pipeline
IR-37-004,V10,37 Market Entry Sequence,91,"Expire, withdraw and replace affected claims when evidence or assumptions change materially",V10-F009,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Correction route (owner, distribution list, withdrawal, replacement, receipt) exists outside the product; none is recorded in the repository","claim-control obligation on the investor package, not product behaviour; cross-volume REL-19, DR-20"
IR-38-001,V10,38 Design Partner Program,93,Represent Design Partner Program only within the declared claim class and scope,V10-F009,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Claim-register entry for this chapter (exact wording, class FROZEN, owner approval) does not exist in the repository; maintain it in the P7-F claim-to-evidence register","claim-control obligation on the investor package, not product behaviour; cross-volume REL-14, DR-20"
IR-38-002,V10,38 Design Partner Program,93,"Prevent architecture or planning language from implying actual product, customer or financial status",V10-F009,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,Finance and legal review of the chapter wording before external use; no product behaviour,"claim-control obligation on the investor package, not product behaviour; cross-volume REL-08"
IR-38-003,V10,38 Design Partner Program,93,"Exit criteria include production use, accepted outcome method, evidence package, commercial terms, reusable assets, and a documented expansion decision.",V10-F009,commercial,missing,not-applicable,none,not-applicable,P7-F,,"Business/issuer validation (finance, legal, board, customers); no product behaviour to build",business assumption to validate; never an achieved outcome; Appendix N boundary: Paid design partners
IR-38-004,V10,38 Design Partner Program,93,"Expire, withdraw and replace affected claims when evidence or assumptions change materially",V10-F009,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Correction route (owner, distribution list, withdrawal, replacement, receipt) exists outside the product; none is recorded in the repository","claim-control obligation on the investor package, not product behaviour; cross-volume REL-19, DR-20"
IR-39-001,V10,39 Enterprise Sales Motion,95,Represent Enterprise Sales Motion only within the declared claim class and scope,V10-F009,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Claim-register entry for this chapter (exact wording, class FROZEN, owner approval) does not exist in the repository; maintain it in the P7-F claim-to-evidence register","claim-control obligation on the investor package, not product behaviour; cross-volume REL-14, DR-20"
IR-39-002,V10,39 Enterprise Sales Motion,95,"Prevent architecture or planning language from implying actual product, customer or financial status",V10-F009,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,Finance and legal review of the chapter wording before external use; no product behaviour,"claim-control obligation on the investor package, not product behaviour; cross-volume REL-08"
IR-39-003,V10,39 Enterprise Sales Motion,95,"Proof includes conversion by stage, cycle time, production attach, price realization, win/loss cause, forecast accuracy, and expansion.",V10-F009,commercial,missing,not-applicable,none,not-applicable,P7-F,,"Business/issuer validation (finance, legal, board, customers); no product behaviour to build",business assumption to validate; never an achieved outcome; Appendix N boundary: Stage conversion
IR-39-004,V10,39 Enterprise Sales Motion,95,"Expire, withdraw and replace affected claims when evidence or assumptions change materially",V10-F009,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Correction route (owner, distribution list, withdrawal, replacement, receipt) exists outside the product; none is recorded in the repository","claim-control obligation on the investor package, not product behaviour; cross-volume REL-19, DR-20"
IR-40-001,V10,40 Government and Defence Motion,97,Represent Government and Defence Motion only within the declared claim class and scope,V10-F009,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Claim-register entry for this chapter (exact wording, class FROZEN, owner approval) does not exist in the repository; maintain it in the P7-F claim-to-evidence register","claim-control obligation on the investor package, not product behaviour; cross-volume REL-14, DR-20"
IR-40-002,V10,40 Government and Defence Motion,97,"Prevent architecture or planning language from implying actual product, customer or financial status",V10-F009,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,Finance and legal review of the chapter wording before external use; no product behaviour,"claim-control obligation on the investor package, not product behaviour; cross-volume REL-08"
IR-40-003,V10,40 Government and Defence Motion,97,"Evidence must include verified vehicle eligibility, security and deployment acceptance, funded program sponsorship, delivery partners, and milestone performance.",V10-F009,commercial,missing,not-applicable,none,not-applicable,P7-F,,"Business/issuer validation (finance, legal, board, customers); no product behaviour to build",business assumption to validate; never an achieved outcome; Appendix N boundary: Eligible funded programs
IR-40-004,V10,40 Government and Defence Motion,97,"Expire, withdraw and replace affected claims when evidence or assumptions change materially",V10-F009,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Correction route (owner, distribution list, withdrawal, replacement, receipt) exists outside the product; none is recorded in the repository","claim-control obligation on the investor package, not product behaviour; cross-volume REL-19, DR-20"
IR-41-001,V10,41 Land-and-Expand System,99,Represent Land-and-Expand System only within the declared claim class and scope,V10-F009,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Claim-register entry for this chapter (exact wording, class FROZEN, owner approval) does not exist in the repository; maintain it in the P7-F claim-to-evidence register","claim-control obligation on the investor package, not product behaviour; cross-volume REL-14, DR-20"
IR-41-002,V10,41 Land-and-Expand System,99,"Prevent architecture or planning language from implying actual product, customer or financial status",V10-F009,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,Finance and legal review of the chapter wording before external use; no product behaviour,"claim-control obligation on the investor package, not product behaviour; cross-volume REL-08"
IR-41-003,V10,41 Land-and-Expand System,99,"Evidence requires entitlement-level cohort analysis, accepted value, sponsor depth, package attach, renewal, contraction, churn, and expansion cause.",V10-F009,commercial,missing,not-applicable,none,not-applicable,P7-F,,"Business/issuer validation (finance, legal, board, customers); no product behaviour to build",business assumption to validate; never an achieved outcome; Appendix N boundary: Net revenue retention
IR-41-004,V10,41 Land-and-Expand System,99,"Expire, withdraw and replace affected claims when evidence or assumptions change materially",V10-F009,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Correction route (owner, distribution list, withdrawal, replacement, receipt) exists outside the product; none is recorded in the repository","claim-control obligation on the investor package, not product behaviour; cross-volume REL-19, DR-20"
IR-42-001,V10,"42 Channels, Alliances, and Consulting Ecosystem",101,"Represent Channels, Alliances, and Consulting Ecosystem only within the declared claim class and scope",V10-F009,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Claim-register entry for this chapter (exact wording, class FROZEN, owner approval) does not exist in the repository; maintain it in the P7-F claim-to-evidence register","claim-control obligation on the investor package, not product behaviour; cross-volume REL-14, DR-20"
IR-42-002,V10,"42 Channels, Alliances, and Consulting Ecosystem",101,"Prevent architecture or planning language from implying actual product, customer or financial status",V10-F009,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,Finance and legal review of the chapter wording before external use; no product behaviour,"claim-control obligation on the investor package, not product behaviour; cross-volume REL-08"
IR-42-003,V10,"42 Channels, Alliances, and Consulting Ecosystem",101,"Proof includes sourced and influenced pipeline, certification, delivery quality, customer access, economics, concentration, and conflict management.",V10-F009,commercial,missing,not-applicable,none,not-applicable,P7-F,,"Business/issuer validation (finance, legal, board, customers); no product behaviour to build",business assumption to validate; never an achieved outcome; Appendix N boundary: Partner-sourced ARR
IR-42-004,V10,"42 Channels, Alliances, and Consulting Ecosystem",101,"Expire, withdraw and replace affected claims when evidence or assumptions change materially",V10-F009,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Correction route (owner, distribution list, withdrawal, replacement, receipt) exists outside the product; none is recorded in the repository","claim-control obligation on the investor package, not product behaviour; cross-volume REL-19, DR-20"
IR-43-001,V10,43 Competitive Category Map,104,Represent Competitive Category Map only within the declared claim class and scope,V10-F010,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Claim-register entry for this chapter (exact wording, class FROZEN, owner approval) does not exist in the repository; maintain it in the P7-F claim-to-evidence register","claim-control obligation on the investor package, not product behaviour; cross-volume REL-14, DR-20"
IR-43-002,V10,43 Competitive Category Map,104,"Prevent architecture or planning language from implying actual product, customer or financial status",V10-F010,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,Finance and legal review of the chapter wording before external use; no product behaviour,"claim-control obligation on the investor package, not product behaviour; cross-volume REL-08"
IR-43-003,V10,43 Competitive Category Map,104,"Public positioning must be verified against current primary sources and supplemented by product, customer, pricing, security, and technical diligence.",V10-F010,commercial,missing,not-applicable,none,not-applicable,P7-F,,"Business/issuer validation (finance, legal, board, customers); no product behaviour to build",business assumption to validate; never an achieved outcome; rests on S-10…S-22; REL-10 re-check before release; Appendix N boundary: Win/loss by alternative
IR-43-004,V10,43 Competitive Category Map,104,"Expire, withdraw and replace affected claims when evidence or assumptions change materially",V10-F010,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Correction route (owner, distribution list, withdrawal, replacement, receipt) exists outside the product; none is recorded in the repository","claim-control obligation on the investor package, not product behaviour; cross-volume REL-19, DR-20"
IR-44-001,V10,"44 Build, Buy, and Status Quo Alternatives",106,"Represent Build, Buy, and Status Quo Alternatives only within the declared claim class and scope",V10-F010,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Claim-register entry for this chapter (exact wording, class FROZEN, owner approval) does not exist in the repository; maintain it in the P7-F claim-to-evidence register","claim-control obligation on the investor package, not product behaviour; cross-volume REL-14, DR-20"
IR-44-002,V10,"44 Build, Buy, and Status Quo Alternatives",106,"Prevent architecture or planning language from implying actual product, customer or financial status",V10-F010,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,Finance and legal review of the chapter wording before external use; no product behaviour,"claim-control obligation on the investor package, not product behaviour; cross-volume REL-08"
IR-44-003,V10,"44 Build, Buy, and Status Quo Alternatives",106,"Evidence requires comparative implementation effort, cost, risk, decision outcomes, integration burden, and lifecycle ownership across alternatives.",V10-F010,commercial,missing,not-applicable,none,not-applicable,P7-F,,"Business/issuer validation (finance, legal, board, customers); no product behaviour to build",business assumption to validate; never an achieved outcome; comparative evidence needs a working production journey — see IR-04-003; Appendix N boundary: Alternative displacement
IR-44-004,V10,"44 Build, Buy, and Status Quo Alternatives",106,"Expire, withdraw and replace affected claims when evidence or assumptions change materially",V10-F010,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Correction route (owner, distribution list, withdrawal, replacement, receipt) exists outside the product; none is recorded in the repository","claim-control obligation on the investor package, not product behaviour; cross-volume REL-19, DR-20"
IR-45-001,V10,45 Strategic Differentiation,108,Represent Strategic Differentiation only within the declared claim class and scope,V10-F010,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Claim-register entry for this chapter (exact wording, class FROZEN, owner approval) does not exist in the repository; maintain it in the P7-F claim-to-evidence register","claim-control obligation on the investor package, not product behaviour; cross-volume REL-14, DR-20"
IR-45-002,V10,45 Strategic Differentiation,108,"Prevent architecture or planning language from implying actual product, customer or financial status",V10-F010,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,Finance and legal review of the chapter wording before external use; no product behaviour,"claim-control obligation on the investor package, not product behaviour; cross-volume REL-08"
