id,volume,chapter,page,clause,family_seed,capability_area,impl_status,verif_status,release_status,phase_origin,package,evidence,remaining_work,notes,source_ref,evidence_scope
C-035,V0,"App C / ch.7, 19",App C (after PARA 401),"Trust, provenance, identity, authorization, policy, safety, and audit shall operate across every layer and intelligence object, not as a downstream compliance add-on.",V00-F035,identity-policy,partial,unverified,branch-only,phase0,P7-D,"apps/api/src/policy/pdp.service.ts (default deny at the API boundary, purpose, consequence class); migrations/0019 capability binding; apps/api/src/prediction/controls.ts (controls on every derived object); apps/api/src/observation/connectors/content-controls.ts (untrusted content isolation)","Extend the same planes to the Phase 7 agent runtime, learning and marketplaces; AI safety evaluation (prompt injection on model outputs, tool safety) absent.",UNRESOLVED pointer(s) at 2e83945: RLS on every scoped table (test/int/domain-isolation.test.ts); audit chain (migrations/0004) | release_status merged → branch-only from the evidence at 2e83945 | passed:harness lacked a resolved test/CI pointer → unverified,v00.txt:para 401:L688-L710,branch+main
C-036,V0,App C / ch.19 Audit and non-repudiation,App C (after PARA 401),"Material access, transformations, agent actions, approvals, decisions, overrides, releases, and exports shall produce tamper-evident audit records attributable to identities and versions.",V00-F036,identity-policy,partial,passed:browser,branch-only,phase0,P7-D,"migrations/0004/0005 audit chain, seals, integrity incidents; apps/api/src/audit/audit.service.ts; test/int/gate22-audit-verify.test.ts: 'a byte-level rewrite that preserves the parsed JSON is caught'; migrations/0003 policy_decisions; migrations/0023 gateway_calls append-only; migrations/0046 agent_runs; migrations/0042 approvals/commitments append-only; e2e/phase0.spec.ts: '8. audit viewer shows events and chain-integrity status'","Exports and releases do not exist, so are not audited; audit retention/disclosure controlled separately from operational data (EXC-P0-001: audit shares the primary failure domain).",release_status merged → branch-only from the evidence at 2e83945,v00.txt:para 401:L689-L710,branch+main+test
C-037,V0,App C / ch.20 Interoperability and exit; ch.22,App C (after PARA 401),"Customers retain governance over their data, models, twins, policies, retention, residency, encryption, exports, and deletion within the chosen deployment and contractual boundary.",V00-F037,data-platform,partial,unverified,branch-only,omission,P7-F,migrations/0022 residency on contracts; apps/api/src/prediction/controls.ts (residency/retention/rights profiles carried); migrations/0014 evidence deauthorization; classification ceilings,"Export (bulk/metadata/graph/decisions/audit/config), verifiable deletion, retention schedules, customer-managed keys, residency enforcement and a customer governance console.",UNRESOLVED pointer(s) at 2e83945: tenant isolation (test/int/domain-isolation.test.ts) | release_status merged → branch-only from the evidence at 2e83945 | passed:harness lacked a resolved test/CI pointer → unverified,v00.txt:para 401:L690-L710,branch+main
C-038,V0,App C / ch.20 Interoperability and exit,App C (after PARA 401),"The Eye shall integrate through governed APIs, events, connectors, common data formats, and export paths; core customer knowledge shall not be trapped behind proprietary-only access.",V00-F038,data-platform,partial,unverified,branch-only,omission,P7-F,"apps/api/src/**/*.controller.ts (versioned REST API); packages/contracts (JSON Schema + JCS envelopes, ADR-P0-13); migrations/0006/0015 objects.object_outbox + apps/api/src/objects/outbox.publisher.ts","Bulk, metadata and graph export; model/scenario packaging; standard identity (OIDC/SAML) and policy integrations; consumer-facing event contracts.",UNRESOLVED pointer(s) at 2e83945: connectors rest/rss/upload | release_status merged → branch-only from the evidence at 2e83945 | passed:harness lacked a resolved test/CI pointer → unverified,v00.txt:para 401:L691-L710,branch+main
C-039,V0,App C / ch.21 Zero-trust operating model,App C (after PARA 401),"Identity, device, workload, agent, model, source, and data access shall be continuously authenticated, authorized, scoped, logged, and re-evaluated under least privilege.",V00-F039,identity-policy,partial,passed:harness,branch-only,phase0,P7-D,"migrations/0002 identity.principals (human/workload/agent), credentials rotation, sessions expiry/revocation; migrations/0007/0016 bootstrap rotation; migrations/0009/0010/0012 bound non-replayable context ctx.*; migrations/0019 capability binding; migrations/0048 revocation epoch; test/int/phase1-acceptance.test.ts: 'a WORKER JOB whose payload scope was tampered with is refused at execution'; test/int/phase6-review-corrections.test.ts: 'an authority whose decision_authority binding is revoked cannot commit'","Device posture, workload attestation/mTLS, SSO/MFA, risk-based continuous re-evaluation, network isolation (P7-D).",release_status merged → branch-only from the evidence at 2e83945,v00.txt:para 401:L692-L710,branch+main+test
C-040,V0,App C / ch.21 Privacy and lawful use,App C (after PARA 401),"Collection and use shall be purpose-bound, proportionate, policy-enforced, and minimized, with support for consent, legal basis, access, correction, retention, and deletion obligations.",V00-F040,identity-policy,partial,passed:harness,branch-only,omission,P7-D,"migrations/0022/0028 (purposes, legal_basis, permitted_use on source contracts); migrations/0006 purpose_scope; apps/api/src/policy/pdp.service.ts:1061 (purpose_id required); apps/api/src/observation/connectors/redaction.ts; test/int/phase1-hostile-input.test.ts; test/int/phase6-review-corrections.test.ts: 'a member reads a room briefing under the purpose it was admitted for'","Consent, data-subject access/correction/deletion workflows, minimisation policy, retention/deletion, policy on graph relationships.",release_status merged → branch-only from the evidence at 2e83945,v00.txt:para 401:L693-L710,branch+main+test
C-041,V0,App C / ch.21–22,App C (after PARA 401),"Data residency, key ownership, network isolation, local inference, model choice, administrative control, and disconnected operation shall be supported where customer policy requires them.",V00-F041,infrastructure,partial,unverified,merged,phase7,P7-D,"docker-compose.yml (local-only deployment, images pinned by digest); migrations/0009 config.runtime_profile (local/test/production); apps/api/src/intelligence/gateway/model-gateway.service.ts (no hosted model dependency); migrations/0022 residency field","Customer key ownership/KMS, network isolation, local inference adapters, administrative control plane, offline update path, residency enforcement, disconnected operation evidence.",passed:ci lacked a resolved test/CI pointer → unverified,v00.txt:para 401:L694-L710,main
C-042,V0,App C / ch.22 Semantic parity,App C (after PARA 401),"SaaS, Private Cloud, and On-Premise deployments shall preserve the same core semantics, governance model, APIs, artifacts, and intelligence lifecycle, with documented capability differences only where unavoidable.",V00-F042,infrastructure,missing,unverified,none,phase7,P7-D,docker-compose.yml (single local profile only); migrations/0009 config.runtime_profile,No SaaS / Private Cloud / On-Premise profiles exist; build the three profiles from one artifact set with a documented capability-difference register and parity tests (V6 §7 acceptance).,Parity is trivially true of a single codebase but there is nothing to compare.,v00.txt:para 401:L695-L710,main
C-043,V0,App C / ch.21 Resilience and safe degradation,App C (after PARA 401),"The platform shall fail safely, degrade intelligibly, recover predictably, preserve evidence and audit continuity, and expose when data, models, or dependencies are unavailable or stale.",V00-F043,infrastructure,partial,passed:harness,branch-only,phase0,P7-D,"apps/api/src/shared/degraded-store.ts (fail-closed audit degradation journal); apps/api/src/health/health.controller.ts (/readyz degraded); migrations/0020 governed degraded recovery; test/int/gate22-degraded-recovery.test.ts; test/int/phase1-fault-injection.test.ts; migrations/0040 scheduled attempt faults; test/int/phase6-scheduled-collection.test.ts: 'RESTART RECOVERY…', 'a FAILED run'; test/int/phase6-review-corrections.test.ts: 'a withdrawn source is reported unavailable NOW'; apps/web/app/*/layout.tsx degraded states","Redundancy, backup/restore, DR and cyber recovery, model outage handling, disconnected operation; local vault/journal backup procedure (register §7).",release_status merged → branch-only from the evidence at 2e83945,v00.txt:para 401:L696-L710,branch+main+test
C-044,V0,App C / ch.23 Learning loop,App C (after PARA 401),"Learning from outcomes, feedback, overrides, and new evidence shall pass through evaluation, approval, release, monitoring, rollback, and tenant-isolation controls.",V00-F044,learning-evaluation,missing,unverified,none,phase7,P7-B,migrations/0030 backtests,"Build the loop: feedback/override capture with source and context, benchmark datasets, proposed changes as versioned artifacts, offline evaluation, approval, progressive release, monitoring, rollback, tenant-isolated contribution.",UNRESOLVED pointer(s) at 2e83945: inputs only: migrations/0045 outcomes and lessons text,v00.txt:para 401:L697-L710,branch
C-045,V0,App C / ch.13 Evaluation; ch.23 Evaluation system,App C (after PARA 401),"Models, agents, forecasts, extractors, ontologies, simulations, and recommendations shall be evaluated for accuracy, calibration, robustness, drift, bias, safety, cost, and operational fitness.",V00-F045,learning-evaluation,partial,passed:harness,branch-only,phase4,P7-B,"migrations/0029/0030 backtests vs baseline, outcome_ledger, indicator_evaluations; test/int/phase4-acceptance.test.ts: 'D3/D4 · a backtest scores the learned model AGAINST seasonal naive…'; apps/web/app/prediction/calibration; migrations/0033 simulation.reproductions verdicts; migrations/0023 gateway outcome per call","Evaluation of extractors, entity resolution, ontologies, agents and recommendations; drift, bias, safety, cost and operator workload; versioned, contamination-protected evaluation datasets.",release_status merged → branch-only from the evidence at 2e83945,v00.txt:para 401:L698-L710,branch+main+test
C-046,V0,"App C / ch.14, 24 Marketplaces",App C (after PARA 401),"Scenario and Agent Marketplace packages shall be signed, versioned, inspectable, permission-scoped, licensed, evaluated, sandboxed, monitored, revocable, and traceable to publishers.",V00-F046,marketplace,missing,unverified,none,omission,P7-C,,"No marketplace, package manifest, signing, admission, sandbox or catalog exists; build signed package manifests, compatibility, admission testing, installation under customer policy, licensing, update/revocation.",Never scheduled by the build prompt.,v00.txt:para 401:L699-L710,
C-047,V0,"App C / ch.17, 25",App C (after PARA 401),"The product experience shall expose context, uncertainty, provenance, decision state, and consequence at the point of use; critical meaning shall not be hidden behind ornamental visualization.",V00-F047,ux,partial,passed:browser,branch-only,phase6,P7-E,"apps/web/app/decisions/page.tsx, prediction/forecasts/page.tsx, observation/evidence/[evdId]/page.tsx (as-of, truth state, SYNTHETIC marks, decision state, windows); e2e/phase6-decisions.demo.spec.ts; e2e/phase0.spec.ts: '6. known-at query returns the pre-correction state (UI)'; DECISIONS.md ADR-P0-14 (no optimistic consequential UI)","Unified shell and reusable components (apps/web/components holds two files); twin, room, graph-canvas and scenario workspaces; uncertainty visualisation of distributions; consequence and provenance trace at every point of use (P7-E).",,v00.txt:para 401:L700-L710,branch+main+test
C-048,V0,App C / ch.25 Role-specific operation,App C (after PARA 401),"Experiences shall be accessible and role-appropriate for executives, analysts, operators, domain experts, administrators, and governance teams without creating separate truths.",V00-F048,ux,partial,passed:browser,branch-only,phase0,P7-E,"migrations/0002/0022/0024/0029/0032/0041 identity.roles (platform_admin, domain_admin, auditor, collection_manager, forecast_owner, strategy_owner, executive, decision_approver…); apps/web/app/** aria-* attributes; e2e/phase0.spec.ts: '9. keyboard navigation and basic accessibility', '10. light/dark presentation and RTL-layout smoke'; packages/tokens (ADR-P0-14)","Role-specific workspaces for operators, domain experts and governance; WCAG 2.2 AA acceptance, screen-reader and localisation tests, mobile/offline (P7-E).",release_status merged → branch-only from the evidence at 2e83945,v00.txt:para 401:L701-L710,branch+main+test
C-049,V0,App C / ch.25 Operational quality attributes,App C (after PARA 401),"Reliability, performance, scale, freshness, accuracy, calibration, explainability, reproducibility, security, accessibility, and cost shall be measured as product behavior, not assumed as implementation detail.",V00-F049,infrastructure,partial,passed:ci,merged,phase7,P7-D,".github/workflows/ci.yml (build-test, browser-regression, supply-chain); docs/SCANNER_DISPOSITIONS.md; apps/api/src/health","SLOs and error budgets, performance/scale/freshness/cost telemetry, accessibility measurement, the four observability planes (Phase 7 acceptance; V4 SLO-001…022).","UNRESOLVED pointer(s) at 2e83945: calibration measured (migrations/0030 backtests, outcome ledger); reproducibility measured (migrations/0033 simulation.reproductions); c15/c17/c19 workflows",v00.txt:para 401:L702-L710,main+test
C-050,V0,App C / ch.5 High-impact boundaries; ch.21,App C (after PARA 401),"The Eye shall not autonomously execute decisions that materially determine life, liberty, legal status, access to essential services, employment, credit, or equivalent high-impact rights and interests.",V00-F050,decision,partial,passed:harness,branch-only,phase0,P7-A,migrations/0042 (commitment only by a human decision_authority); test/int/phase6-agents.test.ts: 'drafts option cards into a DRAFT version… its attempt to propose is refused at the PDP'; no external side-effect executor,An explicit high-impact classification of decisions (life/liberty/credit…) with decision-support-mode controls; the boundary must be encoded in policy before P7-A introduces approved external side effects.,Satisfied structurally today (nothing executes); not yet expressed as policy. | UNRESOLVED pointer(s) at 2e83945: no autonomous execution path exists: apps/api/src/policy/pdp.service.ts:1070 (consequence class above the rule's maximum fails closed without a human gate) | release_status merged → branch-only from the evidence at 2e83945,v00.txt:para 401:L703-L710,branch+test
C-051,V0,App C / ch.27 Change and Constitutional Amendment,App C (after PARA 401),"Changes to mission, product category, human authority, principles, canonical layers, core semantics, or constitutional invariants require explicit amendment, impact analysis, ratification, and versioned publication.",V00-F051,governance-docs,partial,not-applicable,merged,phase0,R0,"DECISIONS.md (ADR-P0-01…17, must never contradict Volume 0); EXCEPTIONS.md (EXC-P0-001: constitutional requirements are not waivable); conformance.manifest.json constitution_edition",No amendment register; implementation deviations (e.g. the truth-state enum of migration 0006 vs Appendix A) are not recorded as conflicts per ch.27 'No amendment by implementation'.,Governance record; no engineering package owns it.,v00.txt:para 401:L704-L710,main
C-052,V0,App C / ch.28 Documentation Program and Inheritance,App C (after PARA 401),"Volumes 1 through 10 shall inherit this constitution, use its canonical terms, trace material requirements to invariant IDs, and identify rather than conceal any unresolved conflict.",V00-F052,governance-docs,partial,not-applicable,branch-only,phase0,R0,conformance.manifest.json (units -> ES/IA/ADR ids); apps/api/src/prediction/controls.ts 'ES-29-002'); audit/requirements (this audit),Complete requirement-id traceability across Volumes 3–10 (the remaining audit files) and a per-volume register of unresolved deviations.,"UNRESOLVED pointer(s) at 2e83945: docs/The_Eye_Volume_*; migrations and services cite invariant/requirement ids (e.g. migrations/0033 'Vol 0 §15, C-023' | release_status merged → branch-only from the evidence at 2e83945",v00.txt:para 401:L705-L710,branch+main
V00-T-001,V0,"1 Purpose, Authority, and Use — Conformance",PARA 51–100,"A component is constitutionally conforming only when its purpose, inputs, outputs, authority, provenance, temporal behavior, security posture, evaluation method, and relationship to the strategic lifecycle are explicit. Feature completion alone is not conformance.",V00-F052,governance-docs,partial,not-applicable,merged,phase0,R0,conformance.manifest.json; DECISIONS.md,Evaluation method and lifecycle relationship are not declared per component; extend the manifest to every unit of Phases 1–6.,"No identifier in the source; tracking id assigned by this audit. | UNRESOLVED pointer(s) at 2e83945: migration headers state purpose/authority/ports (e.g. migrations/0033, 0042)",v00.txt:para 51:L101-L127:page-mismatch,main
V00-T-002,V0,2 Mission — Observe,PARA 101–150,"Observe. Acquire and preserve evidence about external and internal change with source identity, time, rights, quality, and chain of custody.",V00-F002,observation,partial,passed:harness,merged,phase1,P1,"migrations/0022 (contracts with rights, custody_events, blob_manifests, four times); test/int/phase1-acceptance.test.ts",Source universe breadth (C-013); internal-change sources (ERP/CRM/CDC).,No identifier in the source; tracking id assigned by this audit.,v00.txt:para 51:L110-L127:page-mismatch,main+test
V00-T-003,V0,2 Mission — Understand,PARA 101–150,"Understand. Convert evidence into entities, events, claims, relationships, patterns, hypotheses, and causal structures while preserving uncertainty and competing interpretations.",V00-F002,intelligence,partial,passed:harness,merged,phase2,P2,"migrations/0023 claims with lineage/confidence; migrations/0024 entities, edges, resolutions; test/int/phase2-acceptance.test.ts; test/int/phase3-acceptance.test.ts","Events, patterns, hypotheses and causal structures are not extracted objects; contradiction_refs are always empty (apps/api/src/intelligence/extraction/extraction.service.ts:332); real parsing/OCR/multilingual extraction (P2).",No identifier in the source; tracking id assigned by this audit.,v00.txt:para 51:L111-L127:page-mismatch,main+test
V00-T-004,V0,2 Mission — Predict,PARA 101–150,"Predict. Estimate future states, events, indicators, risks, and opportunities across the six canonical horizons using calibrated, explainable methods.",V00-F002,prediction,partial,passed:harness,branch-only,phase4,P4,migrations/0029/0030; test/int/phase4-acceptance.test.ts D1–D4,"Event, risk and opportunity prediction; horizon-appropriate model families (C-020).",No identifier in the source; tracking id assigned by this audit. | release_status merged → branch-only from the evidence at 2e83945,v00.txt:para 51:L112-L127:page-mismatch,branch+test
V00-T-005,V0,2 Mission — Simulate,PARA 101–150,"Simulate. Test interventions and external shocks against grounded Digital Twins and scenario assumptions before resources, authority, or lives are committed.",V00-F002,twin-simulation,partial,passed:harness,branch-only,phase5,P5,"migrations/0033 (shock flag, interventions bound to a control run, scenario_branch_id); test/int/phase5-simulations.test.ts","Simulation method portfolio and twin families (V00-T-059, C-018).",No identifier in the source; tracking id assigned by this audit. | release_status merged → branch-only from the evidence at 2e83945,v00.txt:para 51:L113-L127:page-mismatch,branch+test
V00-T-006,V0,2 Mission — Decide,PARA 101–150,"Decide. Present humans with traceable options, consequences, trade-offs, uncertainty, and recommended actions aligned to explicit objectives and constraints.",V00-F002,decision,partial,passed:browser,branch-only,phase6,P6,migrations/0041/0042; test/int/phase6-decisions.test.ts; e2e/phase6-decisions.demo.spec.ts,Recommendation as a distinct explained object (the choice is authored by the owner; the agent drafts option cards only); option generation and scoring (C-024).,No identifier in the source; tracking id assigned by this audit.,v00.txt:para 51:L114-L127:page-mismatch,branch+test
V00-T-007,V0,2 Mission — Learn,PARA 101–150,"Learn. Compare expectation with outcome, preserve the decision record, update memory, evaluate models and agents, and improve the system through governed release processes.",V00-F002,learning-evaluation,partial,passed:harness,branch-only,phase7,P7-B,"migrations/0045 record_outcome (expectation vs observed on the criterion, reconciliation of the simulated element), close_package lessons; test/int/phase6-monitoring.test.ts","Memory update from lessons, model/agent evaluation, governed release (C-044).",No identifier in the source; tracking id assigned by this audit.,v00.txt:para 51:L115-L127:page-mismatch,branch+test
V00-T-008,V0,3 Founding principles — Observe Everything,PARA 101–150,"Observe Everything. The platform shall be able to incorporate any lawful, authorized, relevant source class while making coverage limits visible.",V00-F013,observation,partial,passed:browser,merged,omission,P1,L1_CONNECTOR_COVERAGE.md; apps/api/src/observation/coverage/coverage.service.ts; e2e/phase1-observation.spec.ts '5. coverage reports the planted gap',Source classes (C-013); coverage limits are visible per contract but not as a product-wide field-of-view model.,No identifier in the source; tracking id assigned by this audit.,v00.txt:para 51:L125-L127:page-mismatch,main+test
V00-T-009,V0,3 Founding principles — Understand Before Predicting,PARA 101–150,"Understand Before Predicting. Prediction shall be grounded in entities, relationships, events, context, mechanisms, and temporal state—not pattern matching detached from meaning.",V00-F009,prediction,partial,unverified,branch-only,phase4,P4,"migrations/0029 issue_forecast (subject entity, assumptions in the strategy graph, evidence refs, known_at)",Forecast methods use series values only; mechanisms/events/relationships from the graph are not model inputs.,No identifier in the source; tracking id assigned by this audit. | release_status merged → branch-only from the evidence at 2e83945 | passed:harness lacked a resolved test/CI pointer → unverified,v00.txt:para 51:L126-L127:page-mismatch,branch
V00-T-010,V0,3 Founding principles — Explain Every Recommendation,PARA 101–150,"Explain Every Recommendation. A decision-maker must be able to inspect evidence, assumptions, drivers, uncertainty, alternatives, and provenance.",V00-F005,decision,partial,unverified,branch-only,phase6,P6,see C-005 evidence; apps/web/app/decisions/page.tsx,See C-005.,No identifier in the source; tracking id assigned by this audit. | passed:browser lacked a resolved test/CI pointer → unverified,v00.txt:para 51:L127-L127:page-mismatch,branch
V00-T-011,V0,3 Founding principles — Humans Decide,PARA 101–150,Humans Decide. The system informs and prepares decisions; accountable people retain final authority.,V00-F004,decision,implemented,unverified,branch-only,phase6,R0,see C-004 evidence,Merge (R0).,No identifier in the source; tracking id assigned by this audit. | passed:harness lacked a resolved test/CI pointer → unverified,v00.txt:para 101:L129-L169:page-mismatch,
V00-T-012,V0,3 Founding principles — Learn Continuously,PARA 101–150,"Learn Continuously. Outcomes and feedback shall improve memory, models, workflows, and policy through controlled learning loops.",V00-F044,learning-evaluation,missing,unverified,none,phase7,P7-B,,See C-044.,No identifier in the source; tracking id assigned by this audit.,v00.txt:para 101:L130-L169:page-mismatch,
V00-T-013,V0,3 Founding principles — Remember Permanently,PARA 101–150,"Remember Permanently. Institutional knowledge shall persist by default within lawful retention, deletion, classification, and customer-governance boundaries.",V00-F015,memory-graph,partial,unverified,merged,omission,P3,append-only tables and projections; migrations/0014 deauthorization; classification on every object (0006),"Retention schedules, deletion, customer-governance boundaries (C-015).",No identifier in the source; tracking id assigned by this audit. | passed:harness lacked a resolved test/CI pointer → unverified,v00.txt:para 101:L131-L169:page-mismatch,main
V00-T-014,V0,3 Founding principles — Protect by Design,PARA 101–150,"Protect by Design. Security, privacy, sovereignty, safety, and auditability are architectural properties.",V00-F035,identity-policy,partial,unverified,merged,phase0,P7-D,"see C-035, C-036, C-039 evidence","Sovereignty and privacy obligations (C-040, C-041).",No identifier in the source; tracking id assigned by this audit. | passed:harness lacked a resolved test/CI pointer → unverified,v00.txt:para 101:L132-L169:page-mismatch,
V00-T-015,V0,3 Founding principles — Enterprise First,PARA 101–150,"Enterprise First. Governance, lifecycle management, reliability, interoperability, and deployment control are baseline requirements, not later upgrades.",V00-F006,infrastructure,partial,unverified,merged,phase0,P7-D,see C-006 evidence,"Reliability, interoperability and deployment control (C-038, C-042, C-043).",No identifier in the source; tracking id assigned by this audit. | passed:ci lacked a resolved test/CI pointer → unverified,v00.txt:para 101:L133-L169:page-mismatch,
V00-T-016,V0,3 Constitutional prohibitions (1),PARA 101–150,"The product shall not present inference, synthetic data, or scenario output as observed fact.",V00-F010,data-platform,implemented,passed:browser,branch-only,phase0,done,"migrations/0006 truth_state/synthetic_state; apps/api/src/prediction/controls.ts (synthetic folds upward, fail-closed); test/int/phase5-twins.test.ts E2 cases; e2e/phase6-decisions.demo.spec.ts SYNTHETIC marks",None for delivered layers; Phase 7 agent outputs must carry the same marks (reporting agent already does: test/int/phase6-agents.test.ts 'renders a report marked agent-produced with SYNTHETIC marks').,No identifier in the source; tracking id assigned by this audit. | release_status merged → branch-only from the evidence at 2e83945,v00.txt:para 101:L135-L169:page-mismatch,branch+main+test
V00-T-017,V0,3 Constitutional prohibitions (2),PARA 101–150,The product shall not conceal material uncertainty to produce a cleaner executive narrative.,V00-F047,executive-os,partial,passed:harness,branch-only,phase6,P6,"test/int/phase6-briefings.test.ts: 'the narrative is optional, labelled, cites only included items and sits outside the content digest'; options carry uncertainty (0048)",Executive views of forecast distributions and twin blind spots; the narrative contract has no gateway call (register §6).,No identifier in the source; tracking id assigned by this audit.,v00.txt:para 101:L136-L169:page-mismatch,branch+test
V00-T-018,V0,3 Constitutional prohibitions (3),PARA 101–150,"The product shall not make a recommendation without showing which objectives, constraints, evidence, and assumptions shaped it.",V00-F026,decision,partial,passed:harness,branch-only,phase6,P6,"migrations/0041 (objectives, constraints, options citing runs/evidence); test/int/phase6-decisions.test.ts: 'refuses a citation that names nothing readable'","Assumptions are cited through forecasts/runs, not declared on the package; see C-024/C-026.",No identifier in the source; tracking id assigned by this audit.,v00.txt:para 101:L137-L169:page-mismatch,branch+test
V00-T-019,V0,3 Constitutional prohibitions (4),PARA 101–150,"The product shall not allow agents, models, or workflows to accumulate undeclared authority through convenience or repeated use.",V00-F028,agents,partial,passed:harness,branch-only,phase6,P7-A,apps/api/src/policy/pdp.service.ts (default deny; agents hold only granted actions); migrations/0046 (agent registration by the tenant administrator); test/int/phase6-agents.test.ts,"Authority accumulation controls for the Phase 7 runtime (tool capability scoping, budgets per workflow).",No identifier in the source; tracking id assigned by this audit.,v00.txt:para 101:L138-L169:page-mismatch,branch+main+test
V00-T-020,V0,3 Constitutional prohibitions (5),PARA 101–150,"The product shall not create separate, irreconcilable truths for executives, analysts, operators, and governance teams.",V00-F048,ux,implemented,unverified,branch-only,phase6,P7-E,apps/web reads the same API objects,Keep as role workspaces are added (P7-E).,No identifier in the source; tracking id assigned by this audit. | UNRESOLVED pointer(s) at 2e83945: single system of record: briefings composed from stored records under the reader's clearance (test/int/phase6-briefings.test.ts 'composed from stored records under the reader's…') | passed:browser lacked a resolved test/CI pointer → unverified,v00.txt:para 101:L139-L169:page-mismatch,branch
V00-T-021,V0,3 Constitutional prohibitions (6),PARA 101–150,The product shall not make lock-in a precondition for preserving or exporting customer knowledge.,V00-F038,data-platform,missing,unverified,none,omission,P7-F,,"No export path exists (C-037, C-038).",No identifier in the source; tracking id assigned by this audit.,v00.txt:para 101:L140-L169:page-mismatch,
V00-T-022,V0,4 Domain specialization,PARA 101–150,"Extensions must identify their namespace, owner, evidence requirements, evaluation criteria, compatibility range, and lifecycle. They may enrich the core; they may not redefine foundational terms in a way that breaks cross-domain reasoning.",V00-F007,marketplace,missing,unverified,none,omission,P7-C,,"No domain-pack/extension mechanism; see C-007, C-046.",No identifier in the source; tracking id assigned by this audit.,v00.txt:para 101:L151-L169:page-mismatch,
V00-T-023,V0,4 Organizational scale,PARA 101–150,"The intelligence lifecycle, trust model, and core semantics remain the same across scale. Simplicity may be achieved through configuration and experience design, not through removal of accountability.",V00-F007,infrastructure,partial,not-applicable,none,phase7,P7-D,,"Federated, multi-region, multi-classification and disconnected deployments; managed configuration for SMEs.","No identifier in the source; tracking id assigned by this audit. | UNRESOLVED pointer(s) at 2e83945: single deployment shape (docker-compose.yml); tenancy PLATFORM/TENANT/DOMAIN scope model (migrations/0002, ADR-P0-04) | release_status merged → none from the evidence at 2e83945",v00.txt:para 101:L153-L169:page-mismatch,
V00-T-024,V0,5 Decision sovereignty,PARA 101–150,"Every strategic decision record shall name the accountable human decision authority, the participants who reviewed it, the evidence and recommendations available, the approval state, and any override.",V00-F004,decision,partial,passed:harness,branch-only,phase6,P6,"migrations/0041/0042 (owner, approvers, approval state, decision_authority at commit, dissent); test/int/phase6-approvals.test.ts",Override is not a recorded object; participants who reviewed without approving are only room members (0044).,No identifier in the source; tracking id assigned by this audit.,v00.txt:para 101:L160-L169:page-mismatch,branch+test
V00-T-025,V0,5 High-impact boundaries,PARA 101–150,"Where a decision materially affects life, liberty, legal status, essential services, employment, credit, health, safety, or comparable rights and interests, the system shall operate in decision-support mode with explicit human review, applicable legal and policy controls, and an auditable basis.",V00-F050,decision,partial,unverified,merged,phase0,P7-A,see C-050 evidence,High-impact classification and decision-support-mode policy (C-050).,No identifier in the source; tracking id assigned by this audit. | passed:harness lacked a resolved test/CI pointer → unverified,v00.txt:para 101:L162-L169:page-mismatch,
V00-T-026,V0,5 Responsible institutional use,PARA 101–150,"The platform shall provide controls that make responsible operation possible: purpose binding, access control, policy enforcement, explainability, audit, contestability, override, retention, review, and shutdown.",V00-F050,identity-policy,partial,unverified,none,phase0,P7-D,,"Contestability workflow, override records, retention controls, kill/shutdown controls at every scope (V00-T-110).","No identifier in the source; tracking id assigned by this audit. | UNRESOLVED pointer(s) at 2e83945: purpose binding (pdp.service.ts), access control (RLS), policy enforcement (PDP), audit (0004), review (0023 review queue), dissent (0041), agent revocation (0039/0046) | release_status merged → none from the evidence at 2e83945 | passed:harness lacked a resolved test/CI pointer → unverified",v00.txt:para 101:L164-L169:page-mismatch,
V00-T-027,V0,5 Explanation without performative transparency,PARA 101–150,"Explainability shall communicate the basis of an output in a form appropriate to the decision. It includes evidence, assumptions, model and agent identity, important drivers, uncertainty, alternatives, limitations, sensitivity, and required verification. A concise reasoning summary and reproducible evidence path are the governing standard.",V00-F005,decision,partial,unverified,branch-only,phase6,P6,"see C-005; migrations/0033 (limitations, sensitivity); migrations/0046 agent identity on outputs",Reasoning summary per recommendation; required-verification statements; layered explanation UI (V00-T-104).,No identifier in the source; tracking id assigned by this audit. | passed:harness lacked a resolved test/CI pointer → unverified,v00.txt:para 101:L166-L169:page-mismatch,branch
V00-T-028,V0,6 Lifecycle continuity,PARA 151–200,"Each stage shall produce versioned objects that the next stage can consume and the previous stage can audit. A recommendation must link backward to scenarios, forecasts, twin state, claims, and evidence. It must link forward to the human decision, authorized action, observed outcome, and resulting lesson.",V00-F002,decision,partial,passed:harness,branch-only,phase6,P7-B,migrations/0049 decision.replay_contributors (backward links layer by layer); migrations/0045 (commitment -> outcome -> lessons); test/int/phase6-residual-corrections.test.ts: 'the replay names every contributor with its controls',Authorized action objects and lessons as governed objects are absent (forward chain ends at lessons text).,No identifier in the source; tracking id assigned by this audit.,v00.txt:para 101:L184-L190:page-mismatch,branch+test
