id,volume,chapter,page,clause,family_seed,capability_area,impl_status,verif_status,release_status,phase_origin,package,evidence,remaining_work,notes
DP-16-001,V7,"16 Intake Validation, Quarantine, and Raw Preservation",41,"The data-platform realization of Intake Validation, Quarantine, and Raw Preservation SHALL validate identity, rights, integrity, schema, safety, classification, locality, and quality before preserving immutable raw evidence and admitting downstream work.",V07-F004,observation,partial,passed:harness,merged,phase1,P1,"apps/api/src/observation/quarantine/quarantine.service.ts; apps/api/src/observation/vault/vault.service.ts; apps/api/src/observation/vault/evidence.service.ts; apps/api/migrations/0022 §6-§8 (blob_manifests, blob_tombstones, custody_events, quarantine_events/current); apps/api/test/int/phase1-acceptance.test.ts: A2, A7 vault, A11; apps/api/test/int/phase1-fault-injection.test.ts: F12-F27; EXCEPTIONS.md EXC-P1-001, EXC-P1-002",Identity/rights/integrity/schema-drift/type/locality checks run before admission; safety inspection is heuristic-only (EXC-P1-001: no malware engine); quality checks limited to contract schema tolerance,Second-operator release with reason enforced in observation.close_quarantine_case
DP-16-002,V7,"16 Intake Validation, Quarantine, and Raw Preservation",41,"Every production instance SHALL declare and continuously reconcile intake case, validation results, quarantine status, raw object identity, digest, custody events, admission decision, rejection reason, and release authority through versioned contracts, observed state, ownership, lineage, and audit evidence.",V07-F004,observation,implemented,passed:harness,merged,phase1,done,"apps/api/src/observation/quarantine/quarantine.service.ts; apps/api/src/observation/vault/vault.service.ts; apps/api/src/observation/vault/evidence.service.ts; apps/api/migrations/0022 §6-§8 (blob_manifests, blob_tombstones, custody_events, quarantine_events/current); apps/api/test/int/phase1-acceptance.test.ts: A2, A7 vault, A11; apps/api/test/int/phase1-fault-injection.test.ts: F12-F27; EXCEPTIONS.md EXC-P1-001, EXC-P1-002",,Second-operator release with reason enforced in observation.close_quarantine_case
DP-16-003,V7,"16 Intake Validation, Quarantine, and Raw Preservation",41,"The implementation SHALL enforce this authority boundary: quarantined content, failed validations, and rejected records remain isolated and cannot enter transformation, retrieval, training, or product-serving paths.",V07-F004,observation,implemented,passed:harness,merged,phase1,done,"apps/api/src/observation/quarantine/quarantine.service.ts; apps/api/src/observation/vault/vault.service.ts; apps/api/src/observation/vault/evidence.service.ts; apps/api/migrations/0022 §6-§8 (blob_manifests, blob_tombstones, custody_events, quarantine_events/current); apps/api/test/int/phase1-acceptance.test.ts: A2, A7 vault, A11; apps/api/test/int/phase1-fault-injection.test.ts: F12-F27; EXCEPTIONS.md EXC-P1-001, EXC-P1-002",,Second-operator release with reason enforced in observation.close_quarantine_case
DP-16-004,V7,"16 Intake Validation, Quarantine, and Raw Preservation",42,"SaaS, Private Cloud, and On-Premise SHALL preserve the same object, temporal, truth-state, provenance, policy, correction, export, failure, replay, and human-authority semantics for Intake Validation, Quarantine, and Raw Preservation.",V07-F004,observation,missing,unverified,none,phase7,P7-D,"EXCEPTIONS.md: EXC-P0-004 (single deployment profile, local Compose); docker-compose.yml","Deliver Private Cloud and On-Premise profiles and run shared conformance fixtures for Intake Validation, Quarantine, and Raw Preservation semantics across all three; only the local profile exists",Semantics of this chapter exist (or not) only in the local profile; parity across profiles is unclaimed (EXC-P0-004)
DP-16-005,V7,"16 Intake Validation, Quarantine, and Raw Preservation",42,"When validation services are unavailable, a digest mismatches, malware is detected, or quarantine isolation becomes suspect, the platform SHALL fail closed, preserve the item in the restricted evidence boundary, revoke affected derivatives, and resume only after independent validation; it SHALL NOT infer complete, current, authorized, correct, reconciled, or recovered data state.",V07-F004,observation,implemented,passed:harness,merged,phase1,P1,"apps/api/src/observation/quarantine/quarantine.service.ts; apps/api/src/observation/vault/vault.service.ts; apps/api/src/observation/vault/evidence.service.ts; apps/api/migrations/0022 §6-§8 (blob_manifests, blob_tombstones, custody_events, quarantine_events/current); apps/api/test/int/phase1-acceptance.test.ts: A2, A7 vault, A11; apps/api/test/int/phase1-fault-injection.test.ts: F12-F27; EXCEPTIONS.md EXC-P1-001, EXC-P1-002","Fail-closed on digest mismatch, missing/corrupt blob; ""revoke affected derivatives"" is the operator-initiated correction walk, not automatic",Second-operator release with reason enforced in observation.close_quarantine_case
DP-16-006,V7,"16 Intake Validation, Quarantine, and Raw Preservation",42,"Production admission and continued operation SHALL require negative admission tests, malware corpus, digest and custody verification, quarantine escape exercises, policy review, and evidence restore, bound to the exact contracts, schemas, code, data versions, policies, infrastructure, customer scope, deployment profile, and period under review.",V07-F004,observation,partial,passed:harness,merged,phase1,P1,"apps/api/src/observation/quarantine/quarantine.service.ts; apps/api/src/observation/vault/vault.service.ts; apps/api/src/observation/vault/evidence.service.ts; apps/api/migrations/0022 §6-§8 (blob_manifests, blob_tombstones, custody_events, quarantine_events/current); apps/api/test/int/phase1-acceptance.test.ts: A2, A7 vault, A11; apps/api/test/int/phase1-fault-injection.test.ts: F12-F27; EXCEPTIONS.md EXC-P1-001, EXC-P1-002","No malware corpus, quarantine-escape exercise or evidence-restore exercise","Second-operator release with reason enforced in observation.close_quarantine_case; Evidence is bound to the head SHA/digests of the local profile, not to a customer scope or period"
DP-17-001,V7,17 Canonical Data Contract,44,"The data-platform realization of Canonical Data Contract SHALL define every produced or consumed dataset, stream, object, index, feature, and export through a stable machine-readable contract.",V07-F005,data-platform,partial,passed:harness,merged,phase0,P7-D,packages/contracts/src/header.ts (43-field canonical header JSON Schema); apps/api/migrations/0006 objects.schema_registry; apps/api/migrations/0008 objects.canonical_field_registry; apps/api/migrations/0022 §20 SRC@v1 schema; apps/api/src/objects/objects.service.ts (storage round-trip digest verification); apps/api/test/int/phase2-acceptance.test.ts: the schema REFUSES a claim whose lineage is incomplete,"Contracts exist for canonical objects and source contracts only; projections, queues, indexes, series and API responses have no registered machine-readable contract",
DP-17-002,V7,17 Canonical Data Contract,44,"Every production instance SHALL declare and continuously reconcile contract identity, owner, purpose, schema, keys, time semantics, truth state, provenance, quality, policy, compatibility, SLO, and lifecycle through versioned contracts, observed state, ownership, lineage, and audit evidence.",V07-F005,data-platform,partial,passed:harness,merged,phase0,P7-D,packages/contracts/src/header.ts (43-field canonical header JSON Schema); apps/api/migrations/0006 objects.schema_registry; apps/api/migrations/0008 objects.canonical_field_registry; apps/api/migrations/0022 §20 SRC@v1 schema; apps/api/src/objects/objects.service.ts (storage round-trip digest verification); apps/api/test/int/phase2-acceptance.test.ts: the schema REFUSES a claim whose lineage is incomplete,"Contract owner/SLO/quality/compatibility/lifecycle fields are not modelled in schema_registry (object_type, version, json_schema, compatibility)",
DP-17-003,V7,17 Canonical Data Contract,44,"The implementation SHALL enforce this authority boundary: physical tables, files, topics, and APIs are implementations of contracts and cannot become the semantic authority by convention.",V07-F005,data-platform,partial,passed:harness,merged,phase0,P7-D,packages/contracts/src/header.ts (43-field canonical header JSON Schema); apps/api/migrations/0006 objects.schema_registry; apps/api/migrations/0008 objects.canonical_field_registry; apps/api/migrations/0022 §20 SRC@v1 schema; apps/api/src/objects/objects.service.ts (storage round-trip digest verification); apps/api/test/int/phase2-acceptance.test.ts: the schema REFUSES a claim whose lineage is incomplete,Canonical objects are contract-validated at the port; projection tables are documented as derived but not contract-bound,
DP-17-004,V7,17 Canonical Data Contract,44,"SaaS, Private Cloud, and On-Premise SHALL preserve the same object, temporal, truth-state, provenance, policy, correction, export, failure, replay, and human-authority semantics for Canonical Data Contract.",V07-F005,data-platform,missing,unverified,none,phase7,P7-D,"EXCEPTIONS.md: EXC-P0-004 (single deployment profile, local Compose); docker-compose.yml",Deliver Private Cloud and On-Premise profiles and run shared conformance fixtures for Canonical Data Contract semantics across all three; only the local profile exists,Semantics of this chapter exist (or not) only in the local profile; parity across profiles is unclaimed (EXC-P0-004)
DP-17-005,V7,17 Canonical Data Contract,45,"When a producer publishes data that violates its contract or a consumer depends on undeclared behavior, the platform SHALL reject or isolate non-conformant records, stop incompatible publication, notify owners, and restore service through an approved contract revision; it SHALL NOT infer complete, current, authorized, correct, reconciled, or recovered data state.",V07-F005,data-platform,partial,passed:harness,merged,phase0,P7-D,packages/contracts/src/header.ts (43-field canonical header JSON Schema); apps/api/migrations/0006 objects.schema_registry; apps/api/migrations/0008 objects.canonical_field_registry; apps/api/migrations/0022 §20 SRC@v1 schema; apps/api/src/objects/objects.service.ts (storage round-trip digest verification); apps/api/test/int/phase2-acceptance.test.ts: the schema REFUSES a claim whose lineage is incomplete,"Non-conformant objects are refused (payload/schema validation, EYE-PRV-001); no owner notification or consumer dependency detection",
DP-17-006,V7,17 Canonical Data Contract,45,"Production admission and continued operation SHALL require contract linting, producer and consumer tests, golden fixtures, compatibility analysis, runtime validation, and adoption evidence, bound to the exact contracts, schemas, code, data versions, policies, infrastructure, customer scope, deployment profile, and period under review.",V07-F005,data-platform,partial,passed:ci,merged,phase0,P7-D,packages/contracts/src/header.ts (43-field canonical header JSON Schema); apps/api/migrations/0006 objects.schema_registry; apps/api/migrations/0008 objects.canonical_field_registry; apps/api/migrations/0022 §20 SRC@v1 schema; apps/api/src/objects/objects.service.ts (storage round-trip digest verification); apps/api/test/int/phase2-acceptance.test.ts: the schema REFUSES a claim whose lineage is incomplete,No contract linting/producer-consumer tests beyond packages/contracts fixtures and acceptance suites,"Evidence is bound to the head SHA/digests of the local profile, not to a customer scope or period"
DP-18-001,V7,18 Schema Registry and Compatibility,46,"The data-platform realization of Schema Registry and Compatibility SHALL govern schema identity, versioning, evolution, compatibility, migration, deprecation, and consumer impact across all data interfaces.",V07-F005,data-platform,partial,passed:harness,merged,phase0,P7-D,"apps/api/migrations/0006 objects.schema_registry (compatibility column, default additive); apps/api/migrations/0023 §9 CLM@v2 beside CLM@v1; apps/api/migrations/0028 SRC@v2 additive; .github/workflows/ci.yml: Post-C18 migration upgrade compatibility; apps/api/test/int/phase3-acceptance.test.ts: CLM@v1 still belongs to Phase 0 and CLM@v2 to Phase 2","Schemas are versioned per object type and additive-only in practice; no compatibility analyzer, deprecation workflow or consumer-impact model",
DP-18-002,V7,18 Schema Registry and Compatibility,46,"Every production instance SHALL declare and continuously reconcile schema subject, version, fields, constraints, compatibility policy, owners, consumers, migration, deprecation, and effective window through versioned contracts, observed state, ownership, lineage, and audit evidence.",V07-F005,data-platform,partial,unverified,merged,phase0,P7-D,"apps/api/migrations/0006 objects.schema_registry (compatibility column, default additive); apps/api/migrations/0023 §9 CLM@v2 beside CLM@v1; apps/api/migrations/0028 SRC@v2 additive; .github/workflows/ci.yml: Post-C18 migration upgrade compatibility; apps/api/test/int/phase3-acceptance.test.ts: CLM@v1 still belongs to Phase 0 and CLM@v2 to Phase 2","Consumers, migration and effective windows are not recorded per schema version",
DP-18-003,V7,18 Schema Registry and Compatibility,46,"The implementation SHALL enforce this authority boundary: schema change cannot remove policy-bearing meaning, temporal semantics, provenance, identifiers, or required consumer behavior without controlled migration.",V07-F005,data-platform,partial,passed:harness,merged,phase0,P7-D,"apps/api/migrations/0006 objects.schema_registry (compatibility column, default additive); apps/api/migrations/0023 §9 CLM@v2 beside CLM@v1; apps/api/migrations/0028 SRC@v2 additive; .github/workflows/ci.yml: Post-C18 migration upgrade compatibility; apps/api/test/int/phase3-acceptance.test.ts: CLM@v1 still belongs to Phase 0 and CLM@v2 to Phase 2",Policy-bearing header fields cannot be removed (fixed 43-field header); no check that a payload schema change preserves temporal/provenance meaning,
DP-18-004,V7,18 Schema Registry and Compatibility,47,"SaaS, Private Cloud, and On-Premise SHALL preserve the same object, temporal, truth-state, provenance, policy, correction, export, failure, replay, and human-authority semantics for Schema Registry and Compatibility.",V07-F005,data-platform,missing,unverified,none,phase7,P7-D,"EXCEPTIONS.md: EXC-P0-004 (single deployment profile, local Compose); docker-compose.yml",Deliver Private Cloud and On-Premise profiles and run shared conformance fixtures for Schema Registry and Compatibility semantics across all three; only the local profile exists,Semantics of this chapter exist (or not) only in the local profile; parity across profiles is unclaimed (EXC-P0-004)
DP-18-005,V7,18 Schema Registry and Compatibility,47,"When a schema change is incompatible, a consumer is unknown, or registry state diverges from deployed producers and consumers, the platform SHALL block promotion, freeze the last compatible contract, enumerate affected consumers, and execute an approved migration or parallel version; it SHALL NOT infer complete, current, authorized, correct, reconciled, or recovered data state.",V07-F005,data-platform,missing,unverified,none,phase7,P7-D,"apps/api/migrations/0006 objects.schema_registry (compatibility column, default additive); apps/api/migrations/0023 §9 CLM@v2 beside CLM@v1; apps/api/migrations/0028 SRC@v2 additive; .github/workflows/ci.yml: Post-C18 migration upgrade compatibility; apps/api/test/int/phase3-acceptance.test.ts: CLM@v1 still belongs to Phase 0 and CLM@v2 to Phase 2",No promotion block on incompatible schema change or affected-consumer enumeration,
DP-18-006,V7,18 Schema Registry and Compatibility,47,"Production admission and continued operation SHALL require compatibility fixtures, consumer inventory, forward and backward tests, dual-read or dual-write exercises, and deprecation closure, bound to the exact contracts, schemas, code, data versions, policies, infrastructure, customer scope, deployment profile, and period under review.",V07-F005,data-platform,partial,passed:ci,merged,phase0,P7-D,"apps/api/migrations/0006 objects.schema_registry (compatibility column, default additive); apps/api/migrations/0023 §9 CLM@v2 beside CLM@v1; apps/api/migrations/0028 SRC@v2 additive; .github/workflows/ci.yml: Post-C18 migration upgrade compatibility; apps/api/test/int/phase3-acceptance.test.ts: CLM@v1 still belongs to Phase 0 and CLM@v2 to Phase 2",Forward/backward tests exist only as migration upgrade gate; no dual-read/dual-write or deprecation closure,"Evidence is bound to the head SHA/digests of the local profile, not to a customer scope or period"
DP-19-001,V7,19 Canonical Intelligence Object Model,48,"The data-platform realization of Canonical Intelligence Object Model SHALL implement the common governed object envelope for evidence, observations, claims, events, entities, relationships, assessments, forecasts, scenarios, simulations, decisions, actions, outcomes, and lessons.",V07-F005,data-platform,implemented,passed:harness,merged,phase0,done,"apps/api/migrations/0006_objects.sql (canonical_objects: identity/temporal/epistemic/provenance/policy/quality/schema/correction blocks); packages/contracts/src/header.ts; apps/api/src/objects/objects.service.ts; write-action object-type pinning: apps/api/migrations/0022 §20, 0023 §9, 0024 §11, 0029 §9, 0032, 0041; test/acceptance/acceptance.test.ts: AC-6/AC-7 canonical object lifecycle; apps/api/test/int/gate22-capability-binding.test.ts: C6","Object types cover EVD/OBS/SRC/ENT/EVT/CLM/REL/ASM/OBJ-strategy/FCT/SCN/WRN/TWN/SIM/DPK/APR/CMT/OUT/RPL; ""actions"" and ""lessons"" exist only as fields on packages/outcomes, not as objects",Header dictionary (Appendix E) matches the 43-field header one-to-one
DP-19-002,V7,19 Canonical Intelligence Object Model,48,"Every production instance SHALL declare and continuously reconcile object identity, type, tenant, domain, version, lifecycle, temporal coordinates, truth state, provenance, policy, quality, ownership, and content reference through versioned contracts, observed state, ownership, lineage, and audit evidence.",V07-F005,data-platform,implemented,passed:harness,merged,phase0,done,"apps/api/migrations/0006_objects.sql (canonical_objects: identity/temporal/epistemic/provenance/policy/quality/schema/correction blocks); packages/contracts/src/header.ts; apps/api/src/objects/objects.service.ts; write-action object-type pinning: apps/api/migrations/0022 §20, 0023 §9, 0024 §11, 0029 §9, 0032, 0041; test/acceptance/acceptance.test.ts: AC-6/AC-7 canonical object lifecycle; apps/api/test/int/gate22-capability-binding.test.ts: C6",,Header dictionary (Appendix E) matches the 43-field header one-to-one
DP-19-003,V7,19 Canonical Intelligence Object Model,48,"The implementation SHALL enforce this authority boundary: object types may specialize payloads but may not omit or reinterpret the canonical header, evidence linkage, correction, policy, or lifecycle contract.",V07-F005,data-platform,implemented,passed:harness,merged,phase0,done,"apps/api/migrations/0006_objects.sql (canonical_objects: identity/temporal/epistemic/provenance/policy/quality/schema/correction blocks); packages/contracts/src/header.ts; apps/api/src/objects/objects.service.ts; write-action object-type pinning: apps/api/migrations/0022 §20, 0023 §9, 0024 §11, 0029 §9, 0032, 0041; test/acceptance/acceptance.test.ts: AC-6/AC-7 canonical object lifecycle; apps/api/test/int/gate22-capability-binding.test.ts: C6",,Header dictionary (Appendix E) matches the 43-field header one-to-one
DP-19-004,V7,19 Canonical Intelligence Object Model,49,"SaaS, Private Cloud, and On-Premise SHALL preserve the same object, temporal, truth-state, provenance, policy, correction, export, failure, replay, and human-authority semantics for Canonical Intelligence Object Model.",V07-F005,data-platform,missing,unverified,none,phase7,P7-D,"EXCEPTIONS.md: EXC-P0-004 (single deployment profile, local Compose); docker-compose.yml",Deliver Private Cloud and On-Premise profiles and run shared conformance fixtures for Canonical Intelligence Object Model semantics across all three; only the local profile exists,Semantics of this chapter exist (or not) only in the local profile; parity across profiles is unclaimed (EXC-P0-004)
DP-19-005,V7,19 Canonical Intelligence Object Model,49,"When an object lacks required header semantics, carries contradictory authority, or cannot resolve its referenced versions, the platform SHALL deny canonical admission, retain the proposal and errors, prevent downstream promotion, and route repair to the owning component; it SHALL NOT infer complete, current, authorized, correct, reconciled, or recovered data state.",V07-F005,data-platform,implemented,passed:harness,merged,phase0,done,"apps/api/migrations/0006_objects.sql (canonical_objects: identity/temporal/epistemic/provenance/policy/quality/schema/correction blocks); packages/contracts/src/header.ts; apps/api/src/objects/objects.service.ts; write-action object-type pinning: apps/api/migrations/0022 §20, 0023 §9, 0024 §11, 0029 §9, 0032, 0041; test/acceptance/acceptance.test.ts: AC-6/AC-7 canonical object lifecycle; apps/api/test/int/gate22-capability-binding.test.ts: C6",,Header dictionary (Appendix E) matches the 43-field header one-to-one
DP-19-006,V7,19 Canonical Intelligence Object Model,49,"Production admission and continued operation SHALL require schema fixtures for every object type, lifecycle tests, cross-type references, policy propagation, correction replay, and conformance review, bound to the exact contracts, schemas, code, data versions, policies, infrastructure, customer scope, deployment profile, and period under review.",V07-F005,data-platform,partial,passed:harness,merged,phase0,done,"apps/api/migrations/0006_objects.sql (canonical_objects: identity/temporal/epistemic/provenance/policy/quality/schema/correction blocks); packages/contracts/src/header.ts; apps/api/src/objects/objects.service.ts; write-action object-type pinning: apps/api/migrations/0022 §20, 0023 §9, 0024 §11, 0029 §9, 0032, 0041; test/acceptance/acceptance.test.ts: AC-6/AC-7 canonical object lifecycle; apps/api/test/int/gate22-capability-binding.test.ts: C6",Per-type schema fixtures exist in phase suites; no consolidated conformance review across every type,"Header dictionary (Appendix E) matches the 43-field header one-to-one; Evidence is bound to the head SHA/digests of the local profile, not to a customer scope or period"
DP-20-001,V7,"20 Identity, Naming, and Tenant Scoping",50,"The data-platform realization of Identity, Naming, and Tenant Scoping SHALL provide stable globally unique and tenant-safe identities for sources, objects, entities, versions, assets, products, pipelines, and exchanges.",V07-F005,identity-policy,implemented,passed:harness,merged,phase0,done,"apps/api/src/shared/ids.ts (UUIDv7, ADR-P0-11); apps/api/src/shared/scope.ts; apps/api/migrations/0006 canonical_scope_ids; apps/api/migrations/0022 (opaque tenant/domain-scoped locators, digest lookups scoped per domain); apps/api/migrations/0024 §3-§4 (identifier systems, entity identifiers, reversible resolutions); apps/api/test/int/phase3-acceptance.test.ts: C1-C3 (one entity, split reversible, known-at before split); apps/api/test/int/domain-isolation.test.ts; apps/api/test/int/phase1-acceptance.test.ts: A5",,
DP-20-002,V7,"20 Identity, Naming, and Tenant Scoping",50,"Every production instance SHALL declare and continuously reconcile identifier namespace, issuer, tenant and domain scope, natural keys, aliases, version identity, merge or split state, and resolution history through versioned contracts, observed state, ownership, lineage, and audit evidence.",V07-F005,identity-policy,implemented,passed:harness,merged,phase0,done,"apps/api/src/shared/ids.ts (UUIDv7, ADR-P0-11); apps/api/src/shared/scope.ts; apps/api/migrations/0006 canonical_scope_ids; apps/api/migrations/0022 (opaque tenant/domain-scoped locators, digest lookups scoped per domain); apps/api/migrations/0024 §3-§4 (identifier systems, entity identifiers, reversible resolutions); apps/api/test/int/phase3-acceptance.test.ts: C1-C3 (one entity, split reversible, known-at before split); apps/api/test/int/domain-isolation.test.ts; apps/api/test/int/phase1-acceptance.test.ts: A5",Aliases are entity identifiers/mentions; no alias registry for assets/products/pipelines (none exist),
DP-20-003,V7,"20 Identity, Naming, and Tenant Scoping",50,"The implementation SHALL enforce this authority boundary: storage location, display name, source key, model guess, or network scope may not substitute for canonical identity and tenant context.",V07-F005,identity-policy,implemented,passed:harness,merged,phase0,done,"apps/api/src/shared/ids.ts (UUIDv7, ADR-P0-11); apps/api/src/shared/scope.ts; apps/api/migrations/0006 canonical_scope_ids; apps/api/migrations/0022 (opaque tenant/domain-scoped locators, digest lookups scoped per domain); apps/api/migrations/0024 §3-§4 (identifier systems, entity identifiers, reversible resolutions); apps/api/test/int/phase3-acceptance.test.ts: C1-C3 (one entity, split reversible, known-at before split); apps/api/test/int/domain-isolation.test.ts; apps/api/test/int/phase1-acceptance.test.ts: A5",,
DP-20-004,V7,"20 Identity, Naming, and Tenant Scoping",51,"SaaS, Private Cloud, and On-Premise SHALL preserve the same object, temporal, truth-state, provenance, policy, correction, export, failure, replay, and human-authority semantics for Identity, Naming, and Tenant Scoping.",V07-F005,identity-policy,missing,unverified,none,phase7,P7-D,"EXCEPTIONS.md: EXC-P0-004 (single deployment profile, local Compose); docker-compose.yml","Deliver Private Cloud and On-Premise profiles and run shared conformance fixtures for Identity, Naming, and Tenant Scoping semantics across all three; only the local profile exists",Semantics of this chapter exist (or not) only in the local profile; parity across profiles is unclaimed (EXC-P0-004)
DP-20-005,V7,"20 Identity, Naming, and Tenant Scoping",51,"When identity collides, tenant scope is absent, aliases conflict, or a merge or split cannot be safely resolved, the platform SHALL fail closed, isolate affected records, preserve candidate identities and lineage, and require governed stewardship before authoritative use; it SHALL NOT infer complete, current, authorized, correct, reconciled, or recovered data state.",V07-F005,identity-policy,implemented,passed:harness,merged,phase0,done,"apps/api/src/shared/ids.ts (UUIDv7, ADR-P0-11); apps/api/src/shared/scope.ts; apps/api/migrations/0006 canonical_scope_ids; apps/api/migrations/0022 (opaque tenant/domain-scoped locators, digest lookups scoped per domain); apps/api/migrations/0024 §3-§4 (identifier systems, entity identifiers, reversible resolutions); apps/api/test/int/phase3-acceptance.test.ts: C1-C3 (one entity, split reversible, known-at before split); apps/api/test/int/domain-isolation.test.ts; apps/api/test/int/phase1-acceptance.test.ts: A5",,
DP-20-006,V7,"20 Identity, Naming, and Tenant Scoping",51,"Production admission and continued operation SHALL require collision and cross-tenant negative tests, alias history, merge and split replay, import and export round trips, and stewardship acceptance, bound to the exact contracts, schemas, code, data versions, policies, infrastructure, customer scope, deployment profile, and period under review.",V07-F005,identity-policy,partial,passed:harness,merged,phase0,done,"apps/api/src/shared/ids.ts (UUIDv7, ADR-P0-11); apps/api/src/shared/scope.ts; apps/api/migrations/0006 canonical_scope_ids; apps/api/migrations/0022 (opaque tenant/domain-scoped locators, digest lookups scoped per domain); apps/api/migrations/0024 §3-§4 (identifier systems, entity identifiers, reversible resolutions); apps/api/test/int/phase3-acceptance.test.ts: C1-C3 (one entity, split reversible, known-at before split); apps/api/test/int/domain-isolation.test.ts; apps/api/test/int/phase1-acceptance.test.ts: A5",Import/export round trips do not exist (no export),"Evidence is bound to the head SHA/digests of the local profile, not to a customer scope or period"
DP-21-001,V7,21 Temporal and Bitemporal Data,52,"The data-platform realization of Temporal and Bitemporal Data SHALL preserve event time, observation time, validity time, and system-record time so historical world and institutional states can be reconstructed without hindsight contamination.",V07-F005,data-platform,implemented,passed:harness,merged,phase0,done,"apps/api/migrations/0006 (event_time, observation_time, valid_from/to, recorded_at, time_precision, source_clock_quality); apps/api/migrations/0024 §5 edges bitemporal (valid_from/to, asserted_at/retracted_at); apps/api/src/graph/edges/edges.service.ts; apps/api/src/decision/replay/replay.service.ts; apps/api/migrations/0043 (five layers under exact cut-offs); apps/api/test/int/phase1-acceptance.test.ts: A3 known-at without hindsight; apps/api/test/int/phase3-acceptance.test.ts: C5 WORLD time and RECORD time are separate axes; apps/api/test/int/phase5-twins.test.ts: E1 grounding under two cut-offs; apps/api/test/int/phase6-replay.test.ts: F5",,
DP-21-002,V7,21 Temporal and Bitemporal Data,52,"Every production instance SHALL declare and continuously reconcile temporal identity, interval, precision, timezone, calendar, source clock, clock quality, ingestion watermark, correction time, and temporal lineage through versioned contracts, observed state, ownership, lineage, and audit evidence.",V07-F005,data-platform,partial,passed:harness,merged,phase0,P7-D,"apps/api/migrations/0006 (event_time, observation_time, valid_from/to, recorded_at, time_precision, source_clock_quality); apps/api/migrations/0024 §5 edges bitemporal (valid_from/to, asserted_at/retracted_at); apps/api/src/graph/edges/edges.service.ts; apps/api/src/decision/replay/replay.service.ts; apps/api/migrations/0043 (five layers under exact cut-offs); apps/api/test/int/phase1-acceptance.test.ts: A3 known-at without hindsight; apps/api/test/int/phase3-acceptance.test.ts: C5 WORLD time and RECORD time are separate axes; apps/api/test/int/phase5-twins.test.ts: E1 grounding under two cut-offs; apps/api/test/int/phase6-replay.test.ts: F5","Timezone, calendar and ingestion watermark are not first-class (publication calendar exists for prediction scoring only, 0031)",
DP-21-003,V7,21 Temporal and Bitemporal Data,52,"The implementation SHALL enforce this authority boundary: latest value storage, overwrite updates, or processing time alone cannot represent canonical temporal truth for material data.",V07-F005,data-platform,implemented,passed:harness,merged,phase0,done,"apps/api/migrations/0006 (event_time, observation_time, valid_from/to, recorded_at, time_precision, source_clock_quality); apps/api/migrations/0024 §5 edges bitemporal (valid_from/to, asserted_at/retracted_at); apps/api/src/graph/edges/edges.service.ts; apps/api/src/decision/replay/replay.service.ts; apps/api/migrations/0043 (five layers under exact cut-offs); apps/api/test/int/phase1-acceptance.test.ts: A3 known-at without hindsight; apps/api/test/int/phase3-acceptance.test.ts: C5 WORLD time and RECORD time are separate axes; apps/api/test/int/phase5-twins.test.ts: E1 grounding under two cut-offs; apps/api/test/int/phase6-replay.test.ts: F5",,
DP-21-004,V7,21 Temporal and Bitemporal Data,53,"SaaS, Private Cloud, and On-Premise SHALL preserve the same object, temporal, truth-state, provenance, policy, correction, export, failure, replay, and human-authority semantics for Temporal and Bitemporal Data.",V07-F005,data-platform,missing,unverified,none,phase7,P7-D,"EXCEPTIONS.md: EXC-P0-004 (single deployment profile, local Compose); docker-compose.yml",Deliver Private Cloud and On-Premise profiles and run shared conformance fixtures for Temporal and Bitemporal Data semantics across all three; only the local profile exists,Semantics of this chapter exist (or not) only in the local profile; parity across profiles is unclaimed (EXC-P0-004)
DP-21-005,V7,21 Temporal and Bitemporal Data,53,"When timestamps are missing, clocks disagree, intervals overlap improperly, or late data changes an already consumed historical state, the platform SHALL mark temporal quality, isolate invalid intervals, version the correction, identify affected products and decisions, and rebuild from the appropriate time boundary; it SHALL NOT infer complete, current, authorized, correct, reconciled, or recover…",V07-F005,data-platform,partial,passed:harness,merged,phase0,P7-D,"apps/api/migrations/0006 (event_time, observation_time, valid_from/to, recorded_at, time_precision, source_clock_quality); apps/api/migrations/0024 §5 edges bitemporal (valid_from/to, asserted_at/retracted_at); apps/api/src/graph/edges/edges.service.ts; apps/api/src/decision/replay/replay.service.ts; apps/api/migrations/0043 (five layers under exact cut-offs); apps/api/test/int/phase1-acceptance.test.ts: A3 known-at without hindsight; apps/api/test/int/phase3-acceptance.test.ts: C5 WORLD time and RECORD time are separate axes; apps/api/test/int/phase5-twins.test.ts: E1 grounding under two cut-offs; apps/api/test/int/phase6-replay.test.ts: F5",Late data lands as revisions/new versions with affected forecasts surfaced via the walk; no clock-skew handling beyond source_clock_quality label,
