id,volume,chapter,page,clause,family_seed,capability_area,impl_status,verif_status,release_status,phase_origin,package,evidence,remaining_work,notes,source_ref,evidence_scope
AI-31-004,V5,31 Agent Execution Lifecycle,74,"Agent execution SHALL terminate or suspend when purpose, authority, policy, capability, evaluation, budget, deadline, supervisor, or safety conditions no longer hold.",V05-F007,agents,implemented,passed:harness,branch-only,phase6,done,apps/api/src/executive/agents/agents.service.ts: Meter (budget checked BEFORE the unit of work); test/int/phase6-agents.test.ts (budget hit stops and escalates); test/int/phase6-scheduled-collection.test.ts (revoked agent refused),,,v05.txt:page 74:L3048,branch+test
AI-31-005,V5,31 Agent Execution Lifecycle,74,"Completion SHALL require product validation, side-effect reconciliation, human-gate closure, audit acceptance, resource release, and declared retention or deletion of execution memory.",V05-F007,agents,partial,passed:harness,branch-only,phase6,P7-A,"migrations/0046_executive_agents_and_runs.sql: executive.agent_runs (budget, spent, outcome, stop_reason, escalated_to, refusals); apps/api/src/executive/agents/agents.service.ts; test/int/phase6-agents.test.ts","Mid-run checkpoints, idempotent transition log, completion reconciliation and execution-memory retention.",Ch.31 execution lifecycle.,v05.txt:page 74:L3057,branch+test
AI-32-001,V5,32 Planner Agent Architecture,76,"The Planner SHALL produce a typed plan whose every step maps to an approved agent role, workflow task, model task, tool contract, human gate, or owning-component command.",V05-F007,agents,partial,passed:harness,branch-only,phase6,P7-A,test/int/phase6-agents.test.ts (the planner: the room's cadence becomes a briefing job on its own queue),A planner that produces typed execution graphs; today only cadence-to-job scheduling.,,v05.txt:page 76:L3109,branch+test
AI-32-002,V5,32 Planner Agent Architecture,76,"Plans SHALL declare required evidence, input versions, output schemas, dependencies, parallelism, loops, budgets, deadlines, failure handling, compensation, review, and terminal conditions.",V05-F007,agents,missing,unverified,none,phase7,P7-A,,"Planner producing typed execution graphs with declared evidence, budgets, gates and stop conditions.",Ch.32; Phase 7 scope (planner/specialist/supervisor/workflow contracts). The Phase 6 'planner' only maps a room cadence to a briefing job.,v05.txt:page 76:L3117,
AI-32-003,V5,32 Planner Agent Architecture,76,"The Planner SHALL NOT issue capability grants, select unauthorized data, bypass required human gates, approve irreversible effects, or modify policy and evaluation thresholds.",V05-F007,agents,missing,unverified,none,phase7,P7-A,,"Planner producing typed execution graphs with declared evidence, budgets, gates and stop conditions.",Ch.32; Phase 7 scope (planner/specialist/supervisor/workflow contracts). The Phase 6 'planner' only maps a room cadence to a briefing job.,v05.txt:page 76:L3126,
AI-32-004,V5,32 Planner Agent Architecture,76,"Material plan revision SHALL be versioned and re-evaluated for purpose, authority, policy, capability, budget, deadline, side effects, and supervisor acceptance.",V05-F007,agents,missing,unverified,none,phase7,P7-A,,"Planner producing typed execution graphs with declared evidence, budgets, gates and stop conditions.",Ch.32; Phase 7 scope (planner/specialist/supervisor/workflow contracts). The Phase 6 'planner' only maps a room cadence to a briefing job.,v05.txt:page 76:L3135,
AI-32-005,V5,32 Planner Agent Architecture,76,"Plans SHALL expose unresolved assumptions, unknown dependencies, low-confidence decomposition, and tasks requiring human or domain-expert intervention.",V05-F007,agents,missing,unverified,none,phase7,P7-A,,"Planner producing typed execution graphs with declared evidence, budgets, gates and stop conditions.",Ch.32; Phase 7 scope (planner/specialist/supervisor/workflow contracts). The Phase 6 'planner' only maps a room cadence to a briefing job.,v05.txt:page 76:L3144,
AI-33-001,V5,33 Supervisor Agent Architecture,78,Every multi-agent execution SHALL have exactly one accountable Supervisor identity and policy profile at any execution instant.,V05-F007,agents,missing,unverified,none,phase7,P7-A,,"Supervisor runtime: single accountable supervisor per execution, pre-dispatch validation, runtime monitoring, independent completion verification, terminal approval.",Ch.33; Phase 7 scope.,v05.txt:page 78:L3198,
AI-33-002,V5,33 Supervisor Agent Architecture,78,"The Supervisor SHALL validate plan, agent, model, context, tool, capability, budget, human-gate, quality, and safety closure before dispatch.",V05-F007,agents,missing,unverified,none,phase7,P7-A,,"Supervisor runtime: single accountable supervisor per execution, pre-dispatch validation, runtime monitoring, independent completion verification, terminal approval.",Ch.33; Phase 7 scope.,v05.txt:page 78:L3207,
AI-33-003,V5,33 Supervisor Agent Architecture,78,"The Supervisor SHALL monitor progress, evidence quality, uncertainty, disagreement, tool effects, policy, budget, deadlines, loops, anomalies, and product fitness throughout execution.",V05-F007,agents,missing,unverified,none,phase7,P7-A,,"Supervisor runtime: single accountable supervisor per execution, pre-dispatch validation, runtime monitoring, independent completion verification, terminal approval.",Ch.33; Phase 7 scope.,v05.txt:page 78:L3216,
AI-33-004,V5,33 Supervisor Agent Architecture,78,"The Supervisor SHALL remain independently authorized from worker agents and SHALL NOT rely on worker self-report alone for capability, side-effect, safety, or completion state.",V05-F007,agents,partial,passed:harness,merged,phase0,P7-A,apps/api/src/policy/pdp.service.ts; test/int/gate21-adversarial.test.ts (worker self-report never authorises: the database refuses),A Supervisor entity independent of workers.,,v05.txt:page 78:L3225,main+test
AI-33-005,V5,33 Supervisor Agent Architecture,78,"Terminal approval SHALL require resolved tasks, validated products, reconciled effects, closed gates, complete audit, and explicit residual-state disposition.",V05-F007,agents,missing,unverified,none,phase7,P7-A,,"Supervisor runtime: single accountable supervisor per execution, pre-dispatch validation, runtime monitoring, independent completion verification, terminal approval.",Ch.33; Phase 7 scope.,v05.txt:page 78:L3234,
AI-34-001,V5,34 Workflow Agent and Durable Orchestration,80,Consequential multi-agent work SHALL be represented in the durable workflow runtime before execution produces institutional effects.,V05-F007,agents,missing,unverified,none,phase7,P7-A,,Durable workflow runtime and Workflow Agent issuing registered commands; versioned workflow definitions; migration of active instances.,Ch.34; Phase 7 scope. BullMQ scheduling exists for collection/briefing ticks only.,v05.txt:page 80:L3290,
AI-34-002,V5,34 Workflow Agent and Durable Orchestration,80,"The Workflow Agent SHALL issue only registered workflow commands and SHALL NOT mutate workflow persistence, timers, assignments, or audit records directly.",V05-F007,agents,partial,passed:harness,branch-only,phase6,P7-A,apps/api/src/observation/scheduling/scheduler.service.ts; test/int/phase6-scheduled-collection.test.ts (persisted entry reconciled after restart),Registered workflow commands; no workflow persistence to protect yet.,,v05.txt:page 80:L3299,branch+main+test
AI-34-003,V5,34 Workflow Agent and Durable Orchestration,80,"Workflow definitions SHALL bind exact agent roles, task schemas, capabilities, gates, retries, compensation, deadlines, and evidence required for each transition.",V05-F007,agents,missing,unverified,none,phase7,P7-A,,Durable workflow runtime and Workflow Agent issuing registered commands; versioned workflow definitions; migration of active instances.,Ch.34; Phase 7 scope. BullMQ scheduling exists for collection/briefing ticks only.,v05.txt:page 80:L3308,
AI-34-004,V5,34 Workflow Agent and Durable Orchestration,80,"Agent or model completion SHALL NOT advance institutional workflow state until output, side effect, policy, and evidence preconditions validate.",V05-F007,agents,partial,passed:harness,branch-only,phase6,P7-A,"test/int/phase6-agents.test.ts (agent draft advances nothing; a human proposes, approves, commits)",Precondition validation inside a workflow runtime.,,v05.txt:page 80:L3317,branch+test
AI-34-005,V5,34 Workflow Agent and Durable Orchestration,80,"Workflow migration SHALL transform active instances through a versioned, tested, reversible process that preserves prior state and authority.",V05-F007,agents,missing,unverified,none,phase7,P7-A,,Durable workflow runtime and Workflow Agent issuing registered commands; versioned workflow definitions; migration of active instances.,Ch.34; Phase 7 scope. BullMQ scheduling exists for collection/briefing ticks only.,v05.txt:page 80:L3326,
AI-35-001,V5,35 Agent Communication and Coordination Protocol,82,All inter-agent communication SHALL use versioned registered message schemas and canonical envelopes; free-form conversation MAY be content inside a typed field but not the protocol itself.,V05-F007,agents,missing,unverified,none,phase7,P7-A,,"Typed inter-agent message protocol with authentication, causation, idempotent delivery, poison quarantine.",Ch.35; no inter-agent communication exists.,v05.txt:page 82:L3377,
AI-35-002,V5,35 Agent Communication and Coordination Protocol,82,"Messages SHALL authenticate sender, receiver, agent package, execution, task, purpose, authority, correlation, causation, deadline, policy, and integrity.",V05-F007,agents,missing,unverified,none,phase7,P7-A,,"Typed inter-agent message protocol with authentication, causation, idempotent delivery, poison quarantine.",Ch.35; no inter-agent communication exists.,v05.txt:page 82:L3387,
AI-35-003,V5,35 Agent Communication and Coordination Protocol,82,"Result messages SHALL distinguish evidence, inference, assessment, assumption, proposal, synthetic content, uncertainty, partial state, and abstention.",V05-F007,agents,missing,unverified,none,phase7,P7-A,,"Typed inter-agent message protocol with authentication, causation, idempotent delivery, poison quarantine.",Ch.35; no inter-agent communication exists.,v05.txt:page 82:L3395,
AI-35-004,V5,35 Agent Communication and Coordination Protocol,82,"Agents SHALL NOT transfer capabilities, credentials, tenant context, human approval, or higher authority through message content.",V05-F007,agents,missing,not-applicable,none,phase7,P7-A,,No message content exists through which capability could transfer.,,v05.txt:page 82:L3404,
AI-35-005,V5,35 Agent Communication and Coordination Protocol,82,"The runtime SHALL support idempotent delivery, ordering where required, deduplication, cancellation, replay, poison-message quarantine, and schema evolution.",V05-F007,agents,missing,unverified,none,phase7,P7-A,,"Typed inter-agent message protocol with authentication, causation, idempotent delivery, poison quarantine.",Ch.35; no inter-agent communication exists.,v05.txt:page 82:L3413,
AI-36-001,V5,"36 Tool, Capability, Sandbox, and Side-Effect Architecture",84,An agent SHALL invoke a tool only through a registered enforcement gateway with a valid run- and task-specific capability grant.,V05-F007,agents,partial,passed:harness,merged,phase0,P7-A,apps/api/src/policy/pdp.service.ts; test/int/gate21-adversarial.test.ts: G21-8/9/10; migrations/0019_capability_binding_enforcement.sql,"Tool registry and enforcement gateway for external tools, sandboxing, side-effect classes per tool, revocation of in-flight operations.","Ch.36; every internal action already runs through a per-action, short-lived capability minted by the PDP/PEP; no external tools exist.",v05.txt:page 84:L3467,main+test
AI-36-002,V5,"36 Tool, Capability, Sandbox, and Side-Effect Architecture",84,"Tool inputs SHALL be schema-valid, policy-filtered, classified, minimized, size-bounded, instruction-safe, and bound to tenant, purpose, deadline, and idempotency context.",V05-F007,agents,partial,passed:harness,merged,phase0,P7-A,apps/api/src/policy/pdp.service.ts; test/int/gate21-adversarial.test.ts: G21-8/9/10; migrations/0019_capability_binding_enforcement.sql,"Tool registry and enforcement gateway for external tools, sandboxing, side-effect classes per tool, revocation of in-flight operations.","Ch.36; every internal action already runs through a per-action, short-lived capability minted by the PDP/PEP; no external tools exist.",v05.txt:page 84:L3476,main+test
AI-36-003,V5,"36 Tool, Capability, Sandbox, and Side-Effect Architecture",84,"Tool outputs SHALL be treated as untrusted observations until integrity, schema, provenance, classification, policy, and evidence admission complete.",V05-F007,agents,implemented,passed:harness,merged,phase1,done,apps/api/src/observation/quarantine/quarantine.service.ts; test/int/phase1-hostile-input.test.ts; apps/api/src/intelligence/gateway/model-gateway.service.ts (output refused until it matches the contract),,,v05.txt:page 84:L3485,main+test
AI-36-004,V5,"36 Tool, Capability, Sandbox, and Side-Effect Architecture",84,Approval-required and irreversible effects SHALL require a human gate after the exact request is known and SHALL dispatch only the approved digest before expiry.,V05-F007,agents,implemented,passed:harness,branch-only,phase6,done,test/int/phase6-approvals.test.ts (approval signs the digest; wrong digest refused; expiry; C3 commit revalidates),,No external effects exist; the gate governs internal commitments.,v05.txt:page 84:L3494,branch+test
AI-36-005,V5,"36 Tool, Capability, Sandbox, and Side-Effect Architecture",84,"Sandbox and capability revocation SHALL stop new activity immediately and define treatment of in-flight operations, credentials, sessions, files, caches, and residual effects.",V05-F007,agents,partial,passed:harness,merged,phase0,P7-A,test/int/gate21-adversarial.test.ts: G21-10/11 (revocation kills an already-minted capability); apps/api/src/policy/pdp.service.ts: agent.revoke,"Treatment of in-flight operations, files, caches and residual effects.",,v05.txt:page 84:L3502,main+test
AI-37-001,V5,37 Human Gates and Mixed-Initiative Collaboration,86,"Agent-human interaction SHALL occur through durable tasks or governed workspaces that preserve identity, role, authority, context version, action, deadline, and audit.",V05-F007,decision,implemented,passed:harness,branch-only,phase6,done,test/int/phase6-briefings.test.ts (rooms: members named humans; review overdue in words); test/int/phase6-decisions.test.ts; apps/api/src/intelligence/review/review.service.ts,,,v05.txt:page 86:L3557,branch+main+test
AI-37-002,V5,37 Human Gates and Mixed-Initiative Collaboration,86,"Agents SHALL request human intervention when evidence, authority, domain judgment, conflict, novelty, consequence, uncertainty, or safety exceeds the task's automated boundary.",V05-F007,decision,implemented,passed:harness,branch-only,phase6,done,test/int/phase6-agents.test.ts (budget hit escalates to the named human); test/int/phase2-acceptance.test.ts: B3 (low confidence and abstention reach review),,,v05.txt:page 86:L3565,branch+main+test
AI-37-003,V5,37 Human Gates and Mixed-Initiative Collaboration,86,"Review packages SHALL separate facts, claims, inference, assumptions, synthetic content, recommendation, missing information, disagreement, and exact requested action.",V05-F007,decision,partial,passed:harness,branch-only,phase6,P6,apps/api/src/executive/rooms/room.service.ts; apps/api/src/decision/packages/package.service.ts; test/int/phase6-decisions.test.ts; test/int/phase6-agents.test.ts,Review packages separating facts/inference/recommendation/missing information; accessibility evidence across UI/API/export.,Ch.37 human gates.,v05.txt:page 86:L3573,branch+test
AI-37-004,V5,37 Human Gates and Mixed-Initiative Collaboration,86,"Human edits, overrides, dismissals, and approvals SHALL be captured as accountable product or workflow state and SHALL NOT be reduced to unlabeled training feedback.",V05-F007,decision,implemented,passed:harness,branch-only,phase2,done,test/int/phase2-acceptance.test.ts: B2 (a decision without a reason is refused; correction is a new version); migrations/0041: decision.dissent (append-only),,release_status merged → branch-only from the evidence at 2e83945,v05.txt:page 86:L3582,branch+main+test
AI-37-005,V5,37 Human Gates and Mixed-Initiative Collaboration,86,"Interfaces SHALL preserve accessibility, role clarity, policy- filtered evidence, uncertainty, provenance, and decision-use constraints across UI, API, briefing, report, and export modes.",V05-F007,decision,partial,unverified,branch-only,phase6,P7-E,apps/web/app/intelligence/gateway/page.tsx (mode rendered); apps/api/src/executive/agents/agents.service.ts (report keeps SYNTHETIC marks and truth states),Accessibility and role-clarity evidence across UI/API/export.,,v05.txt:page 86:L3590,branch+main
AI-38-001,V5,"38 Agent Context, Memory, Checkpointing, and Replay",88,"Agent runtimes SHALL externalize all material execution state required for recovery, audit, explanation, and replay before acknowledging progress.",V05-F007,agents,partial,passed:harness,branch-only,phase6,P7-A,migrations/0046_executive_agents_and_runs.sql; test/int/phase6-scheduled-collection.test.ts: RESTART RECOVERY; test/int/phase5-simulations.test.ts: E4,"Checkpoints binding model/prompt/context/tool state; resume revalidation of authority and budgets; encrypted, retention-controlled run memory.",Ch.38 checkpointing.,v05.txt:page 88:L3644,branch+test
AI-38-002,V5,"38 Agent Context, Memory, Checkpointing, and Replay",88,"Checkpoints SHALL bind exact agent, model, prompt, context, tool, policy, configuration, workflow, message, budget, and external-effect state.",V05-F007,agents,missing,unverified,none,phase7,P7-A,,Checkpoints binding model/prompt/context/tool/policy state.,,v05.txt:page 88:L3653,
AI-38-003,V5,"38 Agent Context, Memory, Checkpointing, and Replay",88,"Run memory SHALL be tenant-isolated, purpose-bound, retention-controlled, minimised, encrypted, revocable, and prohibited from undeclared cross-run reuse.",V05-F007,agents,partial,passed:harness,branch-only,phase6,P7-A,migrations/0046_executive_agents_and_runs.sql; test/int/phase6-scheduled-collection.test.ts: RESTART RECOVERY; test/int/phase5-simulations.test.ts: E4,"Checkpoints binding model/prompt/context/tool state; resume revalidation of authority and budgets; encrypted, retention-controlled run memory.",Ch.38 checkpointing.,v05.txt:page 88:L3662,branch+test
AI-38-004,V5,"38 Agent Context, Memory, Checkpointing, and Replay",88,"Resume SHALL revalidate identity, authority, policy, capability, artifact fitness, context validity, deadlines, budgets, and unresolved effects before new work.",V05-F007,agents,partial,passed:harness,branch-only,phase6,P7-A,test/int/phase6-scheduled-collection.test.ts (RESTART RECOVERY); apps/api/src/executive/agents/agent-session.service.ts (registration re-read by the port on a cold process),"Revalidation of policy, artifact fitness, context validity and unresolved effects on resume.",,v05.txt:page 88:L3671,branch+test
AI-38-005,V5,"38 Agent Context, Memory, Checkpointing, and Replay",88,"Replay SHALL preserve nondeterminism, sampling, external results, human acts, and uncertainty and SHALL clearly identify what can and cannot be reproduced exactly.",V05-F007,agents,partial,passed:harness,branch-only,phase5,P7-A,"test/int/phase5-simulations.test.ts: E4 (UNREPRODUCIBLE verdict, never a substituted result); apps/api/src/intelligence/gateway/model-gateway.service.ts (model_identity: not_observed_replay)",Replay reports distinguishing exact/tolerance/external/non-reproducible elements for agent runs.,release_status merged → branch-only from the evidence at 2e83945,v05.txt:page 88:L3680,branch+main+test
AI-39-001,V5,"39 Observation, Crawler, and Collection Agents",91,"These agents SHALL operate only under an approved Source Contract declaring authority, rights, purpose, scope, identity, schedule, schema, rate, residency, retention, correction, quality, and owner.",V05-F008,observation,implemented,passed:harness,merged,phase1,P1,apps/api/src/observation/sources/source-contract.ts; apps/api/src/observation/agents/agents.service.ts; apps/api/src/observation/vault/vault.service.ts; migrations/0022_observation_registry_and_evidence.sql; test/int/phase1-acceptance.test.ts,"Crawler navigation (robots, depth) for a crawler connector that does not exist; richer health-state taxonomy.","Ch.39 observation agents; connectors are RSS, REST poller and upload.",v05.txt:page 91:L3743,main+test
AI-39-002,V5,"39 Observation, Crawler, and Collection Agents",91,"Crawler and Collection Agents SHALL identify themselves where required, obey approved robots and access controls, enforce rate and depth, and prohibit credential or network escalation.",V05-F008,observation,partial,passed:harness,merged,phase1,P1,"test/int/phase1-hostile-input.test.ts: A10 (SSRF, complete-origin credentials); apps/api/src/observation/connectors/http-client.ts","Robots, identification and depth control for a crawler connector (none exists).",,v05.txt:page 91:L3752,main+test
AI-39-003,V5,"39 Observation, Crawler, and Collection Agents",91,"Acquired content SHALL be stored as immutable evidence with source, request, response, observation time, checksum, signature where available, classification, rights, transformations, and coverage context.",V05-F008,observation,implemented,passed:harness,merged,phase1,P1,apps/api/src/observation/sources/source-contract.ts; apps/api/src/observation/agents/agents.service.ts; apps/api/src/observation/vault/vault.service.ts; migrations/0022_observation_registry_and_evidence.sql; test/int/phase1-acceptance.test.ts,"Crawler navigation (robots, depth) for a crawler connector that does not exist; richer health-state taxonomy.","Ch.39 observation agents; connectors are RSS, REST poller and upload.",v05.txt:page 91:L3761,main+test
AI-39-004,V5,"39 Observation, Crawler, and Collection Agents",91,"Observation Agents SHALL distinguish source silence, collection failure, access denial, true absence, stale data, schema drift, and policy restriction in health state.",V05-F008,observation,partial,passed:harness,branch-only,phase6,P1,apps/api/src/observation/coverage/coverage.service.ts; test/int/phase6-scheduled-collection.test.ts (UNCHANGED confirmed; FAILED; REFUSED),"Distinct health states for source silence, access denial, true absence, schema drift, policy restriction.",,v05.txt:page 91:L3771,branch+main+test
AI-39-005,V5,"39 Observation, Crawler, and Collection Agents",91,"Corrections, withdrawals, retractions, and changed rights SHALL create versioned events and forward impact analysis without deleting prior observation history.",V05-F008,observation,implemented,passed:harness,merged,phase1,done,apps/api/src/observation/corrections/corrections.service.ts; test/int/phase1-acceptance.test.ts; test/int/phase3-acceptance.test.ts: C6,,,v05.txt:page 91:L3780,main+test
AI-40-001,V5,40 Search Agent,93,"The Search Agent SHALL execute only against registered providers, indexes, domains, enterprise repositories, and graph surfaces approved for the task and customer domain.",V05-F008,observation,missing,unverified,none,omission,P1,,"Search Agent: registered providers/indexes, versioned search plans, discovery-vs-evidence separation, bias exposure, provider-log policy.",Ch.40; no external search capability exists (Phase 1 source universe).,v05.txt:page 93:L3835,
AI-40-002,V5,40 Search Agent,93,"Search plans SHALL preserve original and expanded queries, languages, time, geography, source classes, provider selection, ranking, stopping, and known coverage limits.",V05-F008,observation,missing,unverified,none,omission,P1,,"Search Agent: registered providers/indexes, versioned search plans, discovery-vs-evidence separation, bias exposure, provider-log policy.",Ch.40; no external search capability exists (Phase 1 source universe).,v05.txt:page 93:L3844,
AI-40-003,V5,40 Search Agent,93,"Search results SHALL remain untrusted discovery metadata until Collection and Evidence admission validate source, content, integrity, rights, classification, and custody.",V05-F008,observation,missing,unverified,none,omission,P1,,"Search Agent: registered providers/indexes, versioned search plans, discovery-vs-evidence separation, bias exposure, provider-log policy.",Ch.40; no external search capability exists (Phase 1 source universe).,v05.txt:page 93:L3853,
AI-40-004,V5,40 Search Agent,93,"The agent SHALL diversify sources, preserve contradicting and minority evidence, and expose ranking, provider, language, and availability bias material to the task.",V05-F008,observation,missing,unverified,none,omission,P1,,"Search Agent: registered providers/indexes, versioned search plans, discovery-vs-evidence separation, bias exposure, provider-log policy.",Ch.40; no external search capability exists (Phase 1 source universe).,v05.txt:page 93:L3862,
AI-40-005,V5,40 Search Agent,93,"Search history and provider logs SHALL follow tenant, purpose, classification, retention, residency, minimization, and customer- control policy.",V05-F008,observation,missing,unverified,none,omission,P1,,"Search Agent: registered providers/indexes, versioned search plans, discovery-vs-evidence separation, bias exposure, provider-log policy.",Ch.40; no external search capability exists (Phase 1 source universe).,v05.txt:page 93:L3871,
AI-41-001,V5,41 Cleaning and Classification Agents,95,"Cleaning SHALL preserve immutable source evidence and SHALL record every decode, extraction, normalization, translation, segmentation, deduplication, unit conversion, redaction, and information-loss event.",V05-F008,observation,partial,passed:harness,merged,phase1,P1,apps/api/src/observation/connectors/upload.connector.ts; apps/api/src/observation/connectors/xml-parse.ts; test/int/phase1-hostile-input.test.ts,Cleaning/classification agents: decode/segment/translate/deduplicate with recorded information loss; classification models with confidence and review conditions.,Ch.41.,v05.txt:page 95:L3926,main+test
AI-41-002,V5,41 Cleaning and Classification Agents,95,"Classification SHALL distinguish content labels from security classification and SHALL route security, rights, or handling changes through authorized policy or data owners.",V05-F008,observation,partial,passed:harness,merged,phase1,P1,apps/api/src/observation/connectors/upload.connector.ts; apps/api/src/observation/connectors/xml-parse.ts; test/int/phase1-hostile-input.test.ts,Cleaning/classification agents: decode/segment/translate/deduplicate with recorded information loss; classification models with confidence and review conditions.,Ch.41.,v05.txt:page 95:L3936,main+test
AI-41-003,V5,41 Cleaning and Classification Agents,95,"Deduplication SHALL preserve source instances, publication and observation times, corrections, syndication, and evidentiary independence rather than deleting similar content.",V05-F008,observation,partial,passed:harness,merged,phase1,P1,apps/api/src/observation/connectors/upload.connector.ts; apps/api/src/observation/connectors/xml-parse.ts; test/int/phase1-hostile-input.test.ts,Cleaning/classification agents: decode/segment/translate/deduplicate with recorded information loss; classification models with confidence and review conditions.,Ch.41.,v05.txt:page 95:L3945,main+test
AI-41-004,V5,41 Cleaning and Classification Agents,95,"Model- or rule-generated labels SHALL carry method, version, confidence, uncertainty, applicable scope, and human-review conditions.",V05-F008,observation,implemented,passed:harness,merged,phase2,done,"test/int/phase2-acceptance.test.ts: B1 (claims carry method, model, version, confidence, lineage; review below threshold)",,,v05.txt:page 95:L3954,main+test
AI-41-005,V5,41 Cleaning and Classification Agents,95,"Low-quality, corrupted, unsupported, or policy-sensitive evidence SHALL be quarantined or routed for review and SHALL NOT be silently normalized into valid input.",V05-F008,observation,implemented,passed:harness,merged,phase1,done,"test/int/phase1-hostile-input.test.ts (a file declared .csv whose bytes are a ZIP is quarantined, not admitted-and-flagged; formula-risk cells classified)",,,v05.txt:page 95:L3962,main+test
AI-42-001,V5,42 Summarization Agent,97,"Every material statement in a summary SHALL bind supporting evidence or be explicitly labeled as synthesis, inference, assumption, or unresolved claim.",V05-F009,intelligence,partial,passed:harness,branch-only,phase6,P2,test/int/phase6-briefings.test.ts (narrative labelled; cites only included items; outside the digest),Claim-level evidence binding inside generated summaries.,,v05.txt:page 97:L4017,branch+test
AI-42-002,V5,42 Summarization Agent,97,"Summarization SHALL preserve material contradictions, dissent, quantitative units, temporal qualifiers, negation, uncertainty, source authority, and known missing evidence.",V05-F009,intelligence,missing,unverified,none,omission,P2,,"Summarization Agent with evidence-bound claims, contradiction preservation, audience adaptation, coverage/loss disclosure and invalidation on correction.",Ch.42; only a human/agent-supplied labelled briefing narrative exists (must cite included items).,v05.txt:page 97:L4026,
AI-42-003,V5,42 Summarization Agent,97,"Audience adaptation SHALL change language and detail but SHALL NOT remove decision-relevant caveats, inflate confidence, or alter institutional meaning.",V05-F009,intelligence,missing,unverified,none,omission,P2,,"Summarization Agent with evidence-bound claims, contradiction preservation, audience adaptation, coverage/loss disclosure and invalidation on correction.",Ch.42; only a human/agent-supplied labelled briefing narrative exists (must cite included items).,v05.txt:page 97:L4034,
AI-42-004,V5,42 Summarization Agent,97,"Compression SHALL expose input coverage, selection method, omitted material categories, length constraints, and information- loss risk.",V05-F009,intelligence,missing,unverified,none,omission,P2,,"Summarization Agent with evidence-bound claims, contradiction preservation, audience adaptation, coverage/loss disclosure and invalidation on correction.",Ch.42; only a human/agent-supplied labelled briefing narrative exists (must cite included items).,v05.txt:page 97:L4042,
AI-42-005,V5,42 Summarization Agent,97,"Summaries SHALL remain derived products linked to source versions and SHALL be invalidated or reviewed when material evidence is corrected, withdrawn, or reclassified.",V05-F009,intelligence,partial,unverified,branch-only,phase6,P2,apps/api/src/executive/briefings/briefing.service.ts (recomposition under watermark and known_at yields the same digest),Invalidation/review of summaries when cited evidence is corrected.,,v05.txt:page 97:L4051,branch
AI-43-001,V5,43 Named Entity Recognition and Identity Resolution Agents,99,"NER output SHALL bind every mention and attribute to exact evidence location, document version, language, ontology type, confidence, and transformation lineage.",V05-F009,memory-graph,partial,passed:harness,merged,phase3,P3,apps/api/src/graph/entities/resolver.service.ts; test/int/phase3-acceptance.test.ts: C1/C2/C3; migrations/0023_intelligence_extraction_and_claims.sql: claim_lineage,Language on mentions; temporal/geographic/negative-evidence resolution features; propagation to twins/forecasts/simulations on correction.,Ch.43 NER/identity resolution.,v05.txt:page 99:L4106,main+test
AI-43-002,V5,43 Named Entity Recognition and Identity Resolution Agents,99,"Identity resolution SHALL combine identifiers, names, aliases, attributes, relationships, time, geography, source authority, prior stewardship, and negative evidence.",V05-F009,memory-graph,partial,passed:harness,merged,phase3,P3,apps/api/src/graph/entities/resolver.service.ts; test/int/phase3-acceptance.test.ts: C1/C2/C3; migrations/0023_intelligence_extraction_and_claims.sql: claim_lineage,Language on mentions; temporal/geographic/negative-evidence resolution features; propagation to twins/forecasts/simulations on correction.,Ch.43 NER/identity resolution.,v05.txt:page 99:L4115,main+test
AI-43-003,V5,43 Named Entity Recognition and Identity Resolution Agents,99,The agents SHALL preserve unresolved and multiple-candidate state where evidence is insufficient and SHALL NOT force a single identity for workflow convenience.,V05-F009,memory-graph,implemented,passed:harness,merged,phase3,done,test/int/phase3-acceptance.test.ts: C2,,,v05.txt:page 99:L4123,main+test
AI-43-004,V5,43 Named Entity Recognition and Identity Resolution Agents,99,"Canonical entity creation, merge, split, and retirement SHALL remain Knowledge Graph owner decisions through governed revision workflows.",V05-F009,memory-graph,implemented,passed:harness,merged,phase3,done,test/int/phase3-acceptance.test.ts: C2/C3 (a person decides; proposer may not decide its own proposal; split supersedes),,,v05.txt:page 99:L4132,main+test
AI-43-005,V5,43 Named Entity Recognition and Identity Resolution Agents,99,"Resolution corrections SHALL propagate to relationships, memory, twins, forecasts, scenarios, simulations, decisions, warnings, evaluation data, and replay.",V05-F009,memory-graph,partial,passed:harness,merged,phase3,P3,apps/api/src/graph/entities/resolver.service.ts; test/int/phase3-acceptance.test.ts: C1/C2/C3; migrations/0023_intelligence_extraction_and_claims.sql: claim_lineage,Language on mentions; temporal/geographic/negative-evidence resolution features; propagation to twins/forecasts/simulations on correction.,Ch.43 NER/identity resolution.,v05.txt:page 99:L4140,main+test
AI-44-001,V5,44 Relationship Agent,101,"Every relationship candidate SHALL bind exact endpoint candidates, direction, predicate, ontology version, temporal scope, truth state, confidence, and supporting evidence.",V05-F009,memory-graph,partial,passed:harness,merged,phase3,P3,apps/api/src/graph/edges; migrations/0025_impact_closure_and_edge_admission.sql; migrations/0026_edge_supersession_and_case_coverage.sql; test/int/phase3-acceptance.test.ts: C5,"Reasoning modes (co-occurrence, event-mediated, graph inference), counter-evidence/negation on candidates, ontology versioning.",Ch.44 relationship agent.,v05.txt:page 101:L4191,main+test
