id,volume,chapter,page,clause,family_seed,capability_area,impl_status,verif_status,release_status,phase_origin,package,evidence,remaining_work,notes,source_ref,evidence_scope
PR-23-005,V8,"23 Classification, Summaries, and Analyst Workflows",58,"When classification is wrong, summary loses material nuance, assignments conflict, work becomes stale, or review is bypassed, the product SHALL retain source context and draft history, flag the defect, prevent publication, and route rework or independent review; it SHALL NOT represent unavailable, stale, unapproved, unsupported, or incomplete state as current and complete.",V08-F006,intelligence,partial,passed:harness,merged,phase2,P2,"apps/web/components/ui.tsx (DegradedBanner, ErrorNote, TruthBadge, LifecycleBadge); apps/api/src/shared/degraded-store.ts; apps/api/test/int/phase1-fault-injection.test.ts","The condition 'classification is wrong, summary loses material nuance, assignments conflict, work becomes stale, or review is bypassed' has no declared continuity contract: behaviour is fail-closed refusal plus the degraded banner; no hold/expose-affected-scope/route-to-authority path specific to th",Truth/lifecycle/degraded labelling exists generically; verification class in source: Journey + fault test,v08.txt:page 58:L3271-L3328,main+test
PR-23-006,V8,"23 Classification, Summaries, and Analyst Workflows",58,"Acceptance SHALL demonstrate golden classification and summarization sets, omission and hallucination tests, workflow recovery, reviewer separation, and analyst acceptance for the exact capability version, journey, role, tenant or domain, deployment, entitlement, data and model versions, configuration, consequence class, and period.",V08-F006,intelligence,partial,unverified,merged,phase2,P2,apps/api/src/intelligence/review/review.service.ts; apps/web/app/intelligence/review/page.tsx; apps/api/test/int/phase2-acceptance.test.ts: every claim below the review threshold has a queued case; a claim ABOVE the threshold is admitted without a case,"No scope-specific acceptance record binding capability version, journey, role, tenant/domain, deployment, entitlement, data/model versions, configuration, consequence class and period; no independent assurance or customer attestation (ADR-023); existing evidence is phase harness/browser/CI",AT-23; verification class in source: Journey + fault test,v08.txt:page 58:L3282-L3328,main+test
PR-24-001,V8,"24 Corrections, Withdrawals, Reconciliation, and",59,"The Eye SHALL provide a governed, role-appropriate capability through which authorized users can correct or withdraw evidence and derived intelligence without erasing prior state, then identify, constrain, rebuild, and reconcile every affected product. Evidence closure review Signed scope-specific acceptance record resolving release, configuration, versions, tests, conditions, and authorities.",V08-F006,data-platform,partial,passed:harness,branch-only,phase1,P3,"apps/api/src/observation/corrections/corrections.service.ts; apps/api/src/graph/strategy/impact.service.ts (/impact/preview, propagate, awaiting); apps/web/app/observation/corrections/page.tsx; apps/web/app/graph/impact/page.tsx; apps/api/test/int/phase1-acceptance.test.ts: A8 — correction, withdrawal, supersession; apps/api/test/int/phase5-propagation.test.ts: a correction case applied to cited evidence shows on the twin as PROPAGATION PENDING; apps/api/test/int/phase6-replay.test.ts: the world moves after the decision","Propagation is an operator-initiated walk, not continuous; no acknowledgment/closure workflow across consumers; the CorrectionApplied consumer for scheduled sources is deferred (SCHEDULED_COLLECTION.md §4); no projection rebuild of every derivative",CAP-UM-12; JRN-05; C-012; MET-010 | release_status merged → branch-only from the evidence at 2e83945,v08.txt:page 59:L3359-L3389,branch+main+test
PR-24-002,V8,"24 Corrections, Withdrawals, Reconciliation, and",59,"The product SHALL persist, expose, version, and reconcile correction case, authority, target version, reason, replacement, affected lineage, consumer, projection, warning, recommendation, decision, acknowledgment, and closure; identity, owner, effective time, status, provenance, and policy SHALL remain explicit.",V08-F006,data-platform,partial,passed:harness,branch-only,phase1,P3,"apps/api/migrations/0006_objects.sql (identity, owner, times, status, provenance, policy on every canonical object); apps/api/src/observation/corrections/corrections.service.ts; apps/api/src/graph/strategy/impact.service.ts (/impact/preview, propagate, awaiting); apps/web/app/observation/corrections/page.tsx; apps/web/app/graph/impact/page.tsx; apps/api/test/int/phase1-acceptance.test.ts: A8 — correction, withdrawal, supersession; apps/api/test/int/phase5-propagation.test.ts: a correction case applied to cited evidence shows on the twin as PROPAGATION PENDING; apps/api/test/int/phase6-replay.test.ts: the world moves after the decision","Correction cases, events and invalidations persisted; no acknowledgment or closure records per consumer",verification class in source: Control + accountable | release_status merged → branch-only from the evidence at 2e83945,v08.txt:page 59:L3370-L3389,branch+main+test
PR-24-003,V8,"24 Corrections, Withdrawals, Reconciliation, and",59,The product SHALL enforce this human-authority boundary: correction authority may change decision-active state but cannot alter what was historically available; affected humans determine whether prior decisions require review.,V08-F006,data-platform,partial,passed:harness,merged,phase1,P3,apps/api/src/policy/pdp.service.ts; apps/api/test/unit/pdp.test.ts; apps/api/test/int/gate22-authority-matrix.test.ts: no port succeeds on a role outside its grantee set,"The boundary 'correction authority may change decision-active state but cannot alter what was historically available; affected humans determine whether prior decisions requir' is only approximated by coarse PDP roles; no named eligible authority, digest, expiry or separation record for this chapter'",verification class in source: Control + accountable,v08.txt:page 59:L3381-L3389,main+test
PR-24-004,V8,"24 Corrections, Withdrawals, Reconciliation, and",60,"SaaS, Private Cloud, and On-Premise SHALL preserve identical outcome, object, human-authority, explanation, correction, export, replay, and failure semantics; operational variance SHALL be declared.",V08-F006,infrastructure,partial,unverified,branch-only,phase7,P7-D,docker-compose.yml (one local profile); infra/images/candidates/*.Dockerfile; .github/workflows/ci.yml: build-test,"One local Docker Compose profile only; no SaaS/Private Cloud/On-Premise deployment profiles, no golden-journey semantic diff across them, no declared operational variance (ch. 65, MET-035)",ADR-020; C-042; semantics are profile-independent by construction (single code path) but unproven | release_status merged → branch-only from the evidence at 2e83945,v08.txt:page 60:L3395-L3462,branch+main+test
PR-24-005,V8,"24 Corrections, Withdrawals, Reconciliation, and",60,"When a target is unresolved, propagation is incomplete, projections diverge, consumers fail to acknowledge, or replay cannot reconstruct prior state, the product SHALL keep the case open, visibly constrain affected products, preserve historical versions, and escalate unresolved decision impact; it SHALL NOT represent unavailable, stale, unapproved, unsupported, or incomplete state as current and…",V08-F006,data-platform,implemented,passed:harness,branch-only,phase1,P3,"apps/api/test/int/phase5-propagation.test.ts: the citing version goes UNVERIFIED by event; apps/api/test/int/phase1-acceptance.test.ts: a SPOOFED correction — claiming another domain's evidence — resolves nothing; apps/web/components/ui.tsx (DegradedBanner, ErrorNote, TruthBadge, LifecycleBadge); apps/api/src/shared/degraded-store.ts; apps/api/test/int/phase1-fault-injection.test.ts",Impact is exposed on twins/forecasts/packages via the walk; closure and acknowledgment are not tracked,"Stale/unavailable/synthetic state is labelled (TruthBadge, LifecycleBadge, DegradedBanner); verification class in source: Journey + fault test | release_status merged → branch-only from the evidence at 2e83945",v08.txt:page 60:L3404-L3462,branch+main+test
PR-24-006,V8,"24 Corrections, Withdrawals, Reconciliation, and",60,"Acceptance SHALL demonstrate end-to-end correction fixtures, impact analysis, projection rebuild, consumer acknowledgment, Decision Replay, and governance closure for the exact capability version, journey, role, tenant or domain, deployment, entitlement, data and model versions, configuration, consequence class, and period.",V08-F006,data-platform,partial,unverified,branch-only,phase1,P3,"apps/api/src/observation/corrections/corrections.service.ts; apps/api/src/graph/strategy/impact.service.ts (/impact/preview, propagate, awaiting); apps/web/app/observation/corrections/page.tsx; apps/web/app/graph/impact/page.tsx; apps/api/test/int/phase1-acceptance.test.ts: A8 — correction, withdrawal, supersession; apps/api/test/int/phase5-propagation.test.ts: a correction case applied to cited evidence shows on the twin as PROPAGATION PENDING; apps/api/test/int/phase6-replay.test.ts: the world moves after the decision","No scope-specific acceptance record binding capability version, journey, role, tenant/domain, deployment, entitlement, data/model versions, configuration, consequence class and period; no independent assurance or customer attestation (ADR-023); existing evidence is phase harness/browser/CI",AT-24; verification class in source: Control + accountable | release_status merged → branch-only from the evidence at 2e83945,v08.txt:page 60:L3416-L3462,branch+main+test
PR-25-001,V8,25 Weak Signal Detection,62,"The Eye SHALL provide a governed, role-appropriate capability through which authorized users can discover low-frequency, low- confidence, cross-domain, or emerging patterns before they become obvious while preserving evidence and uncertainty. Evidence closure review Signed scope-specific acceptance record resolving release, configuration, versions, tests, conditions, and authorities.",V08-F007,prediction,missing,unverified,none,omission,P4,,"Build weak-signal workbench: nomination, novelty/persistence tests, baseline deviation, evidence, uncertainty, analyst disposition and learning (CAP-FW-01, JRN-06, OBJ-17/18)",C-032; MET-019/020,v08.txt:page 62:L3500-L3538,
PR-25-002,V8,25 Weak Signal Detection,62,"The product SHALL persist, expose, version, and reconcile signal, hypothesis, feature set, baseline, deviation, source diversity, confidence, novelty, persistence, relevance, analyst disposition, and outcome; identity, owner, effective time, status, provenance, and policy SHALL remain explicit.",V08-F007,prediction,missing,unverified,none,omission,P4,,"No persisted state for this chapter; build the object model with identity, owner, effective time, status, provenance and policy together with the capability in PR-25-001",verification class in source: Control + accountable,v08.txt:page 62:L3511-L3538,
PR-25-003,V8,25 Weak Signal Detection,62,"The product SHALL enforce this human-authority boundary: AI may nominate and rank weak signals; humans decide strategic relevance, escalation, collection changes, and incorporation into assessments.",V08-F007,prediction,missing,unverified,none,omission,P4,,"No capability exists to gate; when built, the boundary 'AI may nominate and rank weak signals; humans decide strategic relevance, escalation, collection changes, and incorporation into assessments' must be a PDP rule with named eligible authority, digest and audit",verification class in source: Control + accountable,v08.txt:page 62:L3522-L3538,
PR-25-004,V8,25 Weak Signal Detection,62,"SaaS, Private Cloud, and On-Premise SHALL preserve identical outcome, object, human-authority, explanation, correction, export, replay, and failure semantics; operational variance SHALL be declared.",V08-F007,prediction,missing,unverified,none,omission,P7-D,,"Capability absent, so parity cannot be declared; when built, add the chapter's golden journey to the cross-profile conformance suite (ch. 65)",ADR-020; PAR catalog,v08.txt:page 62:L3531-L3538,
PR-25-005,V8,25 Weak Signal Detection,63,"When signals are driven by source artifacts, correlated feeds, model drift, seasonal noise, or insufficient evidence, the product SHALL label the signal as tentative or invalid, expose contributing evidence and blind spots, suppress unsafe escalation, and retain evaluation history; it SHALL NOT represent unavailable, stale, unapproved, unsupported, or incomplete state as current and complete.",V08-F007,prediction,missing,unverified,none,omission,P4,,"No continuity path exists for 'signals are driven by source artifacts, correlated feeds, model drift, seasonal noise, or insufficient evidence'; build hold/expose/route behaviour with the capability",verification class in source: Journey + fault test,v08.txt:page 63:L3544-L3600,
PR-25-006,V8,25 Weak Signal Detection,63,"Acceptance SHALL demonstrate seeded-signal and null tests, source- independence checks, drift controls, analyst disposition evidence, false-positive analysis, and replay for the exact capability version, journey, role, tenant or domain, deployment, entitlement, data and model versions, configuration, consequence class, and period.",V08-F007,prediction,missing,unverified,none,omission,P4,,No capability and no acceptance evidence; AT-25 cannot start,AT-25,v08.txt:page 63:L3555-L3600,
PR-26-001,V8,26 Early Warning System,64,"The Eye SHALL provide a governed, role-appropriate capability through which authorized users can convert governed indicators and weak signals into timely, severity-appropriate, explainable warnings with explicit owner, acknowledgment, action, expiry, and outcome.",V08-F007,prediction,partial,passed:harness,branch-only,phase4,P4,"apps/api/src/prediction/prediction.controller.ts (/warnings/*, /indicators/*); apps/api/migrations/0029_prediction_forecasts_scenarios_warnings_outcomes.sql (warnings_current: consequence, confidence, response_window, routed_to); apps/web/app/prediction/warnings/page.tsx; apps/api/test/int/phase4-acceptance.test.ts: D5/D6 · an indicator breach FLIPS the branch with a receipt and raises a warning to a named owner; D6 · a warning nobody acknowledged before its window closed is recorded as EXPIRED; e2e/phase4-prediction.demo.spec.ts: ACTION/STATE cases","No severity classes, policy-path approval, delivery channels or receipts, deduplication across warnings, suppression (OBJ-21), escalation drills or delivery/acknowledgment latency measurement; warnings arise only from indicator breaches",CAP-FW-02/03; JRN-07; C-033; MET-021..023; verification class in source: End-to-end product | release_status merged → branch-only from the evidence at 2e83945,v08.txt:page 64:L3630-L3660,branch+test
PR-26-002,V8,26 Early Warning System,64,"The product SHALL persist, expose, version, and reconcile warning, trigger, threshold, severity, confidence, evidence, affected objective, owner, recipients, acknowledgment, escalation, suppression, action, and closure; identity, owner, effective time, status, provenance, and policy SHALL remain explicit.",V08-F007,prediction,partial,passed:harness,branch-only,phase4,P4,"apps/api/migrations/0006_objects.sql (identity, owner, times, status, provenance, policy on every canonical object); apps/api/src/prediction/prediction.controller.ts (/warnings/*, /indicators/*); apps/api/migrations/0029_prediction_forecasts_scenarios_warnings_outcomes.sql (warnings_current: consequence, confidence, response_window, routed_to); apps/web/app/prediction/warnings/page.tsx; apps/api/test/int/phase4-acceptance.test.ts: D5/D6 · an indicator breach FLIPS the branch with a receipt and raises a warning to a named owner; D6 · a warning nobody acknowledged before its window closed is recorded as EXPIRED; e2e/phase4-prediction.demo.spec.ts: ACTION/STATE cases","Warning state, owner, window, acknowledgement persisted; no severity, recipients, delivery receipts or suppression",verification class in source: Control + accountable | release_status merged → branch-only from the evidence at 2e83945,v08.txt:page 64:L3641-L3660,branch+main+test
PR-26-003,V8,26 Early Warning System,64,"The product SHALL enforce this human-authority boundary: AI may detect and recommend; humans approve material warning policies, consequence-specific escalation, suppression exceptions, and institutional action.",V08-F007,prediction,partial,passed:harness,merged,phase4,P4,apps/api/src/policy/pdp.service.ts; apps/api/test/unit/pdp.test.ts; apps/api/test/int/gate22-authority-matrix.test.ts: no port succeeds on a role outside its grantee set,"The boundary 'AI may detect and recommend; humans approve material warning policies, consequence-specific escalation, suppression exceptions, and institutional action' is only approximated by coarse PDP roles; no named eligible authority, digest, expiry or separation record for this chapter's transi",verification class in source: Control + accountable,v08.txt:page 64:L3652-L3660,main+test
PR-26-004,V8,26 Early Warning System,65,"SaaS, Private Cloud, and On-Premise SHALL preserve identical outcome, object, human-authority, explanation, correction, export, replay, and failure semantics; operational variance SHALL be declared.",V08-F007,infrastructure,partial,unverified,branch-only,phase7,P7-D,docker-compose.yml (one local profile); infra/images/candidates/*.Dockerfile; .github/workflows/ci.yml: build-test,"One local Docker Compose profile only; no SaaS/Private Cloud/On-Premise deployment profiles, no golden-journey semantic diff across them, no declared operational variance (ch. 65, MET-035)",ADR-020; C-042; semantics are profile-independent by construction (single code path) but unproven | release_status merged → branch-only from the evidence at 2e83945,v08.txt:page 65:L3666-L3731,branch+main+test
PR-26-005,V8,26 Early Warning System,65,"When a trigger is late, noisy, duplicated, policy-filtered, unowned, unacknowledged, or unsupported by current evidence, the product SHALL declare warning quality, deduplicate, escalate by policy, preserve non-delivery evidence, and prevent unsupported severity or closure; it SHALL NOT represent unavailable, stale, unapproved, unsupported, or incomplete state as current and complete.",V08-F007,prediction,implemented,passed:harness,branch-only,phase4,P4,"apps/api/test/int/phase4-acceptance.test.ts: D6 · a warning nobody acknowledged before its window closed is recorded as EXPIRED, not left silently open; e2e/phase4-prediction.demo.spec.ts: STATE: a warning issued after its decision deadline is a MISSED DECISION; apps/web/components/ui.tsx (DegradedBanner, ErrorNote, TruthBadge, LifecycleBadge); apps/api/src/shared/degraded-store.ts; apps/api/test/int/phase1-fault-injection.test.ts",No degraded path for a lost delivery channel or recipient unavailability,"Stale/unavailable/synthetic state is labelled (TruthBadge, LifecycleBadge, DegradedBanner); verification class in source: Journey + fault test | release_status merged → branch-only from the evidence at 2e83945",v08.txt:page 65:L3675-L3731,branch+main+test
PR-26-006,V8,26 Early Warning System,65,"Acceptance SHALL demonstrate trigger and latency tests, escalation drills, delivery receipts, suppression controls, false-positive and missed-event analysis, and owner acceptance for the exact capability version, journey, role, tenant or domain, deployment, entitlement, data and model versions, configuration, consequence class, and period.",V08-F007,prediction,partial,unverified,branch-only,phase4,P4,"apps/api/src/prediction/prediction.controller.ts (/warnings/*, /indicators/*); apps/api/migrations/0029_prediction_forecasts_scenarios_warnings_outcomes.sql (warnings_current: consequence, confidence, response_window, routed_to); apps/web/app/prediction/warnings/page.tsx; apps/api/test/int/phase4-acceptance.test.ts: D5/D6 · an indicator breach FLIPS the branch with a receipt and raises a warning to a named owner; D6 · a warning nobody acknowledged before its window closed is recorded as EXPIRED; e2e/phase4-prediction.demo.spec.ts: ACTION/STATE cases","No scope-specific acceptance record binding capability version, journey, role, tenant/domain, deployment, entitlement, data/model versions, configuration, consequence class and period; no independent assurance or customer attestation (ADR-023); existing evidence is phase harness/browser/CI",AT-26; verification class in source: Control + accountable | release_status merged → branch-only from the evidence at 2e83945,v08.txt:page 65:L3686-L3731,branch+test
PR-27-001,V8,27 Risk Intelligence,66,"The Eye SHALL provide a governed, role-appropriate capability through which authorized users can identify, assess, connect, prioritize, monitor, mitigate, and learn from strategic risks against objectives, capabilities, dependencies, and risk appetite.",V08-F008,prediction,missing,unverified,none,omission,P4,,"Build risk intelligence: risk register with exposure, appetite, controls, mitigation, owner, residual exposure, aggregation rules and outcomes (CAP-FW-04, JRN-08, OBJ-22)",WS-09; C-026; verification class in source: End-to-end product,v08.txt:page 66:L3761-L3791,
PR-27-002,V8,27 Risk Intelligence,66,"The product SHALL persist, expose, version, and reconcile risk, category, cause, event, consequence, likelihood distribution, exposure, velocity, owner, appetite, control, mitigation, indicator, residual risk, and review; identity, owner, effective time, status, provenance, and policy SHALL remain explicit.",V08-F008,prediction,missing,unverified,none,omission,P4,,"No persisted state for this chapter; build the object model with identity, owner, effective time, status, provenance and policy together with the capability in PR-27-001",verification class in source: Control + accountable,v08.txt:page 66:L3772-L3791,
PR-27-003,V8,27 Risk Intelligence,66,"The product SHALL enforce this human-authority boundary: AI may estimate and recommend; accountable human risk owners accept assessments, appetite decisions, mitigation commitments, and residual risk.",V08-F008,prediction,missing,unverified,none,omission,P4,,"No capability exists to gate; when built, the boundary 'AI may estimate and recommend; accountable human risk owners accept assessments, appetite decisions, mitigation commitments, and residual risk' must be a PDP rule with named eligible authority, digest and audit",verification class in source: Control + accountable,v08.txt:page 66:L3783-L3791,
PR-27-004,V8,27 Risk Intelligence,67,"SaaS, Private Cloud, and On-Premise SHALL preserve identical outcome, object, human-authority, explanation, correction, export, replay, and failure semantics; operational variance SHALL be declared.",V08-F008,prediction,missing,unverified,none,omission,P7-D,,"Capability absent, so parity cannot be declared; when built, add the chapter's golden journey to the cross-profile conformance suite (ch. 65)",ADR-020; PAR catalog,v08.txt:page 67:L3797-L3864,
PR-27-005,V8,27 Risk Intelligence,67,"When risk is unowned, double-counted, stale, based on invalid dependencies, outside appetite, or expressed with false precision, the product SHALL show uncertainty and ownership gaps, constrain aggregate scores, escalate breaches, and preserve competing assessments; it SHALL NOT represent unavailable, stale, unapproved, unsupported, or incomplete state as current and complete.",V08-F008,prediction,missing,unverified,none,omission,P4,,"No continuity path exists for 'risk is unowned, double-counted, stale, based on invalid dependencies, outside appetite, or expressed with false precision'; build hold/expose/route behaviour with the capability",verification class in source: Journey + fault test,v08.txt:page 67:L3806-L3864,
PR-27-006,V8,27 Risk Intelligence,67,"Acceptance SHALL demonstrate risk taxonomy fixtures, aggregation and dependency tests, appetite breach workflow, calibration, mitigation tracking, and risk-owner acceptance for the exact capability version, journey, role, tenant or domain, deployment, entitlement, data and model versions, configuration, consequence class, and period.",V08-F008,prediction,missing,unverified,none,omission,P4,,No capability and no acceptance evidence; AT-27 cannot start,AT-27,v08.txt:page 67:L3818-L3864,
PR-28-001,V8,28 Opportunity Intelligence,68,"The Eye SHALL provide a governed, role-appropriate capability through which authorized users can discover, assess, compare, sponsor, monitor, and learn from strategic opportunities aligned to objectives and capabilities.",V08-F008,prediction,missing,unverified,none,omission,P4,apps/api/src/decision/packages/package.service.ts ('opportunity' as an option label only),"Build opportunity intelligence: hypotheses, value ranges, timing, options, challenge, sponsorship and outcome linkage (CAP-FW-05, JRN-09, OBJ-23)",WS-09; verification class in source: End-to-end product,v08.txt:page 68:L3893-L3931,branch
PR-28-002,V8,28 Opportunity Intelligence,68,"The product SHALL persist, expose, version, and reconcile opportunity, evidence, hypothesis, market or technology, value range, timing, dependencies, required capabilities, risks, sponsor, option, stage, decision, and outcome; identity, owner, effective time, status, provenance, and policy SHALL remain explicit.",V08-F008,prediction,missing,unverified,none,omission,P4,,"No persisted state for this chapter; build the object model with identity, owner, effective time, status, provenance and policy together with the capability in PR-28-001",verification class in source: Control + accountable,v08.txt:page 68:L3904-L3931,
PR-28-003,V8,28 Opportunity Intelligence,68,"The product SHALL enforce this human-authority boundary: AI may surface and model opportunities; humans choose sponsorship, capital, risk acceptance, commitments, and strategic direction.",V08-F008,prediction,missing,unverified,none,omission,P4,,"No capability exists to gate; when built, the boundary 'AI may surface and model opportunities; humans choose sponsorship, capital, risk acceptance, commitments, and strategic direction' must be a PDP rule with named eligible authority, digest and audit",verification class in source: Control + accountable,v08.txt:page 68:L3915-L3931,
PR-28-004,V8,28 Opportunity Intelligence,68,"SaaS, Private Cloud, and On-Premise SHALL preserve identical outcome, object, human-authority, explanation, correction, export, replay, and failure semantics; operational variance SHALL be declared.",V08-F008,prediction,missing,unverified,none,omission,P7-D,,"Capability absent, so parity cannot be declared; when built, add the chapter's golden journey to the cross-profile conformance suite (ch. 65)",ADR-020; PAR catalog,v08.txt:page 68:L3924-L3931,
PR-28-005,V8,28 Opportunity Intelligence,69,"When an opportunity is duplicative, speculative, misaligned, unowned, time-expired, or based on insufficient or biased evidence, the product SHALL retain it as a hypothesis or close it with reason, expose uncertainty and gaps, and prevent unsupported value claims; it SHALL NOT represent unavailable, stale, unapproved, unsupported, or incomplete state as current and complete.",V08-F008,prediction,missing,unverified,none,omission,P4,,"No continuity path exists for 'an opportunity is duplicative, speculative, misaligned, unowned, time-expired, or based on insufficient or biased evidence'; build hold/expose/route behaviour with the capability",verification class in source: Journey + fault test,v08.txt:page 69:L3937-L3994,
PR-28-006,V8,28 Opportunity Intelligence,69,"Acceptance SHALL demonstrate opportunity discovery tests, objective and capability linkage, option comparison, evidence challenge, sponsor workflow, and outcome attribution for the exact capability version, journey, role, tenant or domain, deployment, entitlement, data and model versions, configuration, consequence class, and period.",V08-F008,prediction,missing,unverified,none,omission,P4,,No capability and no acceptance evidence; AT-28 cannot start,AT-28,v08.txt:page 69:L3948-L3994,
PR-29-001,V8,29 Competitor Intelligence,70,"The Eye SHALL provide a governed, role-appropriate capability through which authorized users can maintain evidence-backed competitor profiles, strategies, products, capabilities, movements, dependencies, and comparative assessments across time. Evidence closure review Signed scope-specific acceptance record resolving release, configuration, versions, tests, conditions, and authorities.",V08-F008,prediction,missing,unverified,none,omission,P4,,"Build competitor intelligence workspace: temporal competitor profiles, comparative assessments, identity resolution of competitors, source diversity, alerts and replay (CAP-FW-06, JRN-10)",WS-10,v08.txt:page 70:L4023-L4061,
PR-29-002,V8,29 Competitor Intelligence,70,"The product SHALL persist, expose, version, and reconcile competitor, entity identity, product, market, capability, objective, action, event, claim, comparison basis, confidence, timeline, alert, and assessment; identity, owner, effective time, status, provenance, and policy SHALL remain explicit.",V08-F008,prediction,missing,unverified,none,omission,P4,,"No persisted state for this chapter; build the object model with identity, owner, effective time, status, provenance and policy together with the capability in PR-29-001",verification class in source: Control + accountable,v08.txt:page 70:L4034-L4061,
PR-29-003,V8,29 Competitor Intelligence,70,"The product SHALL enforce this human-authority boundary: AI may collect, resolve, compare, and propose interpretations; analysts approve material assessments and executives decide response.",V08-F008,prediction,missing,unverified,none,omission,P4,,"No capability exists to gate; when built, the boundary 'AI may collect, resolve, compare, and propose interpretations; analysts approve material assessments and executives decide response' must be a PDP rule with named eligible authority, digest and audit",verification class in source: Control + accountable,v08.txt:page 70:L4045-L4061,
PR-29-004,V8,29 Competitor Intelligence,70,"SaaS, Private Cloud, and On-Premise SHALL preserve identical outcome, object, human-authority, explanation, correction, export, replay, and failure semantics; operational variance SHALL be declared.",V08-F008,prediction,missing,unverified,none,omission,P7-D,,"Capability absent, so parity cannot be declared; when built, add the chapter's golden journey to the cross-profile conformance suite (ch. 65)",ADR-020; PAR catalog,v08.txt:page 70:L4054-L4061,
PR-29-005,V8,29 Competitor Intelligence,71,"When identity is mistaken, sources are correlated or manipulated, comparisons use incompatible definitions, or coverage becomes stale, the product SHALL mark the assessment limited, preserve conflicting evidence, suspend invalid comparisons, and route revalidation; it SHALL NOT represent unavailable, stale, unapproved, unsupported, or incomplete state as current and complete.",V08-F008,prediction,missing,unverified,none,omission,P4,,"No continuity path exists for 'identity is mistaken, sources are correlated or manipulated, comparisons use incompatible definitions, or coverage becomes stale'; build hold/expose/route behaviour with the capability",verification class in source: Journey + fault test,v08.txt:page 71:L4067-L4125,
PR-29-006,V8,29 Competitor Intelligence,71,"Acceptance SHALL demonstrate entity-resolution corpus, source- diversity tests, comparable-basis controls, temporal replay, analyst challenge, and decision-use evidence for the exact capability version, journey, role, tenant or domain, deployment, entitlement, data and model versions, configuration, consequence class, and period.",V08-F008,prediction,missing,unverified,none,omission,P4,,No capability and no acceptance evidence; AT-29 cannot start,AT-29,v08.txt:page 71:L4078-L4125,
PR-30-001,V8,30 Supply Chain Intelligence,72,"The Eye SHALL provide a governed, role-appropriate capability through which authorized users can map multi-tier supply networks, materials, products, facilities, routes, inventories, obligations, exposures, disruptions, and response options.",V08-F008,prediction,partial,passed:harness,branch-only,phase5,P4,apps/api/src/twin/models/supply-flow.ts; apps/api/migrations/0032_twin_registry.sql ('supply-chain' kind); apps/api/test/unit/phase5-supply-flow.test.ts; e2e/phase4-prediction.demo.spec.ts: TWINS: the NORDWERK twin shows its synthetic world,"No multi-tier network mapping, disruption detection, coverage limits or alternatives workspace; supply chain exists only as the single twin kind and its flow model on a synthetic company (docs/phase1/SYNTHETIC_COMPANY_SPEC.md)",CAP-FW-07; JRN-11; verification class in source: End-to-end product | release_status merged → branch-only from the evidence at 2e83945,v08.txt:page 72:L4155-L4185,branch+test
PR-30-002,V8,30 Supply Chain Intelligence,72,"The product SHALL persist, expose, version, and reconcile supplier, facility, part, product, shipment, route, inventory, capacity, dependency, event, risk, alternative, constraint, confidence, and temporal state; identity, owner, effective time, status, provenance, and policy SHALL remain explicit.",V08-F008,prediction,partial,passed:harness,branch-only,phase5,P4,"apps/api/migrations/0006_objects.sql (identity, owner, times, status, provenance, policy on every canonical object); apps/api/src/twin/models/supply-flow.ts; apps/api/migrations/0032_twin_registry.sql ('supply-chain' kind); apps/api/test/unit/phase5-supply-flow.test.ts; e2e/phase4-prediction.demo.spec.ts: TWINS: the NORDWERK twin shows its synthetic world","Twin elements for one supply-chain twin; no supplier network, tier, constraint or disruption objects",verification class in source: Control + accountable | release_status merged → branch-only from the evidence at 2e83945,v08.txt:page 72:L4166-L4185,branch+main+test
PR-30-003,V8,30 Supply Chain Intelligence,72,"The product SHALL enforce this human-authority boundary: AI may infer hidden dependencies and forecast disruption; humans validate sensitive relationships and decide supplier, inventory, routing, and contractual actions.",V08-F008,prediction,partial,passed:harness,merged,phase5,P4,apps/api/src/policy/pdp.service.ts; apps/api/test/unit/pdp.test.ts; apps/api/test/int/gate22-authority-matrix.test.ts: no port succeeds on a role outside its grantee set,"The boundary 'AI may infer hidden dependencies and forecast disruption; humans validate sensitive relationships and decide supplier, inventory, routing, and contractual actio' is only approximated by coarse PDP roles; no named eligible authority, digest, expiry or separation record for this chapter'",verification class in source: Control + accountable,v08.txt:page 72:L4177-L4185,main+test
PR-30-004,V8,30 Supply Chain Intelligence,73,"SaaS, Private Cloud, and On-Premise SHALL preserve identical outcome, object, human-authority, explanation, correction, export, replay, and failure semantics; operational variance SHALL be declared.",V08-F008,infrastructure,partial,unverified,branch-only,phase7,P7-D,docker-compose.yml (one local profile); infra/images/candidates/*.Dockerfile; .github/workflows/ci.yml: build-test,"One local Docker Compose profile only; no SaaS/Private Cloud/On-Premise deployment profiles, no golden-journey semantic diff across them, no declared operational variance (ch. 65, MET-035)",ADR-020; C-042; semantics are profile-independent by construction (single code path) but unproven | release_status merged → branch-only from the evidence at 2e83945,v08.txt:page 73:L4191-L4258,branch+main+test
