id,volume,chapter,page,clause,family_seed,capability_area,impl_status,verif_status,release_status,phase_origin,package,evidence,remaining_work,notes,source_ref,evidence_scope,cap_alias
L9-C04,V3,17 Decision Intelligence,43,"Evidence and Foresight Assembler Owns the evidence and foresight assembler capability inside Decision Intelligence, including contract validation, versioned behavior, operational evidence, and failure state.",V03-F010,decision,implemented,passed:harness,branch-only,phase6,P6,"migrations/0041:222 (dop_simulated_cites_run), :555 (propose_version completeness gate); test/int/phase6-decisions.test.ts:225,268","Assembles simulations and dissent; forecasts, scenarios, risks and prior decisions are not resolved into the information boundary",Volume 4 App A catalogues the same component; see v04.csv L9-C04,v03.txt:page 43:L1518-L1561,branch+test,
L9-C05,V3,17 Decision Intelligence,43,"Criteria, Trade-off, and Information-Value Engine Executes the governed criteria, trade-off, and information-value method against declared inputs and versions; returns results, uncertainty, evaluation, and lineage.",V03-F010,decision,partial,unverified,branch-only,phase6,P6,"migrations/0041 (options with criteria text); apps/api/src/executive/agents/agents.service.ts:250,253",Value of information is free text; trade-off/criteria engine and second-order validation absent,Volume 4 App A catalogues the same component; see v04.csv L9-C05 | passed:harness lacked a resolved test/CI pointer → unverified,v03.txt:page 43:L1521-L1561,branch,
L9-C06,V3,17 Decision Intelligence,43,"Recommendation and Explanation Service Owns the recommendation and explanation service capability inside Decision Intelligence, including contract validation, versioned behavior, operational evidence, and failure state.",V03-F010,decision,partial,passed:harness,branch-only,phase6,P6,"apps/api/src/executive/agents/agents.service.ts (three hard-coded agents, renderReport metered, provenance on outputs); test/int/phase6-agents.test.ts:52-224",Recommendations are template renders; no explanation service over criteria/evidence; decision agents never call the model gateway,Volume 4 App A catalogues the same component; see v04.csv L9-C06,v03.txt:page 43:L1527-L1561,branch+test,
L9-C07,V3,17 Decision Intelligence,43,"Approval, Dissent, and Override Workflow Coordinates durable approval, dissent, and override workflow transitions, human tasks, deadlines, separation of duties, challenge, and audit evidence.",V03-F010,decision,implemented,passed:harness,branch-only,phase6,P6,"apps/api/src/decision/approvals/approval.service.ts; migrations/0042:24,51,100,118,164,186,190,225; migrations/0041:242 (dissent); migrations/0043:103; migrations/0049:239,257; test/int/phase6-approvals.test.ts:45,59,91,105,141,154,208; test/unit/pdp-phase6-authority.test.ts",Conditional approvals stored but never evaluated (FULL_PRODUCT_DELIVERY_REGISTER §6); no override record type; no approval deadlines/escalation,Volume 4 App A catalogues the same component; see v04.csv L9-C07,v03.txt:page 43:L1531-L1561,branch+test,
L9-C08,V3,17 Decision Intelligence,43,"Decision Record and Commitment Service Owns the decision record and commitment service capability inside Decision Intelligence, including contract validation, versioned behavior, operational evidence, and failure state.",V03-F010,decision,implemented,passed:harness,branch-only,phase6,P6,"migrations/0043:33 (commit_package, C3 class, holds_role :129, committer != approver); apps/api/src/decision/clearance.ts:33-56; test/int/phase6-approvals.test.ts:141,154",No execution handoff interface for commitments (external execution gateway),Volume 4 App A catalogues the same component; see v04.csv L9-C08,v03.txt:page 43:L1535-L1561,branch+test,
L9-C09,V3,17 Decision Intelligence,43,"Monitoring Contract and Review Scheduler Measures monitoring contract and review scheduler health and fitness, emits decision-active quality state, and initiates exception or remediation workflow.",V03-F010,decision,implemented,passed:harness,branch-only,phase6,done,"apps/api/src/decision/monitoring/monitoring.service.ts; migrations/0045:21,42,74,221; migrations/0050 §1 (record_outcome); apps/api/src/executive/agents/agent-worker.service.ts (cadence reconciliation); test/int/phase6-monitoring.test.ts:53-190",,Volume 4 App A catalogues the same component; see v04.csv L9-C09,v03.txt:page 43:L1539-L1561,branch+test,
L10-C01,V3,18 Executive Operating System,45,"Executive Workspace and Responsibility Model Presents policy-filtered executive workspace and responsibility model products with evidence, uncertainty, authority, state, and required action intact.",V03-F011,executive-os,partial,passed:harness,branch-only,phase6,P6,"apps/api/src/executive/rooms/room.service.ts; migrations/0044:29-61 (rooms, members); apps/web/app/decisions/page.tsx; test/int/phase6-briefings.test.ts",No executive workspace or responsibility model (who owns which objective/commitment/warning); web surface is a decision list,Volume 4 App A catalogues the same component; see v04.csv L10-C01,v03.txt:page 45:L1609-L1640,branch+test,
L10-C02,V3,18 Executive Operating System,45,"Attention Policy and Materiality Engine Executes the governed attention policy and materiality method against declared inputs and versions; returns results, uncertainty, evaluation, and lineage.",V03-F011,executive-os,missing,unverified,none,omission,P6,,"No attention policy, materiality engine, prioritised attention queue or Strategic Health Score",Volume 4 App A catalogues the same component; see v04.csv L10-C02,v03.txt:page 45:L1614-L1640,,
L10-C03,V3,18 Executive Operating System,45,"Live Briefing Service Presents policy-filtered live briefing products with evidence, uncertainty, authority, state, and required action intact.",V03-F011,executive-os,implemented,passed:harness,branch-only,phase6,P6,apps/api/src/executive/briefings/briefing.service.ts; migrations/0044:81 (briefings); migrations/0050 (as-of source states with rights reconstruction); apps/web/app/decisions/briefings/page.tsx; test/int/phase6-briefings.test.ts:38-168,No audience policy per briefing; no offline briefing package,Volume 4 App A catalogues the same component; see v04.csv L10-C03,v03.txt:page 45:L1617-L1640,branch+test,
L10-C04,V3,18 Executive Operating System,45,"Decision and Scenario Rooms Presents policy-filtered decision and scenario rooms products with evidence, uncertainty, authority, state, and required action intact.",V03-F011,executive-os,partial,passed:harness,branch-only,phase6,P6,apps/api/src/executive/rooms/room.service.ts:24-58; migrations/0044:29-61; test/int/phase6-briefings.test.ts; test/int/phase6-agents.test.ts,Decision rooms only; no scenario rooms,Volume 4 App A catalogues the same component; see v04.csv L10-C04,v03.txt:page 45:L1619-L1640,branch+test,
L10-C05,V3,18 Executive Operating System,45,"Objective, Commitment, and Outcome Review Coordinates durable objective, commitment, and outcome review transitions, human tasks, deadlines, separation of duties, challenge, and audit evidence.",V03-F011,executive-os,partial,passed:harness,branch-only,phase6,P6,"migrations/0045:42 (decision.outcomes), :221 (close_package); migrations/0050 §1; apps/api/src/executive/rooms/room.service.ts:38 (review); test/int/phase6-monitoring.test.ts",Objective review (Strategy Graph OBJ) not connected to rooms; no SoD or deadline on reviews,Volume 4 App A catalogues the same component; see v04.csv L10-C05,v03.txt:page 45:L1622-L1640,branch+test,
L10-C06,V3,18 Executive Operating System,45,"Strategic Cadence Scheduler Coordinates strategic cadence scheduler lifecycle, admission, ordering, retries, budgets, escalation, completion, and observable state.",V03-F011,executive-os,implemented,passed:harness,branch-only,phase6,done,apps/api/src/executive/agents/agent-worker.service.ts (BullMQ cadence reconciliation); migrations/0044 cadence columns; test/int/phase6-agents.test.ts,,Volume 4 App A catalogues the same component; see v04.csv L10-C06,v03.txt:page 45:L1626-L1640,branch+test,
L10-C07,V3,18 Executive Operating System,45,"Notification and Escalation Service Owns the notification and escalation service capability inside Executive Operating System, including contract validation, versioned behavior, operational evidence, and failure state.",V03-F011,executive-os,missing,unverified,none,omission,P6,,"No notification transport, escalation chain, suppression or acknowledgement history",Volume 4 App A catalogues the same component; see v04.csv L10-C07,v03.txt:page 45:L1629-L1640,,
L10-C08,V3,18 Executive Operating System,45,"Role-Appropriate Access Modes Owns the role-appropriate access modes capability inside Executive Operating System, including contract validation, versioned behavior, operational evidence, and failure state.",V03-F011,executive-os,partial,unverified,branch-only,phase6,P7-E,apps/api/src/decision/clearance.ts:33-56 (read-time clearance); apps/api/src/policy/pdp.service.ts,"No role-appropriate access modes (mobile/offline/large display, executive vs analyst views)",Volume 4 App A catalogues the same component; see v04.csv L10-C08 | passed:harness lacked a resolved test/CI pointer → unverified,v03.txt:page 45:L1633-L1640,branch+main,
L10-C09,V3,18 Executive Operating System,45,"Executive Search and Explanation Owns the executive search and explanation capability inside Executive Operating System, including contract validation, versioned behavior, operational evidence, and failure state.",V03-F011,executive-os,partial,unverified,branch-only,phase3,P6,apps/api/src/graph/search/search.service.ts; apps/api/src/executive/briefings/briefing.service.ts (why-it-matters narrative),No executive search across rooms/briefings/decisions and no explanation service,Volume 4 App A catalogues the same component; see v04.csv L10-C09 | release_status merged → branch-only from the evidence at 2e83945 | passed:harness lacked a resolved test/CI pointer → unverified,v03.txt:page 45:L1637-L1640,branch+main,
L1-I01,V3,9 World Observation Layer,26,RegisterSource Command Creates or versions a governed source contract after authorization and rights checks.,V03-F003,observation,implemented,passed:harness,merged,phase1,done,apps/api/src/observation/observation.controller.ts; apps/api/src/observation/sources/sources.service.ts; test/int/phase1-acceptance.test.ts,,Volume 4 App C assigns payload/protocol; see v04.csv L1-I01,v03.txt:page 26:L752-L779,main+test,
L1-I02,V3,9 World Observation Layer,26,"Acquire Command / stream Collects content or state under contract, purpose, rate, and residency constraints.",V03-F003,observation,partial,passed:harness,merged,phase1,P1,apps/api/src/observation/acquisition/orchestrator.service.ts; apps/api/src/observation/acquisition/lifecycle.service.ts; migrations/0022:322-347 (attempt key); test/int/phase1-fault-injection.test.ts:578,No stream form; residency constraint not evaluated at acquisition; rate limits per contract not enforced,Volume 4 App C assigns payload/protocol; see v04.csv L1-I02,v03.txt:page 26:L754-L779,main+test,
L1-I03,V3,9 World Observation Layer,26,ObservationRecorded Domain event Announces an immutable observation and evidence reference.,V03-F003,observation,partial,passed:harness,merged,phase1,P1,"apps/api/src/objects/outbox.publisher.ts:74-96; migrations/0015_outbox_hardening.sql; test/int/gate22-outbox-hardening.test.ts:49,63,88,114",Outbox publishes at-least-once but no consumer subscribes to domain-events (CODEX_CORRECTION_PASS.md:91); no event schema version,Volume 4 App C assigns payload/protocol; see v04.csv L1-I03,v03.txt:page 26:L756-L779,main+test,
L1-I04,V3,9 World Observation Layer,26,"SourceHealthChanged Domain event Reports freshness, completeness, authenticity, latency, or coverage state changes.",V03-F003,observation,partial,unverified,merged,phase1,P1,apps/api/src/observation/coverage/coverage.service.ts,Health/coverage state is queryable but no SourceHealthChanged domain event is emitted,Volume 4 App C assigns payload/protocol; see v04.csv L1-I04 | passed:harness lacked a resolved test/CI pointer → unverified,v03.txt:page 26:L758-L779,main,
L1-I05,V3,9 World Observation Layer,26,"CorrectionReceived Domain event Introduces source correction, withdrawal, or supersession without destroying prior history.",V03-F003,observation,implemented,passed:harness,merged,phase1,P1,"apps/api/src/observation/corrections/corrections.service.ts; migrations/0022:1528,1555; test/int/phase1-acceptance.test.ts:702-805",Correction event has no subscriber beyond synchronous impact recording,Volume 4 App C assigns payload/protocol; see v04.csv L1-I05,v03.txt:page 26:L760-L779,main+test,
L2-I01,V3,10 Intelligence Layer,28,TransformEvidence Command Runs a declared transformation plan against immutable evidence.,V03-F004,intelligence,implemented,passed:harness,merged,phase2,done,apps/api/src/intelligence/intelligence.controller.ts; apps/api/src/intelligence/extraction/orchestrator.service.ts:156-171; test/int/phase2-acceptance.test.ts:363,,Volume 4 App C assigns payload/protocol; see v04.csv L2-I01,v03.txt:page 28:L860-L888,main+test,
L2-I02,V3,10 Intelligence Layer,28,"IntelligenceObject Proposed Domain event Publishes a claim, event, entity, relationship, or assessment candidate with lineage.",V03-F004,intelligence,partial,unverified,merged,phase2,P2,apps/api/src/pipeline/pipeline.service.ts (governed write of claims); migrations/0023:286,Claims only; entity/relationship/event/assessment candidates not published; no event consumer,Volume 4 App C assigns payload/protocol; see v04.csv L2-I02 | passed:harness lacked a resolved test/CI pointer → unverified,v03.txt:page 28:L863-L888,main,
L2-I03,V3,10 Intelligence Layer,28,ContradictionDetected Domain event Links incompatible assertions without collapsing them into a single truth state.,V03-F004,intelligence,missing,unverified,none,omission,P2,,No ContradictionDetected event; contradiction detection absent,Volume 4 App C assigns payload/protocol; see v04.csv L2-I03,v03.txt:page 28:L865-L888,,
L2-I04,V3,10 Intelligence Layer,28,"ReviewRequested Workflow event Routes ambiguous, high-impact, low-confidence, or policy- sensitive output to accountable humans.",V03-F004,intelligence,implemented,passed:harness,merged,phase2,done,"apps/api/src/intelligence/review/review.service.ts; migrations/0023:329,347; test/int/phase2-acceptance.test.ts:427,518",,Volume 4 App C assigns payload/protocol; see v04.csv L2-I04,v03.txt:page 28:L867-L888,main+test,
L2-I05,V3,10 Intelligence Layer,28,"TransformationEvaluated Domain event Records quality, safety, cost, latency, and fitness for the producing version.",V03-F004,intelligence,missing,unverified,none,omission,P2,,"No transformation-evaluation record (quality, safety, cost, latency, fitness) per producing version; gateway_calls (0023:158) log invocations only",Volume 4 App C assigns payload/protocol; see v04.csv L2-I05,v03.txt:page 28:L869-L888,,
L3-I01,V3,11 Enterprise Memory,30,"CommitMemory Command Persists a governed object version with policy, provenance, classification, and temporal metadata.",V03-F005,memory-graph,implemented,passed:harness,merged,phase0,done,"apps/api/src/pipeline/pipeline.service.ts:329-337; apps/api/src/pipeline/http.ts:104-145 (EnvelopeGuard); apps/api/src/objects/objects.controller.ts; test/acceptance/acceptance.test.ts:482,492,503",,Volume 4 App C assigns payload/protocol; see v04.csv L3-I01,v03.txt:page 30:L955-L982,main+test,
L3-I02,V3,11 Enterprise Memory,30,RetrieveContext Query Returns policy-filtered memory and explanation links for an explicit purpose.,V03-F005,memory-graph,partial,passed:harness,merged,phase3,P3,apps/api/src/graph/search/search.service.ts; test/int/phase3-acceptance.test.ts:762-804,No declared purpose on retrieval; no explanation links returned,Volume 4 App C assigns payload/protocol; see v04.csv L3-I02,v03.txt:page 30:L957-L982,main+test,
L3-I03,V3,11 Enterprise Memory,30,MemoryCorrected Domain event Versions a correction and identifies affected downstream objects.,V03-F005,memory-graph,implemented,passed:harness,merged,phase3,done,"apps/api/src/objects/objects.service.ts:91-121; migrations/0024:1306 (graph.record_impact); test/int/phase3-corrections.test.ts:322,468",,"Affected-downstream identification is synchronous via record_impact, not an event",v03.txt:page 30:L959-L982,main+test,
L3-I04,V3,11 Enterprise Memory,30,"RetentionActionDue Domain event Initiates archive, review, legal hold, deletion, or customer export workflow.",V03-F005,memory-graph,missing,unverified,none,omission,P3,,No RetentionActionDue event or retention workflow,Volume 4 App C assigns payload/protocol; see v04.csv L3-I04,v03.txt:page 30:L961-L982,,
L3-I05,V3,11 Enterprise Memory,30,"DeletionVerified Audit event Proves scope, authorization, execution, and residual references for a deletion action.",V03-F005,memory-graph,partial,passed:harness,branch-only,phase6,P3,"apps/api/src/observation/vault/vault.service.ts:233; apps/api/src/observation/acquisition/lifecycle.service.ts:80,1074; test/int/phase6-scheduled-corrections.test.ts:222",Tombstone with audit evidence but no residual-reference scan or scope/authorisation proof object,Volume 4 App C assigns payload/protocol; see v04.csv L3-I05,v03.txt:page 30:L963-L982,branch+main+test,
L4-I01,V3,12 Knowledge Graph,32,"ResolveIdentity Command / query Returns or proposes canonical identity with evidence, confidence, and stewardship state.",V03-F005,memory-graph,implemented,passed:harness,merged,phase3,done,"apps/api/src/graph/entities/resolver.service.ts; apps/api/src/graph/graph.controller.ts; test/int/phase3-acceptance.test.ts:377,460,474",,Volume 4 App C assigns payload/protocol; see v04.csv L4-I01,v03.txt:page 32:L1055-L1072,main+test,
L4-I02,V3,12 Knowledge Graph,32,"CommitGraphRevision Command Applies an atomic, validated node, edge, ontology, and provenance change set.",V03-F005,memory-graph,partial,unverified,merged,phase3,P3,apps/api/src/graph/edges/edges.service.ts; migrations/0025:137,Edges commit individually; no atomic multi-object Graph Revision (GRV) or ontology change set,Volume 4 App C assigns payload/protocol; see v04.csv L4-I02 | passed:harness lacked a resolved test/CI pointer → unverified,v03.txt:page 32:L1057-L1072,main,
L4-I03,V3,12 Knowledge Graph,32,"GraphChanged Domain event Publishes affected identities, relationships, temporal scopes, and downstream subscriptions.",V03-F005,memory-graph,partial,unverified,merged,phase3,P3,"migrations/0024:519,1306; apps/api/src/graph/strategy/impact.service.ts:401-527",Affected identities recorded synchronously; no published GraphChanged event with subscriptions,Volume 4 App C assigns payload/protocol; see v04.csv L4-I03 | passed:harness lacked a resolved test/CI pointer → unverified,v03.txt:page 32:L1059-L1072,main,
L4-I04,V3,12 Knowledge Graph,32,"TraverseContext Query Returns policy-filtered paths with provenance, time, truth state, and confidence.",V03-F005,memory-graph,implemented,passed:harness,merged,phase3,done,"apps/api/src/graph/graph.controller.ts:48-58,417,500,561; test/int/phase3-acceptance.test.ts:657,692,730; test/unit/codex-corrections.test.ts:395",,Volume 4 App C assigns payload/protocol; see v04.csv L4-I04,v03.txt:page 32:L1061-L1072,main+test,
L4-I05,V3,12 Knowledge Graph,32,"OntologyChange Proposed Workflow event Initiates compatibility, migration, domain, and governance review.",V03-F005,memory-graph,missing,unverified,none,omission,P3,,No ontology registry or change workflow,Volume 4 App C assigns payload/protocol; see v04.csv L4-I05,v03.txt:page 32:L1064-L1072,,
L5-I01,V3,13 Digital Twins,35,"CreateTwinDefinition Command Declares boundary, identity, evidence, behaviors, owners, validation, and limitations.",V03-F006,twin-simulation,implemented,passed:harness,branch-only,phase5,done,apps/api/src/twin/twins/twin.service.ts; migrations/0032:99-126; test/int/phase5-twins.test.ts:109-287,,Volume 4 App C assigns payload/protocol; see v04.csv L5-I01,v03.txt:page 35:L1155-L1182,branch+test,
L5-I02,V3,13 Digital Twins,35,ReconcileTwin Command Produces a new observed-state snapshot from evidence and graph revisions.,V03-F006,twin-simulation,implemented,passed:harness,branch-only,phase5,P5,"migrations/0034:23,135-205; migrations/0035:446,555; test/int/phase5-propagation.test.ts:92,133",Reconciliation triggered by graph/evidence corrections; no scheduled reconciliation,Volume 4 App C assigns payload/protocol; see v04.csv L5-I02,v03.txt:page 35:L1157-L1182,branch+test,
L5-I03,V3,13 Digital Twins,35,BranchTwin Command Creates an isolated synthetic branch for scenario or simulation use.,V03-F006,twin-simulation,implemented,passed:harness,branch-only,phase5,done,apps/api/src/twin/twins/twin.service.ts (branches/forks); migrations/0032:163; test/int/phase5-twins.test.ts,,Volume 4 App C assigns payload/protocol; see v04.csv L5-I03,v03.txt:page 35:L1159-L1182,branch+test,
L5-I04,V3,13 Digital Twins,35,"TwinStateChanged Domain event Publishes version, changed variables, confidence, freshness, and dependency impacts.",V03-F006,twin-simulation,partial,unverified,branch-only,phase5,P5,"migrations/0035:446,555 (propagation to dependants)",Synchronous propagation; no TwinStateChanged event with changed variables/confidence/freshness,Volume 4 App C assigns payload/protocol; see v04.csv L5-I04 | passed:harness lacked a resolved test/CI pointer → unverified,v03.txt:page 35:L1161-L1182,branch,
L5-I05,V3,13 Digital Twins,35,ValidateTwin Command / event Evaluates state and model fitness inside the declared operating envelope.,V03-F006,twin-simulation,partial,unverified,branch-only,phase5,P5,migrations/0032:229 (health),No model-fitness validation inside a declared operating envelope,Volume 4 App C assigns payload/protocol; see v04.csv L5-I05 | passed:harness lacked a resolved test/CI pointer → unverified,v03.txt:page 35:L1163-L1182,branch,
L6-I01,V3,14 Prediction Engine,37,"RequestForecast Command Creates or refreshes a forecast under a declared objective, target, horizon, context, and policy.",V03-F007,prediction,implemented,passed:harness,branch-only,phase4,done,apps/api/src/prediction/prediction.controller.ts; apps/api/src/prediction/forecasting/forecasting.service.ts:213-228; test/int/phase4-acceptance.test.ts:487,,Volume 4 App C assigns payload/protocol; see v04.csv L6-I01,v03.txt:page 37:L1248-L1275,branch+test,
L6-I02,V3,14 Prediction Engine,37,"ForecastProduced Domain event Publishes distribution, confidence, calibration, drivers, lineage, and expiry.",V03-F007,prediction,partial,unverified,branch-only,phase4,P4,migrations/0029:75 (forecast_events); apps/api/src/prediction/forecasting/forecasting.service.ts:213-228,Package published to store; no domain event consumed by scenarios/warnings,Volume 4 App C assigns payload/protocol; see v04.csv L6-I02 | passed:harness lacked a resolved test/CI pointer → unverified,v03.txt:page 37:L1250-L1275,branch,
L6-I03,V3,14 Prediction Engine,37,"ForecastFitnessChanged Domain event Signals drift, calibration failure, data shift, or operating- envelope breach.",V03-F007,prediction,partial,unverified,branch-only,phase4,P4,"apps/api/src/prediction/forecasting/forecasting.service.ts:115,120,125,180-183 (refusals, validation_impossible)",No drift/calibration-failure signal after issuance,Volume 4 App C assigns payload/protocol; see v04.csv L6-I03 | passed:harness lacked a resolved test/CI pointer → unverified,v03.txt:page 37:L1252-L1275,branch,
L6-I04,V3,14 Prediction Engine,37,BacktestForecast Command Evaluates historical versions without contaminating prior decision context.,V03-F007,prediction,implemented,passed:harness,branch-only,phase4,done,"apps/api/src/prediction/forecasting/forecasting.service.ts:66,276; migrations/0030:25,31-33; test/int/phase4-corrections-historical.test.ts",,Volume 4 App C assigns payload/protocol; see v04.csv L6-I04,v03.txt:page 37:L1254-L1275,branch+test,
L6-I05,V3,14 Prediction Engine,37,"ForecastWithdrawn Domain event Marks a version unfit and propagates impact to scenarios, warnings, simulations, and decisions.",V03-F007,prediction,partial,unverified,branch-only,phase4,P4,migrations/0029 ~475-520 (attention_state on correction); migrations/0036:81-102 (scenario as-of binding),Withdrawal marks attention_state only; impact not propagated to warnings/simulations/decisions as an event,Volume 4 App C assigns payload/protocol; see v04.csv L6-I05 | passed:harness lacked a resolved test/CI pointer → unverified,v03.txt:page 37:L1256-L1275,branch,
L7-I01,V3,15 Scenario Intelligence,39,"CreateScenario Command Declares baseline, branch logic, assumptions, drivers, owners, indicators, and review policy.",V03-F008,prediction,implemented,passed:harness,branch-only,phase4,done,apps/api/src/prediction/scenarios/scenarios.service.ts; migrations/0029:238-257; test/int/phase4-acceptance.test.ts:573,,Volume 4 App C assigns payload/protocol; see v04.csv L7-I01,v03.txt:page 39:L1346-L1374,branch+test,
L7-I02,V3,15 Scenario Intelligence,39,"BranchScenario Command Creates a versioned upside, downside, disruption, or user- defined alternative.",V03-F008,prediction,partial,unverified,branch-only,phase4,P4,"migrations/0029:321-353 (branches_current, three kinds)",No disruption or user-defined branch kinds,Volume 4 App C assigns payload/protocol; see v04.csv L7-I02 | passed:harness lacked a resolved test/CI pointer → unverified,v03.txt:page 39:L1348-L1374,branch,
L7-I03,V3,15 Scenario Intelligence,39,ScenarioIndicator Changed Domain event Updates branch relevance when a monitored signpost moves.,V03-F008,prediction,implemented,passed:harness,branch-only,phase4,done,"apps/api/src/prediction/scenarios/scenarios.service.ts:181-230,219-226 (owedFlips); migrations/0037; test/int/phase5-corrections.test.ts:256,288",,Volume 4 App C assigns payload/protocol; see v04.csv L7-I03,v03.txt:page 39:L1351-L1374,branch+test,
L7-I04,V3,15 Scenario Intelligence,39,"ScenarioCoherence Failed Domain event Identifies internal inconsistency, invalid assumption, or incompatible dependency.",V03-F008,prediction,partial,passed:harness,branch-only,phase4,P4,"apps/api/src/prediction/scenarios/scenarios.service.ts:61,66; test/unit/phase5-refusals.test.ts:57",Structural refusal only; no coherence-failure event covering assumptions/dependencies,Volume 4 App C assigns payload/protocol; see v04.csv L7-I04,v03.txt:page 39:L1353-L1374,branch+test,
L7-I05,V3,15 Scenario Intelligence,39,"ScenarioReviewed Workflow event Records human review, dissent, continuation, retirement, or promotion to simulation.",V03-F008,prediction,missing,unverified,none,omission,P4,,"No scenario review workflow event (dissent, continuation, retirement, promotion to simulation)",Volume 4 App C assigns payload/protocol; see v04.csv L7-I05,v03.txt:page 39:L1355-L1374,,
L8-I01,V3,16 Simulation Engine,41,"SubmitExperiment Command Validates declared state, versions, constraints, budgets, policy, and expected outputs.",V03-F009,twin-simulation,implemented,passed:harness,branch-only,phase5,done,"apps/api/src/twin/simulations/simulation.service.ts:312-352; migrations/0036:23,57; test/int/phase5-simulations.test.ts:81",,Volume 4 App C assigns payload/protocol; see v04.csv L8-I01,v03.txt:page 41:L1439-L1466,branch+test,
L8-I02,V3,16 Simulation Engine,41,"SimulationStarted Domain event Records resolved artifacts, execution identity, environment, seed, and run state.",V03-F009,twin-simulation,partial,unverified,branch-only,phase5,P5,migrations/0033:30-107 (run_events),Run records exist; no SimulationStarted domain event or environment capture beyond digest,Volume 4 App C assigns payload/protocol; see v04.csv L8-I02 | passed:harness lacked a resolved test/CI pointer → unverified,v03.txt:page 41:L1441-L1466,branch,
L8-I03,V3,16 Simulation Engine,41,"SimulationCompleted Domain event Publishes outputs, impacts, uncertainty, sensitivity, validation, and resource evidence.",V03-F009,twin-simulation,partial,unverified,branch-only,phase5,P5,migrations/0033:47-107; apps/api/src/twin/simulations/simulation.service.ts:147-188,Outputs and sensitivity stored; no resource evidence or consumed domain event,Volume 4 App C assigns payload/protocol; see v04.csv L8-I03 | passed:harness lacked a resolved test/CI pointer → unverified,v03.txt:page 41:L1443-L1466,branch,
L8-I04,V3,16 Simulation Engine,41,"ChallengeSimulation Workflow command Re-runs or disputes assumptions, models, constraints, and interpretation.",V03-F009,twin-simulation,partial,unverified,branch-only,phase5,P5,"apps/api/src/twin/simulations/reproduce-worker.ts; migrations/0033:131,148",Reproduction re-run only; no dispute/challenge of assumptions or interpretation as a workflow,Volume 4 App C assigns payload/protocol; see v04.csv L8-I04 | passed:harness lacked a resolved test/CI pointer → unverified,v03.txt:page 41:L1445-L1466,branch,
L8-I05,V3,16 Simulation Engine,41,SimulationInvalidated Domain event Marks results unfit and identifies dependent decision packages.,V03-F009,twin-simulation,partial,passed:harness,branch-only,phase5,P5,"migrations/0041:222 (dop_simulated_cites_run); test/int/phase5-corrections.test.ts:372,388,397",Dependent decision packages are linked but not marked when a run is invalidated,Volume 4 App C assigns payload/protocol; see v04.csv L8-I05,v03.txt:page 41:L1447-L1466,branch+test,
L9-I01,V3,17 Decision Intelligence,43,"OpenDecision Command Declares question, accountable authority, scope, objectives, options, stakeholders, and required evidence.",V03-F010,decision,implemented,passed:harness,branch-only,phase6,done,apps/api/src/decision/decision.controller.ts; apps/api/src/decision/packages/package.service.ts; migrations/0041:65; test/int/phase6-decisions.test.ts:111,,Volume 4 App C assigns payload/protocol; see v04.csv L9-I01,v03.txt:page 43:L1545-L1561,branch+test,
L9-I02,V3,17 Decision Intelligence,43,"DecisionPackageReady Domain event Publishes a complete reviewable package with uncertainty, alternatives, dissent, and provenance.",V03-F010,decision,implemented,passed:harness,branch-only,phase6,done,"migrations/0041:555 (propose_version completeness gate); test/int/phase6-decisions.test.ts:225,268",,Volume 4 App C assigns payload/protocol; see v04.csv L9-I02,v03.txt:page 43:L1547-L1561,branch+test,
L9-I03,V3,17 Decision Intelligence,43,"ApproveDecision Human command Records authenticated approval, rationale, obligations, overrides, and commitment state.",V03-F010,decision,implemented,passed:harness,branch-only,phase6,P6,"migrations/0042:164 (record_approval), :186,:190; test/int/phase6-approvals.test.ts:45-208",Conditions recorded but not evaluated; overrides not a distinct record,Volume 4 App C assigns payload/protocol; see v04.csv L9-I03,v03.txt:page 43:L1549-L1561,branch+test,
L9-I04,V3,17 Decision Intelligence,43,"DecisionCommitted Domain event Activates commitments, execution handoff, monitoring conditions, and replay snapshot.",V03-F010,decision,implemented,passed:harness,branch-only,phase6,done,"migrations/0043:33 (commit_package), :178 (replay_layers); migrations/0045:74 (evaluate_conditions); test/int/phase6-approvals.test.ts:141,154; test/int/phase6-replay.test.ts:76",,Volume 4 App C assigns payload/protocol; see v04.csv L9-I04,v03.txt:page 43:L1551-L1561,branch+test,
L9-I05,V3,17 Decision Intelligence,43,"DecisionReopened Workflow event Re-enters the decision lifecycle when evidence, assumptions, policy, or monitoring conditions change.",V03-F010,decision,partial,unverified,branch-only,phase6,P6,migrations/0042:186 (stale-context approval block); migrations/0043:103 (post-commit revocation history); migrations/0045:21 (condition_breaches),No reopen transition: breaches and stale context are recorded but the package is not re-entered into the lifecycle,Volume 4 App C assigns payload/protocol; see v04.csv L9-I05 | passed:harness lacked a resolved test/CI pointer → unverified,v03.txt:page 43:L1553-L1561,branch,
L10-I01,V3,18 Executive Operating System,46,"PublishBriefing Command Creates a live briefing bound to evidence, changes, objectives, decisions, and audience policy.",V03-F011,executive-os,implemented,passed:harness,branch-only,phase6,done,apps/api/src/executive/briefings/briefing.service.ts; migrations/0044:81; test/int/phase6-briefings.test.ts:38-168,,Volume 4 App C assigns payload/protocol; see v04.csv L10-I01,v03.txt:page 46:L1645-L1673,branch+test,
