id,volume,chapter,page,clause,family_seed,capability_area,impl_status,verif_status,release_status,phase_origin,package,evidence,remaining_work,notes,source_ref,evidence_scope
IA-22-006,V6,"22 Resource Scheduling, Quotas, and Admission",55,"Production admission and continued operation SHALL require overload games, fairness and starvation analysis, quota isolation, priority inversion tests, and signed admission-policy review, bound to the exact artifacts, configuration, topology, customer scope, deployment profile, and period under review.",V06-F004,infrastructure,missing,unverified,none,omission,P7-D,,"No production admission gate binds overload games, fairness and starvation analysis, quota isolation, priority inversion tests, and signed admission-policy review to exact artifacts, configuration, topology, customer scope, profile and period; CI binds gate evidence to a commit SHA and run attempt o","Vol 6 App N anchors: C-004, C-006, C-035, C-038, C-041; V4:9, V4:13, V4:21, V4:58, V4:59; V5:19, V5:22, V5:31, V5:63, V5:68",v06.txt:page 11:L355,
IA-23-001,V6,23 Network Architecture and Segmentation,57,"The infrastructure realization of Network Architecture and Segmentation SHALL partition connectivity by trust, tenant, domain, plane, environment, workload class, data sensitivity, and external reachability.",V06-F005,infrastructure,missing,unverified,none,omission,P7-D,"docker-compose.yml (digest-pinned postgres/redis, loopback only, required env, local-dev profile per EXC-P0-004)","Loopback-only binding of Postgres/Redis is the only segmentation; no trust zones (Vol 6 App D), tenant/domain/plane/environment/workload-class segmentation","Not scheduled in any phase of docs/the-eye-master-build-prompt.md (stack: Docker Compose for local dev, GitHub Actions CI); owner package P7-D.; Vol 6 App N anchors: C-007, C-030, C-034, C-036, C-049; V4:13, V4:49, V4:53, V4:54, V4:60; V5:21, V5:36, V5:60, V5:65",v06.txt:page 57:L3182,main
IA-23-002,V6,23 Network Architecture and Segmentation,57,"Every production instance SHALL declare and continuously reconcile network zone, segment, route domain, policy, attachment, flow identity, inspection state, and approved exception through versioned desired state, observed state, ownership, and audit evidence.",V06-F005,infrastructure,missing,unverified,none,omission,P7-D,,"No versioned desired-state/observed-state reconciliation for: network zone, segment, route domain, policy, attachment, flow identity, inspection state, and approved exception. Add an infrastructure manifest (Vol 6 App H), an observed-state inventory and audit evidence of reconciliation","Vol 6 App N anchors: C-007, C-030, C-034, C-036, C-049; V4:13, V4:49, V4:53, V4:54, V4:60; V5:21, V5:36, V5:60, V5:65",v06.txt:page 10:L305,
IA-23-003,V6,23 Network Architecture and Segmentation,57,The implementation SHALL enforce this boundary: network location is never sufficient identity; every permitted flow requires authenticated workload context and policy.,V06-F005,infrastructure,partial,passed:harness,merged,phase0,P7-D,apps/api/src/pipeline/pipeline.service.ts (every request authenticated; no network-location trust); test/int/gate22-authority-matrix.test.ts,Holds for API requests; Postgres and Redis accept any loopback process presenting the credential,"Vol 6 App N anchors: C-007, C-030, C-034, C-036, C-049; V4:13, V4:49, V4:53, V4:54, V4:60; V5:21, V5:36, V5:60, V5:65",v06.txt:page 10:L317,main+test
IA-23-004,V6,23 Network Architecture and Segmentation,57,"SaaS, Private Cloud, and On-Premise SHALL preserve the same authority, state, isolation, failure, recovery, evidence, replay, and human-decision semantics for Network Architecture and Segmentation.",V06-F005,infrastructure,missing,unverified,none,omission,P7-D,"docker-compose.yml (digest-pinned postgres/redis, loopback only, required env, local-dev profile per EXC-P0-004); apps/api/src/policy/pdp.service.ts (environment.deployment hard-coded local-dev)","Only the local-dev profile exists; no SaaS, Private Cloud or On-Premise profile and no shared conformance fixtures proving identical semantics for this chapter","Cross-volume: V0 C-042 (deployment semantic parity); V3 Ch 39–43; V4 Ch 14.; Vol 6 App N anchors: C-007, C-030, C-034, C-036, C-049; V4:13, V4:49, V4:53, V4:54, V4:60; V5:21, V5:36, V5:60, V5:65",v06.txt:page 10:L327,main
IA-23-005,V6,23 Network Architecture and Segmentation,58,"When segmentation state diverges, an unknown route appears, or east-west exposure exceeds the declared graph, the platform SHALL deny or isolate suspect flows, preserve flow evidence, reconcile desired and actual state, and assess lateral impact; it SHALL NOT infer healthy, complete, current, authorized, or recovered state.",V06-F005,infrastructure,missing,unverified,none,omission,P7-D,,"No segmentation desired/actual state, flow evidence or lateral-impact assessment","Vol 6 App N anchors: C-007, C-030, C-034, C-036, C-049; V4:13, V4:49, V4:53, V4:54, V4:60; V5:21, V5:36, V5:60, V5:65",v06.txt:page 57:L3177,
IA-23-006,V6,23 Network Architecture and Segmentation,58,"Production admission and continued operation SHALL require reachability matrices, deny-by-default probes, route-drift detection, lateral-movement exercises, and policy attestation, bound to the exact artifacts, configuration, topology, customer scope, deployment profile, and period under review.",V06-F005,infrastructure,missing,unverified,none,omission,P7-D,,"No production admission gate binds reachability matrices, deny-by-default probes, route-drift detection, lateral-movement exercises, and policy attestation to exact artifacts, configuration, topology, customer scope, profile and period; CI binds gate evidence to a commit SHA and run attempt only","Vol 6 App N anchors: C-007, C-030, C-034, C-036, C-049; V4:13, V4:49, V4:53, V4:54, V4:60; V5:21, V5:36, V5:60, V5:65",v06.txt:page 11:L355,
IA-24-001,V6,"24 Ingress, API, and Access Edge",59,"The infrastructure realization of Ingress, API, and Access Edge SHALL terminate external access through authenticated, rategoverned, policy-enforced, observable, and resilient ingress points.",V06-F005,infrastructure,partial,unverified,merged,phase0,P7-D,"apps/api/src/pipeline/http.ts; apps/api/src/pipeline/pipeline.service.ts (authenticated, policy-enforced, request evidence); apps/api/src/audit/audit.service.ts intake (rate-limited security-audit intake with restart-durable suppression accounting)","No TLS termination, no request rate governance, no resilient ingress; plain HTTP on a local port with a CORS allowlist","Vol 6 App N anchors: C-007, C-020, C-030, C-035, C-049; V4:15, V4:16, V4:20, V4:49, V4:60; V5:7, V5:16, V5:20, V5:60 | passed:harness lacked a resolved test/CI pointer → unverified",v06.txt:page 59:L3312,main
IA-24-002,V6,"24 Ingress, API, and Access Edge",59,"Every production instance SHALL declare and continuously reconcile edge endpoint, certificate, route, API contract, identity method, policy, rate class, protection profile, and health through versioned desired state, observed state, ownership, and audit evidence.",V06-F005,infrastructure,missing,unverified,none,omission,P7-D,,"No versioned desired-state/observed-state reconciliation for: edge endpoint, certificate, route, API contract, identity method, policy, rate class, protection profile, and health. Add an infrastructure manifest (Vol 6 App H), an observed-state inventory and audit evidence of reconciliation","Vol 6 App N anchors: C-007, C-020, C-030, C-035, C-049; V4:15, V4:16, V4:20, V4:49, V4:60; V5:7, V5:16, V5:20, V5:60",v06.txt:page 10:L305,
IA-24-003,V6,"24 Ingress, API, and Access Edge",59,"The implementation SHALL enforce this boundary: ingress may validate and route but cannot reinterpret canonical contracts, authorize final decisions, or conceal downstream partial failure.",V06-F005,infrastructure,partial,passed:harness,merged,phase0,P7-D,packages/contracts/src/envelope.ts (canonical envelope validated at ingress); test/int/adversarial.test.ts,"Ingress cannot reinterpret contracts (validated envelope, fail-closed pipeline); downstream partial-failure exposure limited to the degraded readiness state","Vol 6 App N anchors: C-007, C-020, C-030, C-035, C-049; V4:15, V4:16, V4:20, V4:49, V4:60; V5:7, V5:16, V5:20, V5:60",v06.txt:page 10:L317,main+test
IA-24-004,V6,"24 Ingress, API, and Access Edge",59,"SaaS, Private Cloud, and On-Premise SHALL preserve the same authority, state, isolation, failure, recovery, evidence, replay, and human-decision semantics for Ingress, API, and Access Edge.",V06-F005,infrastructure,missing,unverified,none,omission,P7-D,"docker-compose.yml (digest-pinned postgres/redis, loopback only, required env, local-dev profile per EXC-P0-004); apps/api/src/policy/pdp.service.ts (environment.deployment hard-coded local-dev)","Only the local-dev profile exists; no SaaS, Private Cloud or On-Premise profile and no shared conformance fixtures proving identical semantics for this chapter","Cross-volume: V0 C-042 (deployment semantic parity); V3 Ch 39–43; V4 Ch 14.; Vol 6 App N anchors: C-007, C-020, C-030, C-035, C-049; V4:15, V4:16, V4:20, V4:49, V4:60; V5:7, V5:16, V5:20, V5:60",v06.txt:page 10:L327,main
IA-24-005,V6,"24 Ingress, API, and Access Edge",60,"When identity, certificate, gateway, protection, or downstream route becomes unavailable or suspect, the platform SHALL fail closed for protected access, preserve idempotency and request evidence, and expose retriable, denied, or degraded state explicitly; it SHALL NOT infer healthy, complete, current, authorized, or recovered state.",V06-F005,infrastructure,partial,passed:harness,merged,phase0,P7-D,apps/api/src/shared/degraded-store.ts; apps/api/src/health/health.controller.ts (/readyz degraded never healthy); apps/api/src/health/degraded-reconciliation.service.ts; migrations/0020_governed_degraded_recovery.sql; test/int/gate22-degraded-recovery.test.ts; packages/contracts/src/envelope.ts (idempotency_key on the header),Fail-closed on audit/evidence unavailability with explicit degraded state; no certificate/gateway/protection/route failure handling,"Vol 6 App N anchors: C-007, C-020, C-030, C-035, C-049; V4:15, V4:16, V4:20, V4:49, V4:60; V5:7, V5:16, V5:20, V5:60",v06.txt:page 59:L3307,main+test
IA-24-006,V6,"24 Ingress, API, and Access Edge",60,"Production admission and continued operation SHALL require protocol conformance, abuse and rate tests, certificate rotation, gateway failover, request replay, and policy traces, bound to the exact artifacts, configuration, topology, customer scope, deployment profile, and period under review.",V06-F005,infrastructure,missing,unverified,none,omission,P7-D,,"No production admission gate binds protocol conformance, abuse and rate tests, certificate rotation, gateway failover, request replay, and policy traces to exact artifacts, configuration, topology, customer scope, profile and period; CI binds gate evidence to a commit SHA and run attempt only","Vol 6 App N anchors: C-007, C-020, C-030, C-035, C-049; V4:15, V4:16, V4:20, V4:49, V4:60; V5:7, V5:16, V5:20, V5:60",v06.txt:page 11:L355,
IA-25-001,V6,25 Service-to-Service Connectivity,61,"The infrastructure realization of Service-to-Service Connectivity SHALL connect workloads through mutually authenticated, policy-authorized, version-aware, observable service identities.",V06-F005,infrastructure,missing,unverified,none,omission,P7-D,,"Single-process monolith: no service identities, mutual authentication, version-aware discovery or encrypted transport between services","Not scheduled in any phase of docs/the-eye-master-build-prompt.md (stack: Docker Compose for local dev, GitHub Actions CI); owner package P7-D.; Vol 6 App N anchors: C-007, C-020, C-030, C-035, C-049; V4:11, V4:15, V4:23, V4:49, V4:53; V5:16, V5:17, V5:21, V5:36",v06.txt:page 61:L3440,
IA-25-002,V6,25 Service-to-Service Connectivity,61,"Every production instance SHALL declare and continuously reconcile workload identity, service endpoint, trust domain, contract version, authorization decision, connection, and telemetry state through versioned desired state, observed state, ownership, and audit evidence.",V06-F005,infrastructure,missing,unverified,none,omission,P7-D,,"No versioned desired-state/observed-state reconciliation for: workload identity, service endpoint, trust domain, contract version, authorization decision, connection, and telemetry state. Add an infrastructure manifest (Vol 6 App H), an observed-state inventory and audit evidence of reconciliation","Vol 6 App N anchors: C-007, C-020, C-030, C-035, C-049; V4:11, V4:15, V4:23, V4:49, V4:53; V5:16, V5:17, V5:21, V5:36",v06.txt:page 10:L305,
IA-25-003,V6,25 Service-to-Service Connectivity,61,"The implementation SHALL enforce this boundary: service discovery and encryption establish transport; owning services remain responsible for object, purpose, tenant, and consequence authorization.",V06-F005,infrastructure,partial,unverified,merged,phase0,P7-D,"apps/api/src/policy/pdp.service.ts (default deny, INDETERMINATE->deny, obligations, consequence class); apps/api/src/pipeline/pipeline.service.ts (object/purpose/tenant/consequence authorization by the owning module)",Owning-module authorization exists; there is no transport layer of service identities to keep separate from it,"Vol 6 App N anchors: C-007, C-020, C-030, C-035, C-049; V4:11, V4:15, V4:23, V4:49, V4:53; V5:16, V5:17, V5:21, V5:36 | passed:harness lacked a resolved test/CI pointer → unverified",v06.txt:page 10:L317,main
IA-25-004,V6,25 Service-to-Service Connectivity,61,"SaaS, Private Cloud, and On-Premise SHALL preserve the same authority, state, isolation, failure, recovery, evidence, replay, and human-decision semantics for Service-to-Service Connectivity.",V06-F005,infrastructure,missing,unverified,none,omission,P7-D,"docker-compose.yml (digest-pinned postgres/redis, loopback only, required env, local-dev profile per EXC-P0-004); apps/api/src/policy/pdp.service.ts (environment.deployment hard-coded local-dev)","Only the local-dev profile exists; no SaaS, Private Cloud or On-Premise profile and no shared conformance fixtures proving identical semantics for this chapter","Cross-volume: V0 C-042 (deployment semantic parity); V3 Ch 39–43; V4 Ch 14.; Vol 6 App N anchors: C-007, C-020, C-030, C-035, C-049; V4:11, V4:15, V4:23, V4:49, V4:53; V5:16, V5:17, V5:21, V5:36",v06.txt:page 10:L327,main
IA-25-005,V6,25 Service-to-Service Connectivity,62,"When identity issuance, discovery, trust bundle, policy, or service endpoint becomes inconsistent, the platform SHALL deny new protected sessions, drain affected connections where safe, use only certified fallbacks, and preserve causal diagnostics; it SHALL NOT infer healthy, complete, current, authorized, or recovered state.",V06-F005,infrastructure,missing,unverified,none,omission,P7-D,,No identity issuance/discovery/trust-bundle consistency handling,"Vol 6 App N anchors: C-007, C-020, C-030, C-035, C-049; V4:11, V4:15, V4:23, V4:49, V4:53; V5:16, V5:17, V5:21, V5:36",v06.txt:page 61:L3435,
IA-25-006,V6,25 Service-to-Service Connectivity,62,"Production admission and continued operation SHALL require mutual-authentication tests, identity rotation, policy denial, endpoint failover, contract mismatch, and trace continuity, bound to the exact artifacts, configuration, topology, customer scope, deployment profile, and period under review.",V06-F005,infrastructure,missing,unverified,none,omission,P7-D,,"No production admission gate binds mutual-authentication tests, identity rotation, policy denial, endpoint failover, contract mismatch, and trace continuity to exact artifacts, configuration, topology, customer scope, profile and period; CI binds gate evidence to a commit SHA and run attempt only","Vol 6 App N anchors: C-007, C-020, C-030, C-035, C-049; V4:11, V4:15, V4:23, V4:49, V4:53; V5:16, V5:17, V5:21, V5:36",v06.txt:page 11:L355,
IA-26-001,V6,26 Data Plane and Control Plane Separation,63,"The infrastructure realization of Data Plane and Control Plane Separation SHALL separate customer data processing from policy, identity, configuration, release, telemetry, and fleet control with explicit mediation.",V06-F005,infrastructure,missing,unverified,none,omission,P7-D,,"No control plane; identity, policy, configuration, release and telemetry are in-process or in git/CI","Not scheduled in any phase of docs/the-eye-master-build-prompt.md (stack: Docker Compose for local dev, GitHub Actions CI); owner package P7-D.; Vol 6 App N anchors: C-007, C-020, C-030, C-036, C-049; V4:10, V4:13, V4:29, V4:49, V4:54; V5:10, V5:11, V5:12, V5:21, V5:65",v06.txt:page 63:L3570,
IA-26-002,V6,26 Data Plane and Control Plane Separation,63,"Every production instance SHALL declare and continuously reconcile plane identity, endpoint, permitted command or telemetry class, direction, authentication, retention, and emergency state through versioned desired state, observed state, ownership, and audit evidence.",V06-F005,infrastructure,missing,unverified,none,omission,P7-D,,"No versioned desired-state/observed-state reconciliation for: plane identity, endpoint, permitted command or telemetry class, direction, authentication, retention, and emergency state. Add an infrastructure manifest (Vol 6 App H), an observed-state inventory and audit evidence of reconciliation","Vol 6 App N anchors: C-007, C-020, C-030, C-036, C-049; V4:10, V4:13, V4:29, V4:49, V4:54; V5:10, V5:11, V5:12, V5:21, V5:65",v06.txt:page 10:L305,
IA-26-003,V6,26 Data Plane and Control Plane Separation,63,"The implementation SHALL enforce this boundary: control-plane compromise must not yield unrestricted customer-data access, and data-plane compromise must not rewrite governing control state.",V06-F005,infrastructure,partial,passed:harness,merged,phase0,P7-D,apps/api/src/shared/db.ts (one pool per authority); migrations/0009_privilege_separation_and_bound_context.sql (eye_recovery never loaded by runtime); test/int/gate22-authority-matrix.test.ts,Authority split between runtime roles is enforced at the database; no control-plane/data-plane infrastructure separation,"Vol 6 App N anchors: C-007, C-020, C-030, C-036, C-049; V4:10, V4:13, V4:29, V4:49, V4:54; V5:10, V5:11, V5:12, V5:21, V5:65",v06.txt:page 10:L317,main+test
IA-26-004,V6,26 Data Plane and Control Plane Separation,63,"SaaS, Private Cloud, and On-Premise SHALL preserve the same authority, state, isolation, failure, recovery, evidence, replay, and human-decision semantics for Data Plane and Control Plane Separation.",V06-F005,infrastructure,missing,unverified,none,omission,P7-D,"docker-compose.yml (digest-pinned postgres/redis, loopback only, required env, local-dev profile per EXC-P0-004); apps/api/src/policy/pdp.service.ts (environment.deployment hard-coded local-dev)","Only the local-dev profile exists; no SaaS, Private Cloud or On-Premise profile and no shared conformance fixtures proving identical semantics for this chapter","Cross-volume: V0 C-042 (deployment semantic parity); V3 Ch 39–43; V4 Ch 14.; Vol 6 App N anchors: C-007, C-020, C-030, C-036, C-049; V4:10, V4:13, V4:29, V4:49, V4:54; V5:10, V5:11, V5:12, V5:21, V5:65",v06.txt:page 10:L327,main
IA-26-005,V6,26 Data Plane and Control Plane Separation,64,"When plane boundaries blur, a command lacks authority, or telemetry contains prohibited customer content, the platform SHALL block the channel, revoke affected credentials, preserve evidence, continue approved local policy, and initiate compromise assessment; it SHALL NOT infer healthy, complete, current, authorized, or recovered state.",V06-F005,infrastructure,partial,unverified,merged,phase0,P7-D,"apps/api/src/shared/degraded-store.ts (never holds payloads, credentials or tokens); config eye.telemetry.redact_fields","Prohibited-content controls exist for the degraded journal and logs only; no channel blocking, credential revocation or compromise assessment","Vol 6 App N anchors: C-007, C-020, C-030, C-036, C-049; V4:10, V4:13, V4:29, V4:49, V4:54; V5:10, V5:11, V5:12, V5:21, V5:65 | passed:harness lacked a resolved test/CI pointer → unverified",v06.txt:page 63:L3565,main
IA-26-006,V6,26 Data Plane and Control Plane Separation,64,"Production admission and continued operation SHALL require one-way flow tests, command authorization, telemetry minimization, control-plane outage, and compromise containment, bound to the exact artifacts, configuration, topology, customer scope, deployment profile, and period under review.",V06-F005,infrastructure,missing,unverified,none,omission,P7-D,,"No production admission gate binds one-way flow tests, command authorization, telemetry minimization, control-plane outage, and compromise containment to exact artifacts, configuration, topology, customer scope, profile and period; CI binds gate evidence to a commit SHA and run attempt only","Vol 6 App N anchors: C-007, C-020, C-030, C-036, C-049; V4:10, V4:13, V4:29, V4:49, V4:54; V5:10, V5:11, V5:12, V5:21, V5:65",v06.txt:page 11:L355,
IA-27-001,V6,"27 DNS, Naming, Discovery, and Time",65,"The infrastructure realization of DNS, Naming, Discovery, and Time SHALL provide authoritative names, service discovery, endpoint health, and trusted time as governed infrastructure dependencies.",V06-F005,infrastructure,missing,unverified,none,omission,P7-D,,"No DNS authority, service discovery, endpoint health registry or trusted time service (hostnames from config; host clock)","Not scheduled in any phase of docs/the-eye-master-build-prompt.md (stack: Docker Compose for local dev, GitHub Actions CI); owner package P7-D.; Vol 6 App N anchors: C-007, C-016, C-017, C-035, C-049; V4:18, V4:25, V4:26, V4:53, V4:59; V5:15, V5:26, V5:29, V5:65",v06.txt:page 65:L3702,
IA-27-002,V6,"27 DNS, Naming, Discovery, and Time",65,"Every production instance SHALL declare and continuously reconcile name, namespace, record version, endpoint set, health, time source, clock quality, lease, and provenance through versioned desired state, observed state, ownership, and audit evidence.",V06-F005,infrastructure,missing,unverified,none,omission,P7-D,,"No versioned desired-state/observed-state reconciliation for: name, namespace, record version, endpoint set, health, time source, clock quality, lease, and provenance. Add an infrastructure manifest (Vol 6 App H), an observed-state inventory and audit evidence of reconciliation","Vol 6 App N anchors: C-007, C-016, C-017, C-035, C-049; V4:18, V4:25, V4:26, V4:53, V4:59; V5:15, V5:26, V5:29, V5:65",v06.txt:page 10:L305,
IA-27-003,V6,"27 DNS, Naming, Discovery, and Time",65,"The implementation SHALL enforce this boundary: names and clocks must be tenant-aware where required, resistant to spoofing, and reconstructible for historical replay.",V06-F005,infrastructure,partial,unverified,branch-only,phase4,P7-D,packages/contracts (clock_quality on the envelope); apps/api/src/policy/pdp.service.ts (environment.clockQuality); migrations/0031_prediction_timing_calendar.sql (issuance vs response timing),"Clock quality is carried as a label; no trusted time, tenant-aware naming, spoofing resistance or reconstructible name history","Vol 6 App N anchors: C-007, C-016, C-017, C-035, C-049; V4:18, V4:25, V4:26, V4:53, V4:59; V5:15, V5:26, V5:29, V5:65 | release_status merged → branch-only from the evidence at 2e83945",v06.txt:page 10:L317,branch+main
IA-27-004,V6,"27 DNS, Naming, Discovery, and Time",65,"SaaS, Private Cloud, and On-Premise SHALL preserve the same authority, state, isolation, failure, recovery, evidence, replay, and human-decision semantics for DNS, Naming, Discovery, and Time.",V06-F005,infrastructure,missing,unverified,none,omission,P7-D,"docker-compose.yml (digest-pinned postgres/redis, loopback only, required env, local-dev profile per EXC-P0-004); apps/api/src/policy/pdp.service.ts (environment.deployment hard-coded local-dev)","Only the local-dev profile exists; no SaaS, Private Cloud or On-Premise profile and no shared conformance fixtures proving identical semantics for this chapter","Cross-volume: V0 C-042 (deployment semantic parity); V3 Ch 39–43; V4 Ch 14.; Vol 6 App N anchors: C-007, C-016, C-017, C-035, C-049; V4:18, V4:25, V4:26, V4:53, V4:59; V5:15, V5:26, V5:29, V5:65",v06.txt:page 10:L327,main
IA-27-005,V6,"27 DNS, Naming, Discovery, and Time",66,"When name resolution, discovery consistency, or trusted time falls outside the declared tolerance, the platform SHALL deny freshness-sensitive or authority-changing operations, use bounded cached state, expose uncertainty, and reconcile histories; it SHALL NOT infer healthy, complete, current, authorized, or recovered state.",V06-F005,infrastructure,missing,unverified,none,omission,P7-D,,No denial of freshness-sensitive or authority-changing operations on clock/naming tolerance breach,"Vol 6 App N anchors: C-007, C-016, C-017, C-035, C-049; V4:18, V4:25, V4:26, V4:53, V4:59; V5:15, V5:26, V5:29, V5:65",v06.txt:page 65:L3697,
IA-27-006,V6,"27 DNS, Naming, Discovery, and Time",66,"Production admission and continued operation SHALL require split-horizon tests, poisoning resistance, record rollback, discovery partition, clock-step and drift exercises, and replay, bound to the exact artifacts, configuration, topology, customer scope, deployment profile, and period under review.",V06-F005,infrastructure,missing,unverified,none,omission,P7-D,,"No production admission gate binds split-horizon tests, poisoning resistance, record rollback, discovery partition, clock-step and drift exercises, and replay to exact artifacts, configuration, topology, customer scope, profile and period; CI binds gate evidence to a commit SHA and run attempt only","Vol 6 App N anchors: C-007, C-016, C-017, C-035, C-049; V4:18, V4:25, V4:26, V4:53, V4:59; V5:15, V5:26, V5:29, V5:65",v06.txt:page 11:L355,
IA-28-001,V6,"28 Egress, External Integration, and Source Connectivity",67,"The infrastructure realization of Egress, External Integration, and Source Connectivity SHALL mediate outbound connections to sources, providers, customer systems, and external effect endpoints through explicit purpose and data controls.",V06-F005,observation,partial,passed:harness,merged,phase1,P1,"apps/api/src/observation/connectors/http-client.ts (EgressPolicy host/scheme allowlist, private/loopback/link-local/metadata refusal, redirect/size limits); test/int/phase1-hostile-input.test.ts","Egress mediation is in-process per connector (host/scheme allowlist, private-address refusal, size/redirect limits); no egress gateway, purpose/data-class controls or transfer receipts; the API process has unrestricted OS-level network access","Vol 6 App N anchors: C-007, C-018, C-029, C-030, C-049; V4:13, V4:19, V4:29, V4:49, V4:60; V5:21, V5:23, V5:36, V5:39, V5:59, V5:60 | UNRESOLVED pointer(s) at 2e83945: model-gateway.service.ts (single egress for model calls, local only)",v06.txt:page 67:L3833,main+test
IA-28-002,V6,"28 Egress, External Integration, and Source Connectivity",67,"Every production instance SHALL declare and continuously reconcile destination identity, route, purpose, data class, transfer policy, credential, rate, receipt, and revocation state through versioned desired state, observed state, ownership, and audit evidence.",V06-F005,observation,missing,unverified,none,omission,P1,,"No versioned desired-state/observed-state reconciliation for: destination identity, route, purpose, data class, transfer policy, credential, rate, receipt, and revocation state. Add an infrastructure manifest (Vol 6 App H), an observed-state inventory and audit evidence of reconciliation","Vol 6 App N anchors: C-007, C-018, C-029, C-030, C-049; V4:13, V4:19, V4:29, V4:49, V4:60; V5:21, V5:23, V5:36, V5:39, V5:59, V5:60",v06.txt:page 10:L305,
IA-28-003,V6,"28 Egress, External Integration, and Source Connectivity",67,"The implementation SHALL enforce this boundary: no workload receives generic internet access when a registered source, provider, connector, or capability path can express the intended operation.",V06-F005,observation,partial,passed:harness,merged,phase1,P1,"apps/api/src/observation/connectors/http-client.ts (EgressPolicy host/scheme allowlist, private/loopback/link-local/metadata refusal, redirect/size limits); test/int/phase1-hostile-input.test.ts",Workloads express operations only through registered sources; generic internet access is not denied at the OS/network level,"Vol 6 App N anchors: C-007, C-018, C-029, C-030, C-049; V4:13, V4:19, V4:29, V4:49, V4:60; V5:21, V5:23, V5:36, V5:39, V5:59, V5:60",v06.txt:page 10:L317,main+test
IA-28-004,V6,"28 Egress, External Integration, and Source Connectivity",68,"SaaS, Private Cloud, and On-Premise SHALL preserve the same authority, state, isolation, failure, recovery, evidence, replay, and human-decision semantics for Egress, External Integration, and Source Connectivity.",V06-F005,observation,missing,unverified,none,omission,P1,"docker-compose.yml (digest-pinned postgres/redis, loopback only, required env, local-dev profile per EXC-P0-004); apps/api/src/policy/pdp.service.ts (environment.deployment hard-coded local-dev)","Only the local-dev profile exists; no SaaS, Private Cloud or On-Premise profile and no shared conformance fixtures proving identical semantics for this chapter","Cross-volume: V0 C-042 (deployment semantic parity); V3 Ch 39–43; V4 Ch 14.; Vol 6 App N anchors: C-007, C-018, C-029, C-030, C-049; V4:13, V4:19, V4:29, V4:49, V4:60; V5:21, V5:23, V5:36, V5:39, V5:59, V5:60",v06.txt:page 10:L327,main
IA-28-005,V6,"28 Egress, External Integration, and Source Connectivity",68,"When destination identity changes, content is unsafe, policy denies transfer, or the external endpoint is unavailable, the platform SHALL block or quarantine the exchange, preserve the request and reason, retry only inside policy, and never fabricate collection or effect success; it SHALL NOT infer healthy, complete, current, authorized, or recovered state.",V06-F005,observation,partial,passed:harness,merged,phase1,P1,"apps/api/src/observation/connectors/http-client.ts (EgressPolicy host/scheme allowlist, private/loopback/link-local/metadata refusal, redirect/size limits); test/int/phase1-hostile-input.test.ts; test/int/phase1-fault-injection.test.ts (refusal preserved with reason; no fabricated collection); apps/api/src/observation/quarantine",Block/quarantine/preserve-reason exist; destination identity-change detection and policy-bounded retry are absent,"Vol 6 App N anchors: C-007, C-018, C-029, C-030, C-049; V4:13, V4:19, V4:29, V4:49, V4:60; V5:21, V5:23, V5:36, V5:39, V5:59, V5:60",v06.txt:page 67:L3828,main+test
IA-28-006,V6,"28 Egress, External Integration, and Source Connectivity",68,"Production admission and continued operation SHALL require destination pinning, exfiltration tests, malware isolation, provider outage, effect receipt, and revocation exercises, bound to the exact artifacts, configuration, topology, customer scope, deployment profile, and period under review.",V06-F005,observation,missing,unverified,none,omission,P1,,"No production admission gate binds destination pinning, exfiltration tests, malware isolation, provider outage, effect receipt, and revocation exercises to exact artifacts, configuration, topology, customer scope, profile and period; CI binds gate evidence to a commit SHA and run attempt only","Vol 6 App N anchors: C-007, C-018, C-029, C-030, C-049; V4:13, V4:19, V4:29, V4:49, V4:60; V5:21, V5:23, V5:36, V5:39, V5:59, V5:60",v06.txt:page 11:L355,
IA-29-001,V6,29 Private Connectivity and Customer Networks,69,"The infrastructure realization of Private Connectivity and Customer Networks SHALL join customer and platform networks through explicit routes, overlapping-address controls, identity mediation, capacity, and shared operations.",V06-F005,infrastructure,missing,unverified,none,omission,P7-D,,"No private connectivity, customer-network routes, overlapping-address controls or shared operations","Not scheduled in any phase of docs/the-eye-master-build-prompt.md (stack: Docker Compose for local dev, GitHub Actions CI); owner package P7-D.; Vol 6 App N anchors: C-006, C-007, C-036, C-038, C-049; V4:8, V4:10, V4:14, V4:53, V4:63; V5:7, V5:12, V5:21, V5:71",v06.txt:page 27:L1338,
IA-29-002,V6,29 Private Connectivity and Customer Networks,69,"Every production instance SHALL declare and continuously reconcile connection, customer endpoint, route set, address translation, encryption, service scope, capacity, health, and responsibility owner through versioned desired state, observed state, ownership, and audit evidence.",V06-F005,infrastructure,missing,unverified,none,omission,P7-D,,"No versioned desired-state/observed-state reconciliation for: connection, customer endpoint, route set, address translation, encryption, service scope, capacity, health, and responsibility owner. Add an infrastructure manifest (Vol 6 App H), an observed-state inventory and audit evidence of reconcil","Vol 6 App N anchors: C-006, C-007, C-036, C-038, C-049; V4:8, V4:10, V4:14, V4:53, V4:63; V5:7, V5:12, V5:21, V5:71",v06.txt:page 10:L305,
